 ,Area1,Mean1,StdDev1,Min1,Max1,Area2,Mean2,StdDev2,Min2,Max2
1,17.745,16765.285,3612.701,8970,22032,17.745,2173.405,57.549,2071,2327
2,17.745,16622.072,3612.535,8211,21841,17.745,2158.738,56.508,2050,2307
3,17.745,16520.072,3707.129,7702,22165,17.745,2167.024,44.792,2086,2269
4,17.745,16134.833,4107.079,6851,22218,17.745,2165.690,60.246,2044,2350
5,17.745,16237.096,3770.254,7688,21980,17.745,2170.810,49.775,2081,2294
6,17.745,16311.333,3634.777,8289,21651,17.745,2175.119,60.558,2085,2341
7,17.745,16300.000,3553.391,8780,21670,17.745,2176.119,62.980,2007,2333
8,17.745,16303.929,3561.056,9089,22025,17.745,2162.833,59.290,2085,2324
9,17.745,16220.096,3570.984,9283,21933,17.745,2160.500,51.734,2038,2273
10,17.745,16013.000,3807.272,6561,21707,17.745,2153.619,47.781,2072,2279
11,17.745,15944.071,3790.230,6390,21426,17.745,2152.810,52.085,2069,2281
12,17.745,15870.119,3758.453,6365,21456,17.745,2152.690,57.727,2010,2276
13,17.745,15828.548,3667.858,6489,21033,17.745,2151.428,42.470,2065,2256
14,17.745,15760.643,3690.030,7508,21173,17.745,2176.810,57.743,2088,2321
15,17.745,15932.762,3567.813,7534,21454,17.745,2182.024,52.801,2073,2351
16,17.745,16037.071,3435.105,7880,21144,17.745,2204.357,48.595,2112,2301
17,17.745,15984.833,3370.088,8185,21044,17.745,2195.119,51.853,2093,2343
18,17.745,15960.714,3440.490,8240,21064,17.745,2221.810,42.699,2141,2311
19,17.745,15940.881,3396.805,8287,21167,17.745,2229.381,51.704,2128,2367
20,17.745,15816.143,3380.170,8258,20987,17.745,2224.928,50.637,2113,2326
21,17.745,15779.143,3346.689,8428,20694,17.745,2234.428,55.809,2125,2389
22,17.745,15656.977,3320.349,8502,20501,17.745,2231.286,53.814,2140,2372
23,17.745,15587.000,3341.963,8338,20642,17.745,2233.976,40.999,2152,2300
24,17.745,15499.477,3342.910,8472,20737,17.745,2228.119,52.091,2089,2348
25,17.745,15405.333,3260.324,8593,20090,17.745,2228.786,56.387,2096,2419
26,17.745,15254.643,3261.651,8240,20249,17.745,2234.595,49.600,2124,2348
27,17.745,15102.714,3246.611,8289,19877,17.745,2234.928,44.393,2158,2368
28,17.745,15001.190,3263.489,7948,19846,17.745,2244.214,48.460,2155,2353
29,17.745,14855.857,3242.668,7855,19962,17.745,2235.548,45.698,2146,2343
30,17.745,14788.833,3150.616,7765,19543,17.745,2237.548,58.799,2126,2389
31,17.745,14552.143,3107.750,7815,19059,17.745,2235.214,46.314,2152,2320
32,17.745,14454.000,3071.840,8004,18940,17.745,2226.667,47.295,2149,2335
33,17.745,14327.143,3021.871,7847,18973,17.745,2232.810,39.649,2164,2354
34,17.745,14120.286,3001.482,7756,18743,17.745,2239.595,48.102,2144,2379
35,17.745,13984.023,2994.698,7559,18742,17.745,2236.428,42.993,2145,2327
36,17.745,13835.167,3009.959,7259,18375,17.745,2233.690,45.879,2147,2383
37,17.745,13738.096,2941.160,7343,18215,17.745,2240.143,49.455,2155,2360
38,17.745,13625.690,2845.467,7347,17634,17.745,2240.000,51.276,2131,2382
39,17.745,13452.238,2826.638,7048,17399,17.745,2238.190,56.253,2122,2348
40,17.745,13318.762,2821.833,6992,17473,17.745,2232.976,47.293,2163,2331
41,17.745,13183.643,2816.037,6968,17412,17.745,2240.000,46.790,2120,2351
42,17.745,13102.643,2801.542,7024,17210,17.745,2237.524,50.320,2148,2377
43,17.745,13002.952,2806.530,6768,17128,17.745,2237.452,52.660,2109,2358
44,17.745,12878.833,2724.656,6761,16805,17.745,2231.428,51.074,2134,2348
45,17.745,12802.857,2714.486,6691,16638,17.745,2237.810,60.816,2133,2397
46,17.745,12715.381,2753.810,6603,16755,17.745,2246.928,45.366,2139,2369
47,17.745,12561.071,2747.785,6502,16626,17.745,2232.595,46.012,2140,2372
48,17.745,12524.167,2776.320,6461,16634,17.745,2233.643,54.606,2152,2392
49,17.745,12442.904,2699.514,6618,16561,17.745,2235.190,52.863,2098,2330
50,17.745,12378.071,2655.760,6406,16280,17.745,2237.476,66.029,2097,2392
51,17.745,12326.096,2615.273,6512,16366,17.745,2223.095,43.186,2110,2314
52,17.745,12249.571,2635.461,6429,16009,17.745,2233.738,47.266,2152,2344
53,17.745,12156.857,2584.284,6415,15942,17.745,2227.572,47.181,2127,2348
54,17.745,12050.690,2613.135,6246,15837,17.745,2230.143,57.051,2087,2362
55,17.745,11998.762,2550.244,6257,15687,17.745,2242.119,39.619,2152,2334
56,17.745,11949.048,2606.091,6284,15757,17.745,2233.905,52.922,2115,2361
57,17.745,11939.952,2546.763,6213,15557,17.745,2242.976,55.692,2144,2401
58,17.745,11893.048,2540.759,6309,15479,17.745,2232.476,53.379,2130,2399
59,17.745,11813.857,2461.796,6243,15384,17.745,2244.167,50.035,2171,2354
60,17.745,11794.690,2461.865,6241,15124,17.745,2233.190,47.962,2163,2403
61,17.745,11717.048,2468.464,6200,15547,17.745,2226.762,43.090,2121,2330
62,17.745,11694.810,2458.590,6213,15263,17.745,2224.619,48.663,2136,2350
63,17.745,11608.167,2437.390,6080,15307,17.745,2226.286,49.154,2126,2329
64,17.745,11584.786,2404.385,6150,15111,17.745,2239.095,47.509,2134,2335
65,17.745,11597.952,2410.441,6034,15256,17.745,2221.881,51.515,2139,2333
