 ,Area1,Mean1,StdDev1,Min1,Max1,Area2,Mean2,StdDev2,Min2,Max2
1,30.420,7895.792,1269.375,5531,10421,30.420,2347.986,80.357,2188,2544
2,30.420,7778.403,1269.230,5240,10423,30.420,2325.514,80.512,2174,2566
3,30.420,7762.611,1263.304,5458,10428,30.420,2315.889,78.103,2170,2507
4,30.420,7728.611,1243.644,5499,10335,30.420,2316.986,74.184,2132,2503
5,30.420,7729.514,1229.850,5535,10263,30.420,2315.333,84.741,2125,2489
6,30.420,7716.514,1196.519,5418,10198,30.420,2318.472,87.677,2162,2523
7,30.420,7743.306,1185.515,5626,9942,30.420,2323.667,78.282,2180,2503
8,30.420,7726.306,1195.068,5490,10016,30.420,2313.903,82.751,2142,2511
9,30.420,7719.694,1176.854,5539,10023,30.420,2308.792,76.930,2156,2512
10,30.420,7718.083,1148.533,5612,10145,30.420,2312.903,73.040,2168,2524
11,30.420,7653.236,1135.483,5134,9760,30.420,2311.153,82.426,2122,2508
12,30.420,7631.069,1187.365,4939,9790,30.420,2315.861,78.678,2156,2534
13,30.420,7563.514,1174.192,4822,9747,30.420,2299.486,81.637,2172,2484
14,30.420,7538.472,1170.362,5006,9628,30.420,2258.181,76.619,2113,2461
15,30.420,7536.778,1084.839,5373,9811,30.420,2267.972,69.308,2130,2508
16,30.420,7494.181,1098.524,5098,9490,30.420,2271.569,74.707,2128,2450
17,30.420,7470.458,1076.036,5502,9459,30.420,2269.958,78.842,2144,2440
18,30.420,7486.667,1101.261,5187,9534,30.420,2267.264,71.659,2125,2443
19,30.420,7469.278,1096.280,5075,9383,30.420,2263.833,80.039,2128,2475
20,30.420,7419.167,1126.130,4754,9439,30.420,2280.778,76.186,2144,2521
21,30.420,7395.014,1099.542,4835,9350,30.420,2277.917,78.401,2134,2489
22,30.420,7417.931,1101.362,4996,9599,30.420,2248.153,59.406,2160,2442
23,30.420,7414.333,1072.482,5036,9373,30.420,2250.639,62.463,2142,2385
24,30.420,7417.194,1066.967,5072,9440,30.420,2256.972,66.385,2145,2453
25,30.420,7422.347,1068.326,5058,9412,30.420,2244.014,57.367,2134,2394
26,30.420,7436.278,1062.571,5002,9414,30.420,2250.069,64.600,2132,2452
27,30.420,7397.903,1088.479,4808,9513,30.420,2241.167,64.473,2129,2430
28,30.420,7383.903,1094.803,4944,9409,30.420,2245.861,68.812,2113,2409
29,30.420,7403.236,1082.008,4885,9401,30.420,2245.653,60.831,2130,2437
30,30.420,7392.458,1120.996,4884,9279,30.420,2255.111,62.489,2144,2449
31,30.420,7370.806,1114.406,4625,9309,30.420,2272.792,73.552,2131,2462
32,30.420,7386.403,1080.474,4981,9387,30.420,2238.708,63.216,2115,2366
33,30.420,7376.708,1090.878,4873,9278,30.420,2249.292,60.330,2122,2375
34,30.420,7341.847,1105.167,4725,9370,30.420,2277.986,73.968,2106,2452
35,30.420,7353.319,1100.778,4795,9300,30.420,2277.069,79.784,2121,2507
36,30.420,7412.194,1052.542,4954,9267,30.420,2270.833,73.514,2101,2437
37,30.420,7406.861,1068.635,5033,9434,30.420,2269.042,74.903,2117,2448
38,30.420,7411.514,1047.929,5150,9366,30.420,2270.569,81.332,2114,2491
39,30.420,7387.347,1036.150,5118,9255,30.420,2265.889,72.957,2128,2487
40,30.420,7372.139,1047.997,5178,9379,30.420,2270.514,71.110,2139,2443
41,30.420,7404.389,1042.516,5219,9475,30.420,2258.153,77.600,2124,2461
42,30.420,7376.958,1033.758,5212,9095,30.420,2271.139,66.273,2164,2452
43,30.420,7390.139,1049.269,5146,9524,30.420,2260.736,63.674,2155,2436
44,30.420,7402.375,1040.018,5271,9256,30.420,2265.750,73.482,2151,2442
45,30.420,7405.347,1039.991,5233,9215,30.420,2258.875,68.097,2135,2455
46,30.420,7428.792,1040.874,5186,9430,30.420,2262.569,66.945,2140,2424
47,30.420,7417.944,1054.510,5125,9373,30.420,2269.097,78.319,2127,2499
48,30.420,7423.708,1069.782,5170,9399,30.420,2269.306,66.558,2131,2454
49,30.420,7424.403,1059.460,5247,9297,30.420,2258.917,67.684,2146,2459
50,30.420,7434.222,1055.583,5305,9288,30.420,2264.292,70.216,2137,2460
51,30.420,7474.889,1071.024,5272,9534,30.420,2260.319,72.237,2151,2459
52,30.420,7455.694,1080.108,5209,9364,30.420,2274.625,88.774,2096,2503
53,30.420,7471.194,1120.218,5136,9568,30.420,2268.722,74.999,2161,2461
54,30.420,7486.167,1118.488,5364,9489,30.420,2264.000,69.365,2113,2457
55,30.420,7487.153,1115.242,5236,9666,30.420,2258.639,72.722,2115,2408
56,30.420,7502.583,1115.114,5117,9461,30.420,2271.028,65.647,2129,2446
57,30.420,7495.347,1155.925,5191,9676,30.420,2267.319,75.719,2111,2466
58,30.420,7477.667,1160.902,5113,9724,30.420,2260.306,73.572,2134,2501
59,30.420,7486.236,1157.298,5067,9699,30.420,2265.694,73.626,2142,2436
60,30.420,7472.833,1172.763,4949,9826,30.420,2268.764,66.339,2118,2421
61,30.420,7495.611,1175.132,5027,9653,30.420,2265.181,67.720,2135,2449
62,30.420,7510.847,1174.510,5075,9545,30.420,2276.611,65.480,2150,2467
63,30.420,7504.806,1175.694,5019,9515,30.420,2270.069,73.945,2133,2453
64,30.420,7548.542,1143.519,5148,9696,30.420,2264.306,66.597,2146,2429
65,30.420,7550.069,1114.845,5347,9713,30.420,2261.097,66.922,2153,2435
66,30.420,7581.389,1119.570,5300,9763,30.420,2256.042,66.440,2105,2413
67,30.420,7565.694,1126.968,5362,9590,30.420,2251.806,64.420,2127,2394
68,30.420,7551.708,1110.282,5402,9603,30.420,2261.222,71.453,2128,2472
69,30.420,7568.361,1141.535,5186,9567,30.420,2261.028,65.104,2110,2443
70,30.420,7547.847,1134.555,5180,9521,30.420,2258.597,72.545,2106,2452
71,30.420,7570.611,1131.721,5256,9562,30.420,2256.931,72.087,2127,2451
72,30.420,7560.042,1138.522,5306,9787,30.420,2261.069,70.451,2127,2477
73,30.420,7565.694,1136.421,5268,9751,30.420,2259.903,71.725,2122,2449
74,30.420,7514.097,1209.547,4950,9612,30.420,2265.819,69.155,2131,2444
75,30.420,7524.681,1239.653,4932,9768,30.420,2269.014,75.594,2157,2509
76,30.420,7594.694,1152.489,5002,9693,30.420,2250.542,71.247,2142,2457
77,30.420,7570.028,1242.843,4863,9950,30.420,2266.333,82.278,2131,2518
78,30.420,7518.847,1235.126,4924,9651,30.420,2266.722,71.200,2130,2478
79,30.420,7536.917,1216.712,5072,9785,30.420,2263.236,70.925,2122,2454
80,30.420,7547.556,1180.396,5012,9763,30.420,2267.944,68.591,2147,2482
81,30.420,7555.069,1168.649,5333,9693,30.420,2265.069,68.947,2148,2470
82,30.420,7530.833,1149.251,5333,9559,30.420,2270.833,67.131,2128,2442
83,30.420,7561.569,1161.857,5247,9675,30.420,2267.264,68.141,2131,2430
84,30.420,7544.528,1161.019,5045,9734,30.420,2263.556,70.469,2100,2461
85,30.420,7572.903,1180.969,5263,9779,30.420,2267.722,66.985,2135,2485
86,30.420,7567.556,1171.506,5262,9623,30.420,2256.861,58.108,2154,2389
87,30.420,7550.514,1164.767,5099,9708,30.420,2260.681,55.957,2163,2414
88,30.420,7564.236,1174.896,5210,9778,30.420,2270.556,72.456,2125,2548
89,30.420,7577.069,1180.478,5239,9890,30.420,2264.819,67.700,2148,2468
90,30.420,7547.056,1179.362,5163,9710,30.420,2266.208,74.781,2124,2449
91,30.420,7551.889,1158.695,5230,9862,30.420,2270.764,72.678,2154,2472
92,30.420,7540.792,1162.696,5199,9641,30.420,2265.958,74.548,2168,2498
93,30.420,7555.389,1189.194,5055,9753,30.420,2263.236,72.290,2119,2451
94,30.420,7558.431,1177.434,5261,9726,30.420,2254.861,71.791,2126,2425
95,30.420,7565.278,1175.792,5098,9698,30.420,2265.639,60.137,2172,2436
96,30.420,7565.875,1175.727,5212,9621,30.420,2261.125,63.044,2120,2449
97,30.420,7549.597,1167.491,5228,9801,30.420,2264.028,71.260,2142,2446
98,30.420,7548.014,1160.966,5170,9762,30.420,2260.458,75.455,2105,2455
99,30.420,7561.681,1184.759,5227,9889,30.420,2266.194,65.402,2157,2446
100,30.420,7561.181,1145.429,5264,9690,30.420,2262.611,68.873,2116,2479
101,30.420,7584.417,1177.237,5209,9685,30.420,2268.250,75.186,2140,2474
102,30.420,7560.792,1138.399,5375,9540,30.420,2258.319,68.569,2127,2419
103,30.420,7552.972,1150.192,5356,9835,30.420,2263.153,68.094,2123,2427
104,30.420,7564.278,1159.415,5235,9759,30.420,2255.333,59.258,2123,2407
105,30.420,7578.944,1150.914,5153,9677,30.420,2254.819,71.376,2097,2426
106,30.420,7546.764,1152.594,5160,9654,30.420,2262.278,69.916,2143,2468
107,30.420,7561.625,1160.890,5022,9708,30.420,2263.319,67.267,2129,2447
108,30.420,7488.639,1198.732,4708,9645,30.420,2263.417,67.592,2127,2440
