 ,Area1,Mean1,StdDev1,Min1,Max1,Area2,Mean2,StdDev2,Min2,Max2
1,24.505,17232.465,5293.955,8188,27580,24.505,2242.690,43.713,2166,2349
2,24.505,17127.793,5022.642,8603,26539,24.505,2245.086,51.908,2158,2381
3,24.505,16992.758,4874.940,8821,26374,24.505,2251.259,59.910,2112,2390
4,24.505,16267.862,5490.334,6281,26020,24.505,2249.431,51.038,2109,2348
5,24.505,16277.345,5443.149,6492,26129,24.505,2252.017,51.714,2161,2378
6,24.505,16227.982,5367.855,6445,25940,24.505,2255.190,56.765,2126,2379
7,24.505,16242.311,5316.688,6351,25845,24.505,2262.259,45.447,2163,2379
8,24.505,16266.879,5237.772,6412,25954,24.505,2247.517,47.290,2159,2365
9,24.505,16198.121,5182.349,6208,25641,24.505,2255.690,52.057,2171,2390
10,24.505,16168.914,5108.890,6082,25073,24.505,2252.138,49.040,2138,2373
11,24.505,15841.569,5294.044,7428,25075,24.505,2246.345,52.803,2137,2354
12,24.505,15795.448,5217.575,7604,25121,24.505,2241.552,53.540,2139,2411
13,24.505,15789.689,5219.597,7606,25028,24.505,2238.707,49.871,2131,2352
14,24.505,16129.293,4841.831,8264,25430,24.505,2209.259,46.641,2122,2331
15,24.505,16041.104,4897.327,8546,25456,24.505,2218.121,49.388,2132,2358
16,24.505,15977.207,4805.255,8331,24995,24.505,2220.190,45.810,2136,2338
17,24.505,15942.655,4852.690,8076,24850,24.505,2209.000,45.120,2111,2292
18,24.505,15893.862,4792.619,8428,24647,24.505,2211.966,45.974,2107,2303
19,24.505,15880.052,4723.315,8267,24681,24.505,2212.896,44.883,2134,2317
20,24.505,15819.482,4674.713,8352,24555,24.505,2214.759,46.567,2107,2357
21,24.505,15898.155,4742.246,8499,24931,24.505,2211.638,56.220,2101,2334
22,24.505,15842.896,4668.212,8653,24755,24.505,2216.138,49.952,2113,2325
23,24.505,15885.052,4721.442,8554,24902,24.505,2206.776,48.454,2122,2350
24,24.505,15870.982,4694.442,8443,24992,24.505,2204.569,47.023,2099,2308
25,24.505,15841.966,4615.625,8276,24313,24.505,2214.517,50.675,2141,2325
26,24.505,15854.793,4549.099,8456,24156,24.505,2213.086,43.164,2125,2343
27,24.505,15749.655,4610.437,8557,24402,24.505,2209.552,39.487,2114,2306
28,24.505,15777.138,4566.460,8531,23972,24.505,2212.604,44.196,2138,2314
29,24.505,15769.896,4539.351,8559,24057,24.505,2205.586,49.971,2078,2337
30,24.505,15745.466,4515.379,8456,24381,24.505,2207.396,57.886,2073,2379
31,24.505,15736.414,4515.234,8555,24072,24.505,2216.552,47.594,2103,2338
32,24.505,15715.482,4533.378,8498,24007,24.505,2204.672,45.939,2119,2319
33,24.505,15708.379,4480.054,8424,24221,24.505,2214.207,47.227,2104,2312
34,24.505,15622.845,4477.533,8337,23811,24.505,2209.483,47.315,2117,2310
35,24.505,15607.396,4493.239,8243,24048,24.505,2206.121,55.861,2077,2372
36,24.505,15619.018,4457.069,8567,23863,24.505,2219.241,47.202,2106,2314
37,24.505,15602.466,4477.858,8466,23912,24.505,2204.862,44.669,2109,2302
38,24.505,15599.707,4434.272,8692,23528,24.505,2217.707,41.144,2110,2319
39,24.505,15526.569,4396.365,8530,23834,24.505,2207.466,45.799,2120,2318
40,24.505,15587.207,4440.292,8561,23782,24.505,2212.207,45.977,2085,2284
41,24.505,15583.396,4452.436,8382,23980,24.505,2209.879,51.950,2107,2321
42,24.505,15545.396,4396.078,8462,23785,24.505,2213.569,45.332,2120,2346
43,24.505,15543.879,4357.740,8679,23607,24.505,2209.793,48.086,2102,2332
44,24.505,15533.327,4383.492,8530,23695,24.505,2209.483,49.061,2133,2343
45,24.505,15500.138,4370.197,8488,23589,24.505,2212.707,41.344,2127,2322
46,24.505,15549.673,4438.118,8355,24009,24.505,2210.034,42.404,2103,2277
47,24.505,15508.879,4402.467,8377,23888,24.505,2211.431,51.029,2106,2345
48,24.505,15560.155,4401.651,8483,23620,24.505,2222.741,43.985,2111,2313
49,24.505,15461.689,4352.917,8514,23507,24.505,2212.500,51.297,2109,2340
50,24.505,15488.189,4350.715,8406,23793,24.505,2212.414,47.170,2120,2333
51,24.505,15431.052,4309.088,8519,23512,24.505,2214.155,50.167,2101,2360
52,24.505,15448.431,4312.838,8416,23551,24.505,2217.828,51.011,2102,2367
53,24.505,15424.052,4308.628,8638,23686,24.505,2213.414,42.875,2103,2339
54,24.505,15467.621,4277.757,8436,23287,24.505,2214.328,43.851,2134,2317
55,24.505,15412.466,4291.995,8306,23607,24.505,2219.448,49.610,2136,2367
56,24.505,15405.725,4295.844,8458,23407,24.505,2224.345,54.431,2089,2389
57,24.505,15440.931,4273.327,8539,23578,24.505,2216.414,46.774,2117,2330
58,24.505,15397.000,4240.121,8596,23251,24.505,2214.000,47.183,2113,2344
