Time (s) Adjusted,grouped_wild type 2M Sbfr_Series001_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series002_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series005_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series007_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series008_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series009_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series011_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series013_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series015_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series017_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series019_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series021_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series023_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series024_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series025_Crop001_GCamP_Results_260123
7.1,-15.795407456973624,-17.091450430349205,-4.4066202705561395,-8.33000816800728,-94.7259114770427,0.9680119984846876,-6.4502218337896196,0.0610969058194355,-8.979430636912117,3.8164939382086107,2.6391302180130687,-1.1495223528867733,-3.6933725466999006,-3.8954394033626176,-0.6562982844443983
7.2,-16.73692266745438,-19.267962925026666,-3.991045525309808,-7.965892744509258,-90.60183993394793,1.7323187451977446,-6.131418108734108,-0.3810477741901561,-9.002330706438947,4.081835938828007,2.0769784094059194,-2.046002422697777,-3.8134819657483394,-4.155676154093282,-0.13307776286090522
7.3,-16.621217095471444,-18.034089868022043,-3.737286176592626,-8.37872126696705,-82.43347742356008,2.1101732489099803,-5.79196637787538,0.20791230026203777,-8.820225011135058,4.083755012269457,1.3467007504821247,-2.2515727496909044,-4.07278267624327,-4.180642755177988,-0.4705847632164488
7.4,-17.42266044254371,-18.296673348311224,-3.792503505237404,-8.155045205918222,-79.2196295347612,-3.5332212827854796,-5.503389716533128,-0.1945690356974481,-8.448116925009057,-11.331278522165151,2.1175457297342035,-1.2961974377424248,-4.172544183360969,-4.142242653241183,-0.8553458183719638
7.5,-18.095696965892323,-20.0876892911104,-3.7199366242215124,-7.987413046364104,-74.86084019099366,-2.7987343626667034,-4.920317158480924,-0.47627255819563175,-8.087485439365725,-10.833057467090896,0.8553888249382311,-1.1256642323631194,-4.118669884498004,-4.2576807858845775,-0.9777001144283615
7.6,-19.07488527626522,-19.345371884123463,-2.99290931062891,-8.496227277831686,-71.99029415545127,-2.274253608987628,-5.025135458129755,-0.3177649639423734,-9.193725875935199,-10.86814662713875,0.6341605339997178,-1.6617182650357734,-3.9755261245771925,-3.6380621367924313,-0.8190922837182129
7.7,-22.059708170651167,-18.93689955408791,-3.6551283060514734,-8.026580162962786,-69.30048068302239,-2.278447342165885,-4.413827322378164,-0.567752326055154,-7.743723902992131,4.4224417193382575,1.4404173549465789,-1.6737688620781235,-3.920847939884365,-4.493998228910664,-0.9447996336348252
7.8,-24.546201955316313,-11.840649467482454,-3.24257593623485,-7.969639804021299,-69.58265561292573,3.1063359302089886,-4.425744010505573,-0.6465008817861424,-7.886546032523318,4.610982760000068,1.1335275187801228,-1.3234941671303524,-3.908566117847851,-4.2324505961359,-0.5793110941670383
7.9,-24.962683618431406,-11.039068426142233,-2.7525843299181787,-7.631973527686841,-66.83019643569506,4.096662856252809,-4.417009933904845,-0.20066290269370057,-6.974709899331418,4.6796678591333585,0.9477110695291611,-1.8675393399550586,-4.019347732540712,-4.315652660943684,-0.8143128594654492
8.0,-22.102863948759797,-10.782320125300501,-3.5161610138588824,-7.230284539969983,-64.01441932202775,4.097051764935895,-4.158194110981534,0.21778260232369018,-7.727370163126762,4.4322331949370675,0.7702557194475013,-2.0090109243691696,-3.2905259114340115,-4.306303193028706,-0.5612173361904276
8.1,-17.541857538175442,-13.941293057943474,-3.079487326124891,-7.3178984163500855,-61.29312187032856,3.232907255804623,-4.424134405734583,-0.20093165546613623,-7.143237714490799,5.014700022331688,1.0273778613889277,-0.5767786084004314,-3.439255953549808,-2.956289993620599,-1.1591005164806827
8.2,-12.47849052499111,-11.54746339346437,-2.8169849429013425,-7.667413785258915,-58.824009695014794,3.087090032660626,-4.753193285832201,-0.1830098213604856,-7.341075611844894,5.2076689500163145,0.6743780398890404,-0.9648036475449846,-3.4246125162912806,-2.8649959020007714,-1.426924138669774
8.3,-7.426419708852345,-11.46245648551015,-2.7942231601910716,-6.69008621000277,-56.2509090021477,-2.7674102239696365,-5.1001373749161925,-0.28552773025558054,-6.102034203796736,5.146046822518253,1.0604838187788257,-0.24778546475122276,-3.8558630750333602,-2.7813885569357772,-1.4509235475433124
8.4,-5.55816155008482,-12.742739297997097,-2.3781396411609013,-6.641126397338582,-53.35658683142862,-2.3973585310718493,-5.116982982302596,-0.7871682330330607,-7.1516439917045265,-9.095832772273912,1.791284163494204,-1.0300875877537585,-3.4903826244391336,-2.804267144311794,-1.7646289766202496
8.5,-4.077686059399016,-7.416661030358878,-2.337683136136574,-6.633504025179436,-51.22081116163669,-2.4959056086735405,-4.548335106747364,-0.8752895277203017,-6.074535647304744,-8.739192320287195,1.0880562144338013,-0.7112303327773759,-2.963974128724807,-2.6007624492486947,-2.2389048537121354
8.6,-2.0678684103632134,-9.446448745388048,-2.31051424909624,-5.710076302797851,-49.49964255838351,-3.5676063746666626,-4.5596350434847235,-0.5916807563696462,-6.1955114066825185,-8.691029609068941,1.2208254469373303,-0.2720703571118275,-2.9010075765775145,-2.508340418767119,-2.367519441750483
8.7,-0.898002105848585,-10.996505157234399,-2.2855730064795132,-5.416706728922386,-41.590941342919386,-4.57309811338696,-4.160820226643066,-0.61810882402124,-5.310151658635731,5.7425229049562745,1.239447768393779,-0.32675225749369474,-2.5513870746358425,-2.43439782448198,-2.15001066830978
8.8,-0.17863176082390186,-11.905280414256808,-2.146937285464986,-5.667810325137328,-39.84325826174121,1.1100155717074998,-3.3887950447826274,-0.5450642939936285,-5.283945182131943,-7.57797196091093,0.6046256216251091,-0.23122148059927383,-2.5849399253066565,-2.28130000083285,-1.7720499899841853
8.9,0.3821270027134931,-7.060599145200573,-1.532267700149152,-4.712874121637577,-36.67494212470124,0.15155578820202287,-3.001741202293508,0.0669634926331133,-4.634675166623313,3.3081486159300084,1.3428849541443748,-0.7783025003903461,-2.171015184822359,-2.222820492168754,-2.0170852446759717
9.0,0.03169775592293078,-6.700295568258319,-1.708740126378153,-4.753706642313474,-35.738417667384866,0.35886124269578445,-2.5979507126202632,-0.4804521445190151,-4.668817646438706,5.199731224386127,0.5166566430990898,-0.1858575174446937,-1.644513870945187,-2.064213436107071,-2.1630335857299237
9.1,0.33567774661330496,-5.512458384454344,-2.173984059940361,-4.5577548318645,-33.37358742239442,-0.18213841048811474,-2.421060382625341,-0.6731190837678636,-4.540319895893219,-10.895222861868962,1.0271549752481812,0.33622984368889064,-1.6817661045661607,-2.0539410258115804,-2.405559912229842
9.2,0.26564185514948413,-5.061097148461359,-1.53255202311518,-4.363294963711134,-27.047304831849576,-0.21042641415459862,-2.0203735032499672,-0.385887299074021,-4.87674526900942,-9.083875514788172,0.5660732837022424,-0.7628201474153595,-1.5219544592477217,-1.66852568061244,-2.1628429216570666
9.3,0.6038168492405536,-6.992832995362914,-1.5469944159918434,-3.9626125638672125,-24.94564238740183,-1.1119095585274765,-2.03421270376373,-0.7177146045305411,-4.8459295555539414,-10.902022836515059,0.9927544535211252,-0.2533834153013359,-1.2096872079878658,-1.5553750989351265,-1.744208198528086
9.4,0.4324155662954814,-2.485867621178432,-1.4811647696360684,-3.519598083632693,-22.658120483973967,-0.8376532861290693,-1.5770247021638593,-0.9406727942215793,-4.19650969490283,1.3951360927917662,0.9601431940487668,-0.26605290239915824,-1.3627566374761901,-2.1606914239971147,-2.282058646467145
9.5,0.6942324215776727,-2.020639928506913,-1.660667894448972,-3.551120972654571,-21.380309591946983,-0.8112311843325317,-1.2761913142856338,-0.5157302466463918,-4.212122121663183,0.5450476478529307,0.3090487687053134,-0.6280347622851536,-1.7990086769769738,-1.680722556541391,-1.9448671579425705
9.6,0.6656936463308591,-1.9203389451121637,-1.2028394815291659,-3.217246211575615,-19.974287817272494,-0.8299931336635025,-0.5974084117916805,-0.9405808267922602,-4.102363735052357,-12.539968062226613,0.5941220090237085,-0.6585823227244134,-1.297823060925566,-1.4475375969211441,-2.102650437788104
9.7,-3.215520367065243,-1.8808323447626378,-1.0411995737072388,-3.925616417361028,-18.538816285363644,-1.369099990495716,-0.9814339285174123,-0.4341616375266639,-4.260954789407617,-14.11520242045897,0.30956773691909234,-0.4603316881066082,-1.207953655466028,-1.4909686785285414,-2.1196153458505487
9.8,0.9319336320592138,-1.5985563276854187,-1.42534893429859,-2.027642356729893,-14.810141730689057,-2.164538560597146,-0.7972695001096275,-0.7176539094019487,-3.573533006068976,-15.510242136178299,0.23924868085127748,-0.675364864571657,-1.2080786158509689,-1.5564307137442448,-1.3861981309232814
9.9,1.0851491486947396,-0.2705239248650244,-1.4943107972228233,-3.4477834007802404,-11.873625414081669,3.0691386467487973,-0.5948947614977227,0.408500564704406,-3.3748929750891135,-17.123883028773413,0.517763805541053,-0.5609350565871747,-1.2062096138673866,-1.4790733395696023,-1.7065096198391618
10.0,1.0602076280438775,3.1198250130608614,-1.156488285341231,-2.883544629718653,-5.629959908037623,2.9086353903524387,-0.11368925973176314,-0.003016354003998245,-3.319191506044328,2.727224598428866,0.8251741589217998,-0.7136176736978843,-1.4911662882138694,-1.3580445350508557,-1.5201412663195972
10.1,1.4725663516775498,3.2395581303764516,-1.052307146458098,-3.8090445230682066,-8.553870178597634,3.3095885060528616,-0.2566780366102215,-0.3023789989723866,-3.0102236130308517,-18.762335814187573,-0.4313703095381509,-1.128243304261158,-1.4064134373893165,-1.2204974543448612,-1.1910065886984667
10.2,1.355370744352368,-1.2301736216409225,-0.9160059434133281,-3.1107471760371936,-7.554744142986422,2.957842884784288,0.20428666087596792,0.20546510022184883,-2.431552384834559,-19.23136633466638,0.011089651186362737,-0.5625682482200389,-1.4441303928086704,-0.9218336428484335,-1.153281250828761
10.3,1.4254796323669865,-9.979030870485762,-1.1985278226711413,-2.7256310818455596,-6.144964462396388,-2.0528816462049297,0.021789058662226246,-0.7655675276382405,-2.7150280731120047,2.0022356831551535,-0.1309149362164348,-1.242202509291559,-1.2294375609148442,-1.040779453766051,-1.2765793676817179
10.4,1.561692515688759,-8.282710863228804,-0.5877367337791242,-2.458448170259463,-0.2971667922715717,-1.029103751890033,-0.1398833066291303,-1.8209756273251818,-2.4958491607344246,1.479710847027743,-0.9152157219284005,-0.33581679082259797,-1.2594069886234287,-0.9062313708039609,-0.858687194488021
10.5,1.7127867391264555,-8.08259020268068,-0.8434086749426681,-1.919439108718274,0.8011991048097045,-0.34605636663843775,0.11820151176529858,-0.6349639648862953,-1.8392534005051537,1.5238609179991949,-1.3195327491690758,0.38009883982940096,-1.4254001430036958,-1.0252474466279136,-0.8860109600949828
10.6,1.5953856553975392,-6.852675829215367,-0.8055915609488498,-2.385098769224867,1.474465544040882,-0.41593120877615686,-0.4146307195055199,-0.4202479646025381,-0.5371678523679009,1.4881928670807945,-1.4722350671253253,-0.6859014584307523,-0.7518318988843067,-0.5606830155683609,-0.7375166520151986
10.7,2.1678711495067313,-6.531063729110877,-0.897620907831878,-2.111781019160273,2.3596676365931657,-0.005767294938117118,-0.7016148670313713,-0.7170745970474801,-1.1165696231448168,1.142624162700443,-0.7768492490058936,-0.5913064802355237,-1.4243599540385432,-0.6886214861739788,-1.0203851782916527
10.8,1.5952985377279676,2.5226827826792917,-0.7999463083421849,-1.3032511187569895,4.848618828454335,0.05441636333456312,-0.23098162517065202,-0.7031639864133421,-0.9051617762078497,1.6929138605153025,-0.7111358529599388,-0.7073495774520504,-0.9131010768021133,-0.9877984185562907,-0.7561742586825462
10.9,1.4307287335371441,3.8486704271207355,-0.775024774604705,-1.571977938633851,5.525268256610531,0.0936288299638468,-0.5158289533073805,-0.22232619477864368,-0.877975386095974,1.8000152368852227,-0.6855071483427144,-0.875489467343372,-1.0335266833835917,-0.8661587834800502,-0.6236497414945328
11.0,1.981948641347718,2.6742013554690534,-0.5979495180717285,-0.2831295792609039,5.618129816370512,-0.07082828514119743,-0.5883025256842451,-0.030678982259652265,-0.360589197726326,1.6889079640229658,-0.5443791917534071,-0.6540758658794479,-0.8066442241243221,-0.865691279483463,-0.6110876784956547
11.1,1.8730980916821434,2.6479087442768208,-0.4269797074043975,-0.895646747527497,1.8095267392065661,-0.3288594321056566,-0.5914489849597695,-0.12092736567486284,-0.55553836128699,1.2761799176661377,-0.32500851757315985,-0.3445038353339296,-0.6935168672397696,-0.8525170889503144,-0.38154687923556985
11.2,2.1875075589014488,2.56170770177677,-0.6018464118893956,-0.8532093625416985,3.599001906112983,-0.1862698087032113,-0.525431195851942,-0.25627425850331864,-0.2543308668611548,1.1365406339896866,-0.571815968816022,-0.08153003176924578,-0.674598421936186,-0.5839135970570997,-0.0843400653033326
11.3,-1.7718615421659978,3.5535189656622617,-0.2908999257253715,-0.08137263664102434,4.440732636192598,-0.4865645616678469,-0.4475655353535348,-0.048756995565391925,0.23047802441959764,1.378757069726606,-0.39855507342659635,0.6294723196047585,-0.308034027081697,-0.5571505613409915,-0.18475575776797104
11.4,-1.6236858762669328,2.973653316472145,-0.7623712718633966,-0.36501315029796366,5.096908364200667,-0.9554566529579711,-0.5190244764058054,0.30154380826041116,0.5604354297975744,1.8393659943078058,0.2730579757112066,0.49716785641502526,-0.06120244810780484,-0.6593171990008555,0.038582191462712245
11.5,-2.3660580097188886,2.706465820287189,-0.40282403319885063,0.13114182214158276,5.636347063460127,-0.6828870171195911,-0.49339430793063777,-0.1452893655304548,0.5493524655555158,1.3946588960455664,-0.6458019243285378,0.47450619984857667,-0.014808219446345916,-0.5824566014838064,0.11075422834863158
11.6,-1.365571856342183,3.883572374653353,0.6800477728057484,0.18924550130094708,5.905417695475814,-1.0704666078284752,-0.5556886835097794,0.13686845802787406,1.1967244683037626,-2.961635315379043,-0.6690705822830694,0.4695182481561915,0.1370809112267768,-0.5146908256968628,0.08109334896779963
11.7,-1.4833259143478976,3.508772626279418,0.5552147527414331,0.3162060480632407,0.8144622834906468,-0.8721435265203894,-0.35939360064174775,-0.23568643496041108,1.1332266853643649,-2.7550042792729394,0.17534034077116,0.7612496193909308,-0.029328722239726268,-0.5160517695020514,0.10211053949114657
11.8,-1.691607178727197,3.456383160841648,0.059582404279968415,0.5967242984145207,1.213924489035131,-0.8593652949756283,0.14105088046334835,-0.1460486393441105,0.8093758424286115,-2.2298616722300686,-0.09200185956299034,1.154078954991368,0.3317038415954183,-0.6028653554162116,0.08515137159225095
11.9,-1.5427393921347372,3.2897663280153164,-0.22093301087072437,0.9538209693625932,1.6520653155727896,-0.9464337707682278,0.2406974450755417,-0.34845178051056713,0.611884315760582,-1.6365297324741155,-0.18142269363831875,0.5023338336430943,0.5778852876977769,-0.393528678753607,0.1420644833970588
12.0,-1.4725248936280186,3.1454167481293975,0.1096332384313552,1.2670169865089163,2.208890023017405,-1.0413156574860407,0.6952792356410313,-1.2462939350586852,0.8269320169405887,-2.05447174633063,0.3155881556208753,0.2459711167807921,0.865745331140066,-0.29784389073807205,0.22647957722221523
12.1,-1.6355114630954732,3.6694539227200718,0.17905273636567376,1.6733838696211984,2.2733480741526364,-1.1294654468008103,0.5318806148655,0.11204272791088776,0.9567940974682667,-1.4796623624701315,-0.023931204928563155,-0.24764926317075986,0.8549535250069384,-0.13507969805173747,-0.02971175545007032
12.2,-1.470648786411445,3.214878591409354,-0.08869693970365855,0.9892616671835981,0.05603135610341958,-0.8308359558238028,0.042148210347559,-0.7079461209641771,1.0532339899703347,-1.432888603521027,-0.48222892690179897,0.19233407497360933,1.377234200155165,-0.051767168937620234,-0.10529214393671538
12.3,-1.6723255868062745,3.2538208648964773,-0.26244301887662136,0.6230298267390433,1.0928215874473572,-0.20640646190008294,0.17744346726339355,-0.849767299041452,0.7260672770326293,-0.7181064729758786,-0.9996289771974345,-0.12983432264763373,1.0628522206960938,-0.0589484762308663,-0.31011266655772385
12.4,-1.1313593968228313,3.1918518963970826,-0.5784025991056216,1.4628385832765574,0.7838127438477329,-0.7150465702104016,0.3143036448359231,0.034491918080249206,0.8338017511412801,-0.09924836418927985,-0.2046072521596587,0.05229169451518789,1.186347551966799,-0.15345828986640786,-0.6117467313017189
12.5,-1.222665201606243,2.4552440876874133,-0.4252400854656422,1.400421646865988,0.7589247005085618,-0.4574437795181172,0.5722616508974729,-0.8460551147541508,-0.21373384803360018,0.39092193108079254,-0.3093575769464385,-0.025637122360056885,1.0381270875814446,-0.007573873226431438,-0.18443518833291161
12.6,-1.0501115697569787,2.9386900162379757,-0.2638241622307964,1.8540903279583816,-2.878345289151417,-0.21618634857739583,0.12569460820833367,-0.2805287968602661,0.11537510520789773,0.2822544277419192,-0.34893980952882675,-0.2943297959599631,1.3819164086825468,0.04558380660571526,-0.6456117211867136
12.7,-1.0875906842382639,2.998868349357336,0.5564527785801818,1.5362685066500514,-2.176040688628466,0.6780487117619565,0.14624992173716045,-0.43713340099471587,0.7305616520250808,0.8606942191500702,0.15921858682362888,0.8047924574385465,1.0599023200639124,0.30909976764030045,-0.5058275674283363
12.8,-0.8803621823337062,3.5945935666490794,-0.1086017395172254,1.5124063806477857,2.002897617793937,0.30456254895717283,0.24218151280303601,-0.36445335572022497,-0.2902682442035047,1.2995780879099161,-1.2487320118927272,0.4506495152438461,1.0393448336459095,0.49410446122781515,-0.2614569246298748
12.9,-0.3901533798392496,3.659809478071791,0.1673989922355501,0.8776434743773462,-1.045492686564022,0.2927287104512688,0.2810569483831662,0.09292829851978546,0.007730819467439254,1.0471225655370224,-0.8057830038122438,0.775806854066686,1.0099812274040154,0.29460067183228666,-0.37639303721255324
13.0,-1.0120103343266758,3.4973518581882264,0.27886086051524295,1.1922843197528703,-1.0077045942955065,0.20766606932008624,-0.017992039433933016,0.26261701919783853,1.3464381803964622,1.2382600010351448,-1.2444901069427328,0.8156622915494474,0.6551333316643486,0.20096088765729014,-0.15061473799829184
13.1,-0.8593663637332369,4.112037321332938,0.3228122976932033,0.8683802535327665,-0.4768276635641113,-0.4377301361395558,0.32448285692071277,0.17449325067045685,0.03169991315012588,1.9653079895659369,-0.6152586334414014,0.4519526921269481,1.0400277820691555,0.3510267325360168,-0.1323117255547528
13.2,-0.7864316405546088,3.8602224424283857,0.050023661778775264,1.6164220792570072,-0.08080558954368744,-0.023213078724166003,0.1193624225610801,0.5089470302911883,0.11052114277532876,1.690122426761092,-1.0092499045694643,1.1452219423639631,1.1838378435702026,0.4343558112152257,0.02946431848117559
13.3,-0.318483981298777,-6.321419551816463,0.2092630522186809,0.7568403523006593,0.5198831227934244,-0.058193456117475506,0.03615963551653323,0.30364446742387496,0.36345203574450835,1.70733308009829,-1.0907618310115792,0.16868986616356896,0.6449463827688131,0.3692580332864921,0.4428654551403701
13.4,-0.6926052389436084,-6.385436757673707,0.08951267542509012,1.101796406098,0.3607584601268794,-0.004385390596305605,0.18771227114383038,0.18960160726313013,0.13254014585987495,1.2949957476052107,-0.4428819069540495,0.34134548405776943,0.7530112886234832,0.29539316632694845,0.1995665864690448
13.5,-0.8241217852843894,-5.702310456571013,0.15365595609588922,0.7921162520166538,-0.016583673167338553,0.07413431621908018,0.20546224154904547,0.42670826454716604,0.8562024918845683,1.5742307118123176,-0.057191360607347974,0.764620479391148,1.2852520731039663,0.4788525436110467,0.325540001139907
13.6,-0.11760794681061348,-5.804225081680974,0.2714320585206975,-0.14393701163337003,0.5691655967214242,0.20061716989833744,0.3038172752892807,0.6673898929323254,0.8451369418318118,1.936705990580867,-0.24440722960744843,1.2409811944404634,1.1770043360537343,0.7456177101217634,0.5104725486962938
13.7,-0.09028911689397567,-6.197896385112347,0.3127950655216232,0.7158912817729943,0.7795295776840261,0.03777149704168803,0.10915711480713508,0.4999630541121354,0.2905017521735713,1.961730081888625,0.5347924464805489,0.3933677496215484,0.4814891147352567,0.9137334516643341,0.35636609553015575
13.8,0.11498083611354648,-5.706878029593689,0.661556820008907,1.033074767522315,1.2877584071979609,-0.051793208474762764,-0.07364466893837651,0.8733311398851349,0.44952615358029746,2.2556477966859276,0.5623035257088773,0.34681596483105537,0.341267888114392,0.9579129816270058,0.8324758405722692
13.9,-0.12086943895827673,-5.45774330464149,0.4795441401112681,0.4594088370588212,1.3935175206244352,-0.39116869583372793,0.17246967253240797,0.4394923739422607,0.8777458423453162,2.3830355798343605,0.768145834038692,0.40375744333574115,0.20327696724031874,0.7922770532765657,0.8283880777709145
14.0,0.40440309533059704,-4.967128587171463,0.6761496166847136,0.1486989553066591,1.210874667055176,-0.5724816007687412,-0.03592944307762469,0.47035847624270843,0.901758991450845,2.7949812927492017,0.9302966577607803,-0.5222589197343988,-0.25852288291383463,1.0652765689912727,0.5053388024688399
14.1,0.1460793762623407,-5.0982782670790865,1.0594690060220087,-0.3115660884964324,-2.1234684276315092,-0.8977404774001272,0.2868115226762713,0.909719427355923,0.7450242118751591,-0.3897670719263253,0.5334764035310879,-0.9850015587235781,-0.7858160182798954,1.0441103727769692,0.70630161666082
14.2,0.19815234982364238,-4.301939491475727,0.856196333163969,0.24703698663093387,-4.897328751952596,-0.8762687716077213,0.7440476081598009,0.9759250260445107,1.037653297016952,0.23512472991385547,0.9600705409452157,-0.47615886204546953,-0.7385801668750824,1.1839234645103103,0.9435004886151228
14.3,0.06251947279721293,0.5776438140497309,1.5847140135087745,0.030908064500882126,-5.26965349604461,-0.5291993572045683,0.2833381305792022,1.3002570288402557,0.5637641051078912,0.4968547836455306,1.6988161327389992,-0.41632525646271556,-0.7471015328811852,1.1634981538685878,0.8116166124380495
14.4,0.7273280517750624,0.8934331631642545,1.2905075140730409,0.9066479722520668,-5.249271344695763,-0.9140562510297485,0.5449892763384421,1.0275356689121677,0.4426244900960663,0.6889969671983387,1.2861748621707312,-0.49723290583573565,-0.9462415220474707,1.2005037500498883,1.1322957899231385
14.5,0.4480407636498942,1.1145694857716464,1.0134853752677042,0.7383167719607755,-5.119531320124375,-0.9847339457871653,0.566862909317515,0.7649354404899444,0.6230763398479446,0.9633981462109373,1.723548083141555,-0.37956909280659445,-1.4519646784874287,1.1107661571549112,1.3563969975146204
14.6,0.858408579828783,1.4114913471597967,1.1650279832986703,0.530476741747786,-4.965804625642508,3.664559294658197,-0.1187195850755085,0.5906720903869482,0.7173243158123794,0.8080550755642104,1.7808143802682226,-1.471199544907952,-1.1154438563399536,1.0165280529167742,1.2114426385513282
14.7,0.7783434397207554,2.1311737539723854,0.909931957306851,0.5289194081858462,-5.371956235027911,3.595267165578802,0.11973000700334246,0.5768258497897314,0.12166400290934032,1.1854087378755693,2.1562571158908206,0.46814664122521954,-1.140299051673805,1.33247885741004,0.9915823995123318
14.8,0.6400667496973753,1.87170352790248,1.0742980153109238,0.9166916800314722,-5.759642231298131,3.7306376500156837,-0.29032595549631335,0.40579923897571035,1.6074594992571107,1.5432586040465948,2.144133423527065,-0.010907984238474278,1.7051704245549661,1.458204330165528,1.5509067943910884
14.9,0.7983765591738212,2.4617102686824346,0.9308719775730268,1.3011166009143835,-3.9712640364928227,-0.5616034943591082,-0.03484619259393806,0.23658424238648834,0.7732619343153679,1.6602068165905184,2.3910019720243234,0.11488238947579266,1.250378025232524,1.192001973363645,1.7898925231848697
15.0,0.8642329468487819,-2.9878276291303036,1.4849404706271168,1.5808715083127245,-4.960280603872834,-0.6297062132672901,-0.10977106374188406,-0.34003870976356154,0.6880510009792751,1.4342820535966192,1.5396018853916962,-0.12777938391692345,1.2931065267774704,1.1542675977084365,1.654893917113922
15.1,0.6879799201242314,-2.452009188060432,1.6992934324728441,1.4424691067289368,-4.122487611818219,4.013666349207734,-0.19308095415306337,-0.13394866921369708,0.4828388982386196,1.1003753102999871,1.0874081255781247,-0.5095673157078711,1.4400293822324919,1.4890282227564429,1.7830812725022787
15.2,0.9394816563353086,-2.4574819320428665,1.603024502374006,1.3231766304713517,-4.732678223854617,4.137259039880342,-0.06579586620087241,-0.2905787733730696,0.7533665290583631,1.7103870725748758,2.9518411455659566,-1.6787783828291358,1.566445054200238,1.4616422807194844,1.9003823908052295
15.3,0.6108254385055334,-2.1478994246959227,1.7486197789742999,1.1934932270340841,-4.789737404746971,3.622753482645699,-0.4798923153383683,-0.29287897252127504,0.8183003221881116,1.5451934593667849,1.3719914799878552,-1.6513486194396254,1.4022809663454128,1.4338689116049537,1.6159295457027678
15.4,0.6502114949636417,-2.0973661888057293,1.848202763162802,1.335637077498233,-4.408701558197539,-0.8629072232461037,0.03772103245304592,-1.378218516614429,0.26792911640331063,1.826033835313261,2.0184758051344422,-0.32302795137132545,1.0887146791571825,1.4645680347676526,1.6599235570776436
15.5,1.449433266256233,-2.6185736382634976,1.8006246579974334,2.2034678162456647,-3.950559553374669,-0.6930332481882218,0.013790345255495495,-0.3634484032586611,0.6861170888731287,2.006730517332617,1.597923045445027,-0.31831876654913405,1.0934001204243122,1.3600184350572064,2.1447838580476812
15.6,1.5213956126558976,-1.7864861567556383,1.6655956356982502,1.2378066812303343,-3.900606657235329,-0.4517159673471607,-0.12074650245707463,-0.09931278860108605,0.1012684753310582,1.7667356184728655,1.5108755953787565,0.35039856966342864,0.596533277802398,1.5119378258228133,1.8955153662533801
15.7,1.2026227405636964,-2.150790894697367,2.15059926019718,1.6163193504143898,-3.890597869866105,-0.6090687693292449,0.4770435330383629,-0.8140335306027868,0.7875321515954017,2.610595330123644,1.470347477186695,-0.6562375183661935,0.3251568412586834,1.425008156295248,2.0156641279346985
15.8,1.5301635234807884,-2.413726810473938,1.6580664898407989,0.9430396936738985,-1.8728725020838386,4.341500741217489,0.517940924651783,-0.9918967064688964,1.133840374569644,2.3565428773142685,1.560729454681323,0.053105298674183565,0.857584961236074,1.6958780363868158,1.6338073944217966
15.9,1.315638675701325,-2.0255208090768364,2.399950906236846,1.4032722941869133,-2.3797267463362317,3.8681943541158548,0.5341269079009905,-0.9069714525522317,1.5945005416224785,2.1903306723969465,1.0586545581970528,-0.29586169301681764,1.3028945224608401,1.604551238057117,1.8007243859708195
16.0,1.8675514141524872,-1.7050484768657328,2.2265892107961704,1.6910214045803507,-2.2136674732048265,3.9416771229039114,0.40737575682184257,-1.2694316282691194,2.67577456525873,2.1964870901131732,0.9175457832831277,-0.2805416802823979,1.4712434802570469,1.677533084579773,1.8233793794593387
16.1,1.6122297382812159,-2.124247248162925,2.294494580236278,1.5698379776970208,-1.8558100480961839,3.8601498469635995,0.6401488795184251,-0.314157014977968,1.7710812088166499,2.278425797148122,0.7042600546528899,-0.9029162079138322,1.380592865047248,1.7632313720368966,1.7223753563368254
16.2,2.2923877386090723,-1.5202211324554304,2.2425608772120027,1.4964993167791807,-2.0810732111153847,3.937847824565159,0.32109310484932596,-1.379665263482277,2.439575566054706,2.418691579880167,1.0078932675500214,-0.6599227598258093,1.4544498375062425,1.7142801552928235,1.9055770499436564
16.3,2.2004337247767216,-1.8129044519979565,2.7817885461655107,1.3667356188279296,-1.7119144067069794,4.286536214396151,0.32596391739188846,-1.067243033943544,2.9363377338940673,2.235624903831688,1.3087802960014656,-1.4028400068174038,1.4469432805655371,1.6382136853092089,2.15378106292862
16.4,2.0459799428491188,-1.8036683131657272,2.4192752982137993,2.0027990604352714,-2.3966185709048897,4.353107199952164,1.1279927843683915,-0.7911991517884074,2.176279708117895,2.0207511433142127,0.52730136846791,-1.4533915880030026,2.3698294350299163,1.6430411566553813,2.3118489406827747
