,grouped_wild type 2M Sbfr_Series001_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series002_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series005_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series007_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series008_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series009_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series011_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series013_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series015_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series017_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series019_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series021_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series023_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series024_Crop001_GCamP_Results_260123,grouped_wild type 2M Sbfr_Series025_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series002_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series004_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series005_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series007_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series008_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series009_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series011_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series013_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series014_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series015_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series016_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series017_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series018_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series019_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series020_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series002_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series004_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series006_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series011_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series013_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop002_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series017_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series019_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series020_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series021_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series022_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series023_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series024_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series025_Crop001_GCamP_Results_260123,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series026_Crop001_GCamP_Results_260123
wt,135.6241765238303,118.64420375816155,10.96866490232603,47.186231319423854,37.380970418669975,10.149902325947178,58.84352695944551,119.7220879377433,49.98089141242554,60.79717719809995,62.27399118944161,73.26277595398305,69.91874718335423,11.863168586210776,57.447335826501565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr206,,,,,,,,,,,,,,,,116.46474264999736,99.21341500238395,42.49049385002416,41.54002568042716,36.718623569737616,64.34117042186244,71.9276775939284,51.95510347225232,56.72743718209688,61.743023796620236,114.0573394003519,84.50303886878174,56.669954383855575,83.98758044433772,50.09118530235583,,,,,,,,,,,,,,,,
dr206 dr180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.70910866249145,99.32569229743714,111.97268234087412,106.5569299022599,113.08973175032315,62.489660893448246,58.81337724076775,120.21888701246291,82.65914508799277,76.15984428081379,79.76214667563872,47.757336733980274,47.19936603036622,58.36943314664289,80.93260414605386,78.69793657103332
