Time (s) Adjusted,grouped_osm8dr206 2M S bfr_Series002_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series004_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series005_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series007_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series008_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series009_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series011_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series013_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series014_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series015_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series016_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series017_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series018_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series019_Crop001_GCamP_Results_260123,grouped_osm8dr206 2M S bfr_Series020_Crop001_GCamP_Results_260123
7.5,-2.3411937417403292,-3.5064328676279217,-7.764236841180157,-10.18592745356993,1.2865376952211456,-18.085203509202415,-1.0260336655496332,0.9649381576109111,-3.772205028719691,1.7089576526392989,-1.526198316274166,0.6025568072827374,-9.968649480497612,0.9765196218218009,-7.079595895954661
7.6,-1.9480781109359881,-3.495494343699665,-7.961822163784269,-8.88166452953842,1.362340464198354,-17.749846823675185,0.13350809862497748,0.2007686215408402,-3.9005661239528693,2.133537231585601,-1.5855553345596878,0.5718126146652116,-9.443009597350636,0.7177184049826746,-7.4081644838396485
7.7,-2.593491198149967,-3.148286826550649,-7.483587364459353,-7.977005492622357,0.9921206105822478,-17.291661553057573,0.5391649734659687,-0.7867474354709145,-3.6619757560121946,2.0642780615472276,-1.440954690190015,1.0462322738383767,-9.883607861204045,0.9473385802659955,-6.473839010785067
7.8,-1.7807537525806483,-3.0011617854883994,-7.739620401525288,-7.32677925309074,0.9795438044411071,-16.553752154015807,0.04596986578527407,-0.3045943590900908,-3.6754538034017914,1.9482658064680862,-1.4073259777248843,0.5336357839714765,-9.781972373398327,0.40928929201470154,-7.136788822360609
7.9,-2.172028571934055,-8.907261190076067,-7.791343206477997,-7.296578737903118,1.4402593056339903,-16.163396165390818,1.500926550556768,-0.1364689208502119,-2.975847991731783,2.0574380853416443,-1.0304855803142008,0.3672288555887624,-10.049939259701674,0.4641598977624426,-6.879404082391737
8.0,-1.9239652810294414,-8.385367391866335,-7.925712150753222,-6.642465066153786,1.7415202853241745,-15.001653147278246,1.3961057634862222,0.12123220277281543,-3.592723305467274,1.5802683442507899,-1.0904492127776733,0.8077642586843448,-9.645360311871507,0.6219085798584842,-6.5940768614873555
8.1,-1.5591972074390519,-8.492860798989696,-7.592693936714822,-6.339211512131946,1.9182349834767507,-14.191197489897023,1.8370665653541618,-0.43277527481780176,-3.016998693839599,1.9934769243969015,-1.2381495654751218,0.3404977370451334,-8.91136425615116,0.6304355288992607,-6.5428091126488646
8.2,-1.445501709908207,-8.493347441609707,-7.0130306934898226,-6.112029014916036,1.6319293430614685,-12.895406729832631,1.2293895131698456,0.30560399293492146,-2.95408809098616,2.24695194258209,-0.7835689928694576,0.5357570251954762,-8.86181376484269,0.12398273516617841,-6.60994602723299
8.3,-0.8343378100025305,-2.959336307980184,-6.255237285044643,-5.36463409817808,2.1351600684547307,-11.930109840381643,1.515356219426213,0.08656586077120743,-3.0917068309240943,1.8504131229855467,-1.0328588564796286,0.21965500304056373,-8.62168659412044,-0.3212098804996657,-6.9609883303558355
8.4,-1.1357405698339678,-8.785888171385825,-6.055067631083178,-5.153287987673728,2.04130759469847,-10.800284235595296,2.109290990872772,0.622037980201533,-2.26045520414155,2.112226147656873,-1.3283121579940627,-0.11904489270824303,-8.589036109534096,-0.04978677558786515,-7.0140881336134075
8.5,-1.2666860110649205,-3.0713604822991734,-5.269784482112536,-4.304838830577815,2.582653531177762,-10.017037210378135,2.3376771942915635,0.781782321902253,-2.668110428696779,2.3070757643342574,-1.2054418157742344,-0.027008549332972365,-8.558859688197733,-0.5631580332920354,-6.794455864953667
8.6,-0.8065498271845719,-2.795621849538687,-4.7335982890125194,-3.717053472764473,2.8933341734773528,-9.066119381111589,2.371125258701367,0.4114279503025946,-2.437619093658187,2.512285261505614,-0.8167406063009022,0.11801639697788069,-8.590916731484397,-0.9874919487016065,-6.510506991495699
8.7,-0.6027040836504707,-2.706056057465048,-3.7902609221984367,-2.865288320706494,3.1012745213472,-8.537242483632268,2.4938943571365755,0.5376692077248642,-2.2609901648083968,2.490037609453694,-1.3530823908032321,-0.23690767709275917,-8.491598974618167,-0.4053260600254518,-6.840395362724204
8.8,-0.8170127416428974,-7.720555673386567,-3.7446866651718285,-2.6496354608521298,3.3520585282379507,-8.23669370238784,2.1688068304711123,0.9598098094788448,-2.2681044660758953,2.0525523004233985,-1.3769690956439495,-0.08739008987598051,-7.993156423299046,-0.5804873629905636,-6.847708611589397
8.9,-0.4030296553446071,-8.146567571281222,-3.1566359816389866,-2.085448291745859,3.4593508151553394,-7.657021358137595,2.1299526480626874,0.3776248270240652,-2.0732356292068044,2.0214489187259304,-1.5633600322833203,0.0777721316741653,-8.401933076604283,-0.6926194361833602,-6.727112262581116
9.0,-0.5946564834060286,-2.204954796328783,-2.3315038020148817,-2.1576539066551845,3.9953676072980215,-6.655943666341596,1.4998226511257684,0.43211689798472896,-1.7869004280125242,2.4040788783433964,-1.2687603943782744,-0.14410101716870738,-8.403413751970504,-0.8975592057900563,-6.811801488655384
9.1,-0.4206021051701505,-2.4432207336584906,-1.9324569138033736,-3.1454493523095763,3.7133235290437057,-8.022068712676667,2.451036671933192,0.3546067914736142,-1.45776481362652,2.474326278023021,-1.5528695546515117,0.4916018704292968,-8.893606173948937,-0.8381380933268012,-6.331740843239803
9.2,-0.5834215292166567,-2.175301797889425,-1.6481557145107315,-1.9364256952596612,3.4522955914739306,-6.008324754519881,2.287947147827616,0.7516048698630646,-1.5873065188726354,2.137674093116079,-1.730132705512272,0.26642002524486497,-8.937223442897661,-0.8863010682982733,-5.491405289644032
9.3,-0.19110366276315105,-2.238055374302512,-1.2535591031822344,-1.5652521613691164,3.147728355156275,-5.3535821380460815,1.8428037183782457,1.0299858825033041,-1.4717289092007357,1.7034801764291814,-1.6147654974930559,0.6260109416798372,-9.153812006035592,-0.6334624632548334,-5.86767863329791
9.4,0.08542852063139073,-2.4132148981543047,-0.6630402927478949,-1.6411915547764355,2.774948160913425,-5.119522653279529,2.4786120143672274,0.9999063379867721,-1.2953840389485345,1.414850693793337,-1.184633452458181,0.3511742425904263,-9.033692117380586,0.3351131027746881,-5.467521653812666
9.5,-0.6104783051552722,-1.61783203107872,-0.630959690420676,-0.8803736613022117,2.7871008692842736,-5.337340887313316,2.2791289431399164,1.1515507329440924,-1.1615861998722075,1.0097146105007226,-1.3453107863561788,0.5210893175200599,-8.858273063068992,0.4878868423267626,-4.828390707624859
9.6,-0.5845421121301015,-0.9339449734690426,-0.3356427144264531,0.1488300639952076,2.7358560506970306,-6.609064519296097,2.4127642416256307,0.8149801575587681,-0.5624226546384179,0.8100541547547149,-1.0390000741649859,0.3202267065985511,-9.409627697281945,0.34123805541947405,-4.186560555294079
9.7,0.11342167665884162,-1.4721363737953368,-0.35541862947602976,-0.9176797442172813,2.808993717686416,-4.212830519789856,2.870834902234563,0.9038390241251415,-0.6320678589406272,1.0609973334340719,-1.3667867713588429,0.010917921928483842,-9.277773886965424,0.29689595197687524,-3.665084389702752
9.8,-0.7720371068515659,-1.3108052233262217,-0.15739125035432444,-0.3536552896400753,2.610700320896324,-4.445515229417267,2.6322038152101648,1.1121589531326777,-0.8675288036241984,1.1219035967469804,-1.329781416252251,0.2558483549904498,-9.490094215700603,0.45700176090800326,-2.6761736507406724
9.9,-0.15051242949418153,-0.999026223771537,-0.4970628987319241,0.1626931442229953,2.602918855308964,-4.745062992318716,2.2187683261053692,1.2230448610503553,-0.24005096838877638,1.0089234108666219,-1.2933826096653682,-0.17319295791395728,-9.318238311558215,0.6943469409116894,-2.8422379565620943
10.0,-0.976074181085667,-1.672133203514223,-0.8543503406698338,0.3473329712350939,2.6092250925773275,-3.961573785274383,1.6316591986156794,1.6256296803512944,-0.5151673657307532,0.7005767366708806,-1.665228665275822,-0.4085192848642043,-9.089854950855806,0.7671348537612666,-2.125802274987624
10.1,-0.15341262736539996,-1.2480313689681939,-1.4050999972814822,0.29802130965563123,2.5138404092906654,-1.745353153288642,1.9119047312521111,1.3993352697285317,-0.467885357704076,0.28887351588377363,-1.0777293199734599,-0.4889189754981329,-9.242085025978543,1.2563540124001449,-1.9876663030469324
10.2,-0.11482690722628153,-1.0840117577620916,-1.440686812220891,-0.9425396386813389,2.0436655318300403,-3.272613635402818,2.556159527492394,1.1939424803205743,-0.4805268606124544,0.4425255391872547,-1.0650599975874693,-0.8865534818185461,-9.176890247500658,0.7998928094458577,-0.9879512499315233
10.3,0.11886631783260082,-0.810352089572401,-1.843911373466275,-0.39587952490867373,2.4347481630770886,-2.416726135430114,1.4532991885250386,1.6272566186272632,-0.06515323353265501,0.6343256261449106,-1.3888557311034573,-0.6281702907192983,-9.0185457787172,0.6243733502463584,-0.4948961212431833
10.4,0.4540760817998448,-0.8998013539445484,-2.091054793086834,-0.7289660905842403,-2.1072262298542483,-2.119207920493264,0.3446425546473044,1.9812649201937544,-0.07171639573935185,0.5951505605106426,-1.428227935265813,-0.7466446220457503,-9.077626281259311,0.6739907531573035,-0.3806533208392473
10.5,-0.3473716066429233,-0.32060773942069254,-2.4653118422019107,-1.1399293811956408,-2.5199801547466407,-1.247114061115509,0.19185151616835583,1.2335337689348487,-0.5873348938214171,0.9368256136275033,-1.4799628214492646,-0.8522455152675699,-9.40516245095996,0.7521289477433832,-0.16634406517669298
10.6,-1.0356427220792517,-0.5716078508624935,-2.281928513271472,-1.0851698962718963,-1.5644338814627616,0.8211580734248809,-0.19201328137497597,1.560209000167177,-0.9284420155032129,0.7816453309235314,-1.572499749615047,-0.5231969043586684,-9.757935266368898,0.5685870375284985,0.2557932715018243
10.7,0.16684455715017776,-0.2091071570989289,-2.750679148266288,-1.140324466229691,-1.3533658627100937,0.9180000901293912,-0.05523220917372029,0.14030797770878234,-0.5110463468740631,0.62671572354758,-1.5200094423679555,-0.16576455401405887,-10.076925785168374,0.9053972142541404,0.46332043910785004
10.8,1.0819628124662515,-0.07863663602911863,-2.739842613018169,-0.7922952525034077,-1.3687944946351642,0.8828307598775993,-0.9442426148489851,0.47031932852778446,-0.6023911514416698,0.41086396918486834,-1.2306517866332358,-0.07054617786934791,-9.743110237119613,0.5631426022055592,0.46210802121712646
10.9,1.1660959060559009,0.5511432531328619,-2.4298581754974378,-1.5746208651116547,-0.7375251213864846,0.7944808236487972,-1.9643665393899283,0.49804013616340637,-0.27066023296563646,0.37067781817534495,-1.2483239251118796,-0.5424489391483829,-10.158473797479742,0.3928661314660431,0.6750767575529331
11.0,0.6620931413515212,0.5253398821550856,-2.092719769935446,-1.175739983107988,-0.6334145865628358,0.7944922389276865,-1.6293334306296998,-0.20949575806764198,-0.3044466608589227,0.6183451857833422,-1.2043175684251484,-0.9748327907053929,2.1752210826543994,0.237850485482495,0.9848386568945084
11.1,1.0013938902992265,0.8543137839383181,-2.2455298978315046,-0.777943402117284,-0.06334977989703816,-0.5549582713397143,-2.048632059579404,-0.5982610510047106,0.446324582098546,0.2728528854629788,-1.371749413299292,-1.0956334433945099,-9.427729750292668,0.836087922807323,1.1945482050007286
11.2,1.1193899608954343,0.4597892218427386,-1.769598683487172,-1.845398773959662,-0.12928678274844785,-0.32815092204033647,-0.3688259139350123,-0.02540862052916726,0.2446942646810788,-0.2551146447596473,-1.3916455484261192,-0.9471326336000012,3.2906901146711824,0.6383591427476745,1.2194675651160978
11.3,0.8762314231195498,0.7160155917265794,-2.436900192662877,-0.8408302206841505,-0.656159741766615,-0.8848291528195222,-0.6794364676420734,-0.2586776125032024,0.08938688637708747,-0.16566048059034255,-1.3749853717926843,-1.0339064116219099,3.537392538447886,0.6365306414941756,0.8372515057709329
11.4,0.5231228133164745,0.5923573366197363,-2.0567808036444015,-0.4260481298164862,-0.7596482134221283,-0.5994015984135181,-1.9401269979925138,0.37308125872672715,-0.25377661415884933,-0.24931637865758027,-1.395143630101269,-1.1073616806151625,3.6610654534638076,0.4704856419710577,0.6372335765671444
11.5,0.4240327722174131,1.2035505407192968,-2.3120025196776997,-0.03904419929711267,-0.6148827298266966,-1.1418057238036292,-1.2414434578463052,0.22966926612081462,-0.6385819153912347,0.03196190944211619,-0.9472879886462628,-1.3651267195384365,3.6784432344554343,0.6441179466910878,1.3798193338894436
11.6,0.9733413120943757,1.3165748832578803,-2.1069068709586145,0.6492878531341848,-1.3110333411513047,-0.8097170498674506,-0.6027723399771112,0.6183254583444029,-0.6998474339452194,-0.5086463027895078,-0.6988822877445564,-0.9923522712176385,3.5192606726896507,0.6113189961387917,0.8270248876160942
11.7,0.968526244270147,1.7125923190307422,-2.5914436398702434,-0.05006779348088486,-1.355519566967505,-0.5638226730518898,-0.5571967462343359,0.5483304930598463,-0.20752668009711517,-0.9936458322188493,-0.8246136858922775,-0.9631557978703071,4.067120625721081,0.02284559484416171,0.570948666044556
11.8,0.8955384311007197,2.0370201112979327,-3.045711365459437,1.1902254528440714,-1.2510645766243336,-0.18011168687914925,-1.8882265920065038,0.36834040334893636,-0.9535027304752446,-1.3285196542116893,-0.7447924809778357,-0.8935670681107175,3.858179097715823,-0.17164070150979693,0.4628579994708275
11.9,-0.8861943507691858,1.2993951769464154,-3.55117220578101,1.072448678775869,-1.537211571953904,-0.22591823694067603,-0.7894576486599902,-0.29480001982481774,-0.28783287706131544,-0.9175929635690521,-0.5854938450098022,-0.2449663058326088,4.122835122616291,0.16368831032829867,-0.01750416814909528
12.0,0.7630605260208085,1.4211383869447864,-3.9259175177764782,1.2342945503363563,-1.6508864478790013,-0.11444637609559472,-1.333484281449386,-0.38599829173058087,-0.248406284399723,-1.2421150254066928,-0.1495067662335554,-0.5878659919465021,4.465544184348698,-0.8049847426535184,0.21870966786457302
12.1,0.614504620155552,1.8372589701507316,-3.422665084107048,1.4547291426915656,-2.05599429929421,-0.09097921250204255,-1.4979668993804616,-0.5785295512091579,-0.39071567194080314,-0.32647217991558364,-0.4048926798417467,0.17872049315021776,4.214814455203985,-0.34467928195676567,-0.03970499428455021
12.2,0.024801100380196672,2.1407249296141035,-3.6533446296521968,1.4108746860077765,-1.7987216328832556,0.38835182831486215,-1.617934838604282,0.12636465024160515,-0.0809819765925357,-0.13567555251209917,0.14178920977585552,0.08920045953886024,4.35698095325221,-1.1644564268681705,0.2775584540387577
12.3,-0.598095398511358,2.028304377395626,-3.2752075599413315,1.3434703413596125,-2.232102221743814,0.9785349609228859,-1.3695664768863836,-0.14404555938245256,-0.338769666365315,-0.07275635975060801,-0.3197858511043288,0.24421747120353832,4.326341671488265,-1.6548742099713616,-0.19270862300621872
12.4,0.10058415725412129,2.469885520929223,-3.0035876783588735,1.353652445495996,-2.6238249307655153,1.5230314996800987,-0.8752155233613665,-0.19338040501474651,-0.4796264779116308,0.681122929447521,0.18372777198992374,-0.010079625690850413,3.6524960390207006,-0.9152580677172955,-0.022604864636424082
12.5,0.2923694580847265,-2.6570377284373103,-2.9792595203244145,1.2736583681147557,-2.967191285275864,1.3003708750555125,-0.19363278728913613,-0.06209668827414383,-0.26539820946663406,0.42560209354657186,-0.09127674498081806,0.20096587916968334,3.1781213059422555,-1.2189814480884031,-0.17881787580985176
12.6,0.3735977825779875,-1.985020582091642,-3.0013553051769573,1.1337006421705276,-2.4378077265526397,1.169457398393635,0.020161967759626975,-0.5742630813419964,-0.13077236408299298,0.8443652092404843,0.6632040769655072,0.30660512856893174,3.168275680163207,-1.2577030046838482,0.28617946047320864
12.7,-0.21523669564434922,-2.2203743230153803,-3.215737804557078,-0.2819016477746503,-2.907724585513587,-0.3453591258130171,0.22245432530745646,-0.5884069040562192,-0.5584333129372663,1.160774611509991,0.7729620414490688,0.5411133721556611,3.0768488301818255,-1.3564142633563376,0.4895646996473779
12.8,-0.3982025011565984,3.035709324217086,-3.3127299090519235,0.18158135133595366,-2.7344722977167173,0.017191791436823145,-0.06910139892078426,-0.3480125834831176,-0.35233609869528015,0.6823497464723047,0.9086883095454539,0.7392769293120232,2.6965122205503453,-1.265690855002461,0.9297994203847075
12.9,0.22817221407525423,-1.5736822038784055,-1.8183720218667108,-0.5021519786019306,-2.7006724016365684,-0.0031048007347669326,0.29720794418820873,-0.5017354959314373,-0.8150082753707926,0.14730521216649173,0.41391888811375566,0.21409106225935215,3.012546804066229,-0.9911481313769999,1.0652949160484972
13.0,0.6105598680559643,-1.8442312681582615,-1.3011151059418227,-0.7013146039833309,-2.3369503361156614,-0.18382209597730625,0.48003265899732384,-0.9563622057474763,-0.4421937546053689,0.4829220053419734,0.45703373705715844,0.007718696962236038,2.7079546824228453,-0.22663802187061233,0.8625043101128149
13.1,0.32871556590797457,-1.6579775488281356,-0.8838009738900818,0.1902652057480827,-2.2336700036910404,-0.029310831397664217,1.0046620961970412,-1.1366142779018622,-0.17243892073968903,0.8814584585103011,0.4863107713026338,0.0845541606928899,2.9048710644566205,-0.22618104177805787,0.5052690160816375
13.2,0.2876357193086223,-1.764275943502632,-0.734181888934212,-0.694600261119553,-1.9103454299290572,-0.34022047132208577,1.4439008937779594,-0.7742267406441776,-0.5393374921584497,0.9822909176126444,0.7246223207516538,-0.133835175169994,2.9689925895121254,-1.0157882929723563,0.16752520182110686
13.3,0.21046136866398157,-1.4236545820861553,0.4409518099495102,-0.9484114837487017,-2.4275703524668213,-0.5783660532708668,2.3047720533317158,-1.0354126232681988,0.3514813852637184,0.6567655940249919,0.7425325528172886,0.21475381180149622,2.861022659990839,-0.8495833783616105,0.08690439961675
13.4,-0.8119914802294801,3.8253332828403632,1.2789184048766957,-0.7603007678519988,-2.3366349678838754,-0.7860308652573078,2.2452917994146446,-1.0763672480519588,-0.03047399623104008,0.7692195294514068,1.0997682065688457,0.4394199139652355,2.931363923414758,-0.9317319538657394,0.3343977321088385
13.5,-0.41544356776408353,-1.0695080972883773,2.039016428843449,-2.323434311634905,1.1018122084959003,-1.2948314724064316,2.410762494644139,-1.2644375698346924,-0.28914221041829036,0.25919710196818624,0.9073933645897361,0.1361815041092691,2.3776897926202674,-0.03887288487078244,0.16675438515230656
13.6,-0.8304266988077984,-0.9242644705629424,2.437077124890009,-0.3051221350001603,1.377877316410867,-1.9003406236604041,2.391124456094772,-1.1513027372218687,0.35049136238755363,0.5571589299372999,0.9129408708476063,0.7121008710354242,2.533549603591008,-0.1559876449819022,0.02012989794207609
13.7,-0.4118432112275663,-1.2633722142470907,3.216923381468363,-0.8988018326901095,1.3298364798280122,-2.093505131972041,1.960210955584266,-0.5695282671872066,0.4552902244467507,0.27206220776534185,0.8670758630407587,0.6803472623762854,2.425753664308914,-0.060917774034630945,-0.2783068538047928
13.8,-1.177450536009804,-0.9781300905980359,3.7990336408335734,-0.9121213599131481,1.6355074732650223,-0.8473929224794396,1.6545411958475853,-0.8363016022240375,0.48806304513920873,-0.31048780015536703,0.9392888393432228,0.6209320488180117,2.1010728532764835,0.23480719658976756,-0.07573068454831144
13.9,-0.5091975647087681,-0.5461955882964151,4.248463438036091,-0.6767606161203199,1.9782868933545714,-1.0197641440942977,1.9740467948481992,-0.837081067738005,0.3896943706774869,-0.08809440155218695,0.9746684047373781,0.4627698483117286,2.623686213393345,-0.05461160419153277,-0.517614671114627
14.0,-0.7424879846146233,-0.7250327181246288,5.136808101430917,-0.13551339320154998,2.700127408631122,-0.772183560602465,3.2898838061490743,-0.4093561332035254,0.9092226559573722,-0.5746151137097071,1.0884171796817155,0.6289383493254825,2.3507328830800445,0.007195965225925249,-0.13137016260945344
14.1,-0.6456714744833212,-0.9320397191168572,5.197365497721625,-0.3218632852945511,3.1191792306518416,0.3764974820461262,2.8009999253682594,-0.8505983333315132,1.2021273616140395,-0.8483249590376314,1.1327822810611243,0.7457291440695544,1.7430223106997227,0.8438425058859398,-0.5058465484492105
14.2,-1.137970942358419,-0.7692002470222832,6.174930450676007,0.05012765191460389,3.680775732074977,0.6686850772107702,2.090650793237881,-0.7112563430887375,1.2875560697492952,-1.1397380774122743,1.5662753799318354,0.7232463064116303,1.3200170129889655,0.36085426331371107,-0.9289548999156132
14.3,-0.691746077036373,-0.6074855577660099,6.399629476130699,0.8944180492393352,3.81163698795174,0.8685247555440796,2.7048238685841497,-0.5587503712863819,0.7771060800288363,-0.6742224701338477,1.4350547210817703,0.47198859572827523,1.2122207205900963,0.6296954890117403,-0.9577485726185522
14.4,-0.26349213358475687,-0.2922642341819568,6.367003044866165,1.1944768284566987,3.812453943901602,1.9191566582366528,0.6237369259992862,-0.5821400964547658,0.7493589197602266,-0.9497116344803613,1.3443964449817347,0.854469844283992,1.1792717129070374,-0.18079797939487285,-0.8491754179629663
14.5,-0.7170391279421526,-0.24388230555231605,6.7415109944860205,1.3038775497238726,4.01174638914587,1.9949750193070352,-1.0318196026053084,-0.20829754443378157,1.236745437131367,-0.7985842864193211,1.3887539708191472,0.8205326448724795,1.0451672281425104,0.18444934003349012,-1.01745743531567
14.6,-0.46941699459386044,-0.18938922213868015,6.433934916512621,1.5672226958450537,3.768293784434384,2.4551986749498154,-2.5566649378935917,0.008661796626524776,0.866071102549264,-1.4802128560840337,1.1517130687157202,1.1414680884326964,0.8413724205041815,-0.010641667324503779,-0.9542877780550301
14.7,-0.4935789091564944,0.2508944391190866,6.331332388575647,1.210127838862256,3.819359246592935,2.860300766738235,-1.4422057707844615,0.46430214411495285,1.4428761581195793,-1.6963004297847322,1.389507619022977,1.3034376112673973,0.7945548737361285,0.34061902544716727,-0.7187011333364524
14.8,-0.7322586187854307,0.05470940006763314,6.614638067980496,1.7355183275460924,3.8795605748861863,3.123486533865817,-2.910960215141303,0.6268165294215686,1.1952122657996598,-1.5128398988302498,1.5938683027489153,1.3817169799677265,0.5818744397095132,-0.5067127207144182,-1.3091730145396552
14.9,-0.34974292953452046,0.6510018218288227,6.4624796443534995,1.7597891577797444,3.737967787295659,4.162506996237572,-5.963723768809865,0.10880042787047017,0.9402659552340911,-1.1999734873619845,1.3539519494503676,1.2488983485561436,0.9368472812036472,0.07527761429126123,-0.9970158309736608
15.0,-0.5550151485977617,0.8981191645865927,6.289086566091543,1.322582529030635,3.754336250079227,4.652714997389305,-2.187964481909371,0.029880248701110723,1.1452146144267292,-1.7375338842204853,0.9668817297720089,1.2368366641897914,0.5552636633314689,-0.3204902871539437,-0.4556167801466735
15.1,-1.271025848354519,0.7780050170781356,6.633803476194787,-0.06052309727558303,3.6839273860978956,5.03654448059671,-4.849157107596117,0.32248730485337873,1.6123245283887604,-1.8522869172070422,1.096355028544914,1.2855733175708282,0.7539559700226279,-0.41315052871746794,0.06309474969683304
15.2,-1.7391741321026144,1.1856278724896896,6.856192721595006,0.7834017297766716,3.0105492106699465,4.669057801695368,-4.908323943204777,-0.7462278289149076,2.235132779329187,-1.653153206447266,1.0660946492776677,1.4579640777053298,0.6545219796462325,-0.5861418513269951,-0.29803641555981386
15.3,-1.0667754693591984,0.9187818840339643,6.8057734944482995,1.8029901254987868,3.1830193352276943,4.509984633992784,-7.745321792288697,-0.6883828791390005,1.7214826002350114,-2.123240823255439,1.183085436398752,1.6907248997919178,0.9350044047588195,-0.5797243262270966,0.19664809464069322
15.4,-1.801713286449627,1.2108130398988486,7.250919842707292,1.5312985969592825,3.1454875750114866,4.620365055427522,-3.782601071382583,-0.3226603168679443,2.166036818900044,-1.9367396412057767,1.0469973477665722,1.758431566970466,0.8384101749164943,-0.8021215531782584,0.35959882073853944
15.5,-1.3384167209309803,1.6943749965057222,6.802425728017965,-0.010833715137345656,2.7953494466492863,4.591483825520762,-4.332114187419004,-0.5944389258652532,2.3975655869780272,-2.0742263866390394,0.9973954424132714,2.339414133111048,0.3544251311016451,-0.5976931149933371,0.42124882463615965
15.6,-1.3237297032396897,1.4584306574155796,6.5470326121826625,0.8499880175381183,-2.5884735549505056,4.813073094778809,-4.1144471231841395,-0.372737059468065,1.6720879301923453,-2.0418946929724884,0.7389985935444052,2.6028679688135865,-0.07994921488687545,-0.6197462397359175,0.4345393101371622
15.7,-1.047562213003797,1.4061755934156697,6.849271477934352,1.1456574854619204,-2.0017077601813957,4.49793084224918,-5.991477809153011,-1.5336007209539932,1.843160637687013,-2.9542642113574784,0.513668656296745,2.780616234957211,-0.12517318540299005,-0.7752901213705465,0.08584570430712457
15.8,-1.2601383305369573,1.9287312524484195,6.56145118242973,1.4792889885283884,-2.0402490805905478,3.822544970605219,-6.273217062599936,-0.8359637830396727,2.0480798547441124,-3.0806390173671065,0.8765197721161577,3.0836141450768437,-0.29536928070228097,-0.5872617499784631,0.2808821611593677
15.9,-1.1263972908413766,2.4628628868037463,6.4721895648650225,2.3298500005029386,-1.8707774534022326,3.6001245951679444,-7.191727007660184,-0.7940164940103411,2.685048380282675,-2.8554642248641056,1.032223300694345,3.0372229656925054,-0.26484876323029916,-0.7293021096082981,0.6231171137984255
16.0,-0.8513051628141257,2.1340570797519316,6.349988670071033,2.5190001745484185,-2.026834767344286,3.0207158393249403,-7.6039885777161835,-0.8196178490128538,2.636441724206019,-3.210816637514058,0.7632084042011842,2.942629739059151,-0.07219390532101677,-1.0668106195281846,0.12057867716857018
16.1,-0.8110998124023316,2.7673809682329775,6.113210014946368,1.891278890250386,-2.349001706412203,3.0333078293376747,-8.869362732469604,-0.07790667589355493,3.5020570961320123,-3.4208472370224,0.43792878057434326,3.2957106388314994,0.03353100062198955,-1.0105539200463562,-0.016148393313323517
16.2,-0.6547979635060548,2.637847782333594,6.140666908617314,0.6648648276649034,-1.8892360999866327,2.971307750099844,-9.425406932561662,-0.3203831261140895,3.677157879400479,-3.617234486198858,0.233445278918885,2.9849556527831185,0.04875432862557627,-1.1899347119378856,0.10471030814905813
16.3,-1.4576781223453565,1.794383490836287,6.2036825961375,0.7886383509756927,-1.6629888740790078,2.122444998218908,-5.753642473675253,-0.20783260637027112,3.591531527845425,-3.586156564751735,0.8471437201874625,3.0016888524572476,-0.3269499383008734,-1.1718431290635394,0.02498792603239064
16.4,-1.8863749888173,2.196275312269316,6.6328580890618225,2.3136184209909603,-2.131448361494426,1.876323539210663,-6.590005518343558,-0.6836844171588039,3.9741440053880277,-3.8841373481133115,0.5053754920475493,2.8609257051198558,-0.11545281067647917,-1.0711389406489742,-0.025996408420042805
16.5,-1.6732050881068687,3.0766448640415316,6.279519862218932,1.544188670317543,-1.9813116321376532,2.0424335731502543,-6.4233936127092575,-0.6037727777693611,3.964023201629347,-4.662305409818055,0.4610149560107315,2.874325015744853,0.009279879387769085,-2.7293144410472894,-0.23818953330022374
16.6,-1.1250178500528847,2.8688964901971206,6.562983549876865,0.2240211146219906,-1.7533077760830222,1.7634287772945134,-5.927542945371521,-0.5115814584879708,4.662912724149999,-4.379257670359786,0.3950590547520516,3.035277901204905,0.6247016596101238,-2.781890055034413,-0.7648517705731726
16.7,-1.3618354347912307,2.407358702335837,6.148552733337843,-0.16751704075985518,-1.4554073966181642,1.3598022004608818,-6.189674419083602,-0.606701366889431,4.1839984213574075,-4.451301860839028,0.20954999292058218,2.987022238512684,0.8018848669409682,-2.1629151167943688,-0.2847758958479636
