Index,Time (s) Adjusted,grouped_wild type 2M Sbfr_Series001_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series001_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series005_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series005_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series007_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series007_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series008_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series008_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series009_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series009_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean2
214,21.3,11244.897,2492.885,11444.944,3936.5,6857.411,2171.233,5516.175,2219.525,7309.955,675.909,10064.072,2472.348,13823.04,2170.06,6995.433,2759.209,5486.297,2372.469,9018.0,1252.787,5038.943,2282.33,6120.685,2426.728,10418.08,2159.92,28599.746,2672.333,14626.531,2389.671
215,21.4,11669.128,2498.192,11688.686,3971.907,6832.889,2168.744,5579.913,2221.137,7302.333,391.591,10071.362,2476.87,13799.54,2188.96,7152.702,2740.224,5530.641,2375.703,9266.328,1254.229,5107.727,2288.057,6249.815,2419.859,10602.894,2155.54,28648.906,2677.8,14816.051,2395.481
216,21.5,12108.705,2490.667,12118.556,4007.259,6822.956,2168.822,5654.3,2228.712,7393.136,390.197,10003.087,2464.652,13928.46,2188.88,7325.164,2762.343,5573.781,2371.547,9372.754,1253.328,5182.239,2283.5,6449.435,2420.772,10761.486,2153.77,28652.188,2676.133,15100.898,2399.392
217,21.6,12669.346,2499.961,12409.574,4028.889,6828.344,2169.044,5698.462,2213.775,7403.712,388.515,9990.42,2473.957,14051.94,2189.96,7494.567,2745.463,5623.25,2364.516,9518.722,1254.426,5269.489,2278.443,6645.152,2424.348,10934.947,2150.009,28578.027,2675.853,15380.696,2400.316
218,21.7,13027.128,2505.064,12762.537,4036.667,6814.722,2165.333,5773.05,2219.312,7438.788,391.939,10260.608,2443.536,14197.64,2187.14,7702.209,2762.746,5663.656,2381.078,9643.935,1256.557,5353.716,2283.705,6874.587,2426.859,11148.07,2157.575,28587.867,2677.6,15711.38,2402.165
219,21.8,13295.936,2495.244,13138.296,4103.129,6810.633,2173.2,5854.938,2217.738,7468.349,392.727,10233.305,2435.565,14607.88,2155.84,7944.388,2746.97,5724.734,2383.047,9770.836,1260.148,5467.091,2288.227,7027.207,2425.696,11360.372,2151.106,28602.16,2674.96,16016.506,2394.367
220,21.9,13528.103,2493.744,13582.648,4127.537,6793.9,2166.322,5904.925,2216.4,7510.182,394.424,10234.0,2450.623,14798.96,2166.56,8116.776,2747.91,5773.938,2376.656,9910.131,1255.82,5535.511,2284.489,7121.859,2427.337,11580.673,2151.717,28484.881,2684.6,16346.291,2392.253
221,22.0,13703.975,2502.782,14010.944,4170.241,6798.156,2168.233,5988.688,2220.2,7578.303,391.97,9563.769,2523.058,14986.62,2157.7,8376.552,2756.328,5847.094,2371.375,10128.983,1253.623,5640.034,2286.75,7247.076,2430.837,11822.558,2153.85,28583.961,2676.293,16613.088,2396.532
222,22.1,13864.41,2504.769,14375.463,4197.315,6794.556,2173.489,6057.15,2220.363,7604.5,388.939,9613.58,2531.449,15143.96,2159.88,8605.537,2760.104,5906.281,2366.375,10313.672,1258.295,5716.682,2285.852,7359.359,2426.576,12086.823,2161.673,28564.467,2674.693,16881.557,2397.025
223,22.2,14163.73,2527.013,14710.889,4216.259,6811.622,2170.156,6131.925,2224.025,7623.167,395.106,9642.015,2522.913,15484.92,2180.56,8856.328,2753.164,5982.875,2370.078,10495.164,1251.262,5729.136,2281.318,7454.804,2433.402,12378.018,2156.584,28567.574,2678.4,17128.822,2391.418
224,22.3,14226.59,2500.064,14944.186,4269.333,6810.522,2166.522,6159.438,2217.075,7581.303,142.742,9994.739,2493.754,15760.84,2148.02,9107.135,2752.06,6036.516,2369.031,10698.181,1255.623,5788.523,2284.511,7553.587,2424.185,12647.327,2155.106,28506.826,2677.627,17269.48,2396.62
225,22.4,14500.705,2530.526,15242.019,4300.944,6784.755,2164.611,6235.725,2210.4,7581.333,142.591,10001.956,2497.855,16048.6,2158.2,9336.015,2752.0,6105.922,2369.625,10902.623,1253.262,5859.182,2280.625,7642.772,2418.859,12869.318,2157.035,28553.801,2675.36,17525.418,2392.62
226,22.5,14531.705,2504.385,15133.481,4422.444,6799.789,2166.811,6304.438,2213.062,7633.561,392.924,9959.406,2499.391,16262.52,2164.22,9582.746,2748.463,6190.344,2369.359,11149.722,1253.262,5895.557,2282.386,7667.457,2419.924,13074.442,2154.593,28591.0,2678.76,17665.215,2397.215
227,22.6,14683.538,2499.051,15308.223,4460.648,6801.789,2173.067,6333.2,2209.462,7604.545,141.47,10008.362,2499.464,16574.539,2159.16,9824.851,2768.642,6234.859,2371.656,11366.935,1250.41,5909.841,2280.557,7720.207,2408.815,13270.301,2155.15,28541.199,2668.72,17830.139,2385.203
228,22.7,14988.128,2545.167,15443.814,4482.926,6814.0,2172.633,6403.038,2216.675,7604.273,143.424,9960.188,2494.797,16851.801,2158.24,10075.881,2768.209,6266.344,2373.844,11551.787,1250.492,5948.114,2273.261,7758.63,2416.402,13370.61,2162.885,28537.76,2671.547,17991.354,2383.899
229,22.8,15089.218,2542.41,15591.296,4498.037,6829.245,2165.511,6477.775,2215.438,7652.985,142.348,9983.188,2493.623,17152.4,2151.52,10275.254,2762.731,6350.156,2371.672,11835.558,1255.115,5972.045,2278.955,7800.511,2419.728,13542.646,2161.381,28550.641,2660.96,18095.848,2395.734
230,22.9,15152.757,2532.91,15789.148,4534.185,6840.333,2174.744,6504.525,2214.538,7718.5,143.091,9682.898,2518.449,17320.0,2164.16,10475.06,2760.821,6378.812,2369.75,12004.885,1251.328,5984.284,2284.716,7836.446,2412.315,13738.08,2155.655,28479.707,2663.173,18206.152,2394.506
231,23.0,15199.59,2525.833,15945.296,4532.444,6811.245,2174.344,6530.288,2222.837,7728.0,142.03,9672.652,2526.71,17626.52,2163.22,10659.717,2763.388,6430.516,2359.047,12199.131,1261.18,6016.705,2286.341,7832.152,2417.413,13931.018,2159.796,28496.68,2669.453,18291.48,2393.152
232,23.1,15292.808,2522.449,16096.87,4563.056,6818.767,2169.8,6598.212,2219.562,7759.636,142.318,9678.652,2525.71,17827.84,2154.4,10805.821,2751.06,6459.141,2363.406,12412.574,1256.377,6012.273,2283.523,7825.304,2415.772,14078.39,2157.212,28483.307,2662.72,18376.734,2395.051
233,23.2,15399.487,2537.295,16146.537,4573.796,6834.156,2168.122,6611.25,2213.163,7793.515,141.576,9720.348,2519.623,18053.6,2167.44,10934.687,2768.925,6500.797,2362.719,12639.476,1245.279,6009.625,2279.375,7873.348,2424.978,14227.938,2158.602,28536.867,2662.6,18421.898,2390.354
234,23.3,15518.243,2538.833,16274.852,4594.222,6840.989,2171.033,6668.625,2216.637,7730.788,0.0,9701.087,2528.29,18284.82,2169.0,11088.358,2767.508,6549.656,2369.469,12822.328,1257.623,6022.364,2285.977,7866.793,2416.696,14333.15,2156.239,28490.387,2675.88,18466.506,2395.253
235,23.4,15540.397,2535.974,16385.055,4599.333,6842.556,2170.389,6672.237,2215.875,7751.773,0.0,9674.072,2506.957,18464.48,2163.08,11235.627,2773.0,6585.344,2368.422,12986.853,1257.016,6053.0,2280.102,7860.859,2419.641,14443.257,2156.496,28406.307,2662.227,18513.291,2391.785
236,23.5,15648.333,2526.5,16500.445,4619.778,6822.133,2170.178,6687.975,2216.65,7742.303,0.0,9996.971,2485.667,18658.4,2161.76,11248.448,2766.179,6578.391,2374.641,13191.688,1253.82,6046.989,2282.034,7828.946,2422.946,14529.947,2159.681,28360.52,2662.733,18583.215,2393.468
237,23.6,15678.115,2537.974,16579.445,4596.815,6855.833,2165.044,6706.112,2221.438,7724.758,0.0,9972.652,2488.304,18866.58,2166.8,11351.418,2755.149,6646.984,2370.75,13307.181,1257.213,6035.511,2280.5,7838.478,2413.391,14584.947,2156.23,28321.453,2654.507,18597.963,2390.582
238,23.7,15729.423,2540.141,16673.703,4603.389,6857.611,2166.222,6737.475,2215.337,7662.939,0.0,9954.507,2489.638,18993.381,2169.48,11415.836,2771.254,6639.328,2368.266,13395.295,1255.656,6042.682,2282.83,7850.793,2421.174,14673.531,2158.69,28352.24,2661.173,18643.938,2396.671
239,23.8,15776.436,2528.128,16685.74,4616.889,6850.589,2171.744,6725.8,2212.95,7701.712,0.0,9946.695,2493.406,19216.66,2165.36,11427.672,2762.045,6635.812,2373.0,13513.328,1259.607,6062.011,2287.818,7862.5,2420.891,14733.035,2156.257,28311.854,2669.067,18722.709,2389.101
240,23.9,15799.73,2535.103,16723.148,4620.204,6851.033,2167.622,6756.237,2219.163,7757.545,0.0,9928.29,2488.551,19352.42,2151.62,11505.135,2769.388,6632.5,2372.438,13578.558,1252.918,6057.216,2278.011,8032.185,2428.413,14789.363,2156.956,28366.574,2665.027,18699.139,2390.671
241,24.0,15808.975,2529.333,16679.871,4599.371,6860.656,2176.578,6735.638,2222.363,7775.303,0.0,9863.667,2497.927,19414.0,2157.66,11519.149,2766.209,6658.812,2363.234,13661.59,1258.066,5995.477,2265.807,8020.674,2416.467,14817.717,2158.301,28288.934,2665.0,18716.24,2385.544
242,24.1,15916.243,2531.385,16621.945,4718.815,6897.456,2166.933,6760.237,2213.475,7722.606,0.0,9822.015,2489.333,19520.561,2155.8,11572.701,2760.821,6674.391,2362.734,13726.492,1258.574,6006.716,2274.568,8013.576,2426.304,14882.894,2161.239,28250.867,2673.947,18742.633,2392.797
243,24.2,15888.846,2535.987,16654.223,4683.815,6855.7,2170.789,6752.462,2208.975,7814.258,143.121,10109.536,2467.043,19576.4,2154.74,11574.552,2756.627,6674.625,2374.094,13758.574,1255.82,5989.591,2274.273,8022.793,2426.696,14874.743,2164.558,28233.119,2663.64,18751.43,2394.228
244,24.3,15919.859,2531.141,16942.018,4611.148,6865.967,2171.7,6784.388,2218.3,7826.697,142.364,10081.608,2468.203,19479.1,2172.18,11600.313,2777.149,6678.516,2358.312,13797.099,1252.475,5994.625,2282.057,8024.37,2428.717,14893.788,2151.248,28199.08,2665.893,18741.811,2394.342
245,24.4,15958.346,2526.603,16968.129,4605.222,6858.044,2174.722,6778.462,2213.863,7821.258,141.258,10074.536,2462.217,19638.141,2173.24,11610.283,2765.522,6678.625,2358.031,13780.819,1256.885,5981.227,2262.398,8033.522,2426.935,14908.301,2160.743,28182.732,2655.827,18797.215,2385.76
246,24.5,16012.73,2535.077,17037.74,4591.519,6862.667,2172.922,6756.812,2215.1,7807.53,142.409,10044.203,2458.826,19807.0,2172.14,11595.717,2764.716,6694.891,2364.125,13828.181,1254.246,5997.83,2275.989,8022.141,2418.315,14895.806,2156.319,28202.039,2654.573,18760.379,2387.519
247,24.6,16019.243,2536.897,17133.0,4600.852,6847.778,2171.533,6759.675,2217.488,7764.939,144.636,9986.869,2454.696,19907.66,2167.52,11592.746,2771.851,6698.984,2364.109,13822.229,1252.426,5987.216,2273.534,7997.098,2427.457,14817.345,2170.265,28146.973,2659.12,18769.062,2382.013
248,24.7,16022.77,2540.782,17101.463,4604.5,6840.478,2170.844,6762.438,2218.038,7738.076,141.515,9968.188,2461.087,19945.34,2165.34,11639.299,2753.657,6629.172,2361.484,13798.263,1249.721,5991.239,2275.659,8004.098,2421.217,14786.982,2163.841,28179.973,2664.387,18819.379,2383.772
249,24.8,16057.218,2534.539,17082.834,4602.5,6863.0,2173.189,6767.013,2213.613,7816.576,391.955,10184.464,2431.986,19928.74,2169.9,11640.567,2775.955,6630.422,2369.094,13773.836,1248.721,6064.636,2276.841,8008.772,2422.87,14792.823,2163.814,28076.387,2654.333,18799.695,2385.684
250,24.9,16100.372,2539.256,17207.352,4619.519,6859.311,2174.122,6763.725,2211.825,7766.288,387.909,10155.869,2444.42,20049.779,2173.68,11614.373,2770.284,6648.094,2362.312,13785.442,1252.377,6051.375,2286.705,8010.239,2412.772,14814.566,2162.416,28080.16,2650.72,18808.57,2391.81
251,25.0,16143.718,2521.705,17301.426,4602.444,6844.922,2173.145,6744.0,2220.038,7873.439,669.924,10090.985,2435.116,20057.381,2156.86,11633.313,2767.597,6626.531,2367.266,13762.672,1255.0,6043.023,2287.284,7989.685,2421.554,14806.212,2169.398,28033.32,2666.053,18838.861,2395.152
252,25.1,16137.808,2531.256,16477.814,4775.093,6847.067,2164.022,6735.375,2211.288,7832.515,670.955,9786.913,2496.594,20080.66,2159.34,11686.328,2771.746,6615.5,2373.969,13734.442,1254.574,6053.784,2284.398,7985.38,2414.098,14825.053,2160.743,28024.627,2672.24,18843.607,2395.481
253,25.2,16126.564,2530.641,16512.426,4789.074,6839.811,2166.667,6724.312,2216.137,7856.349,669.349,9772.406,2491.275,20091.641,2160.38,11655.955,2772.806,6655.797,2359.125,13763.951,1257.279,6067.295,2287.818,7966.457,2411.837,14810.026,2167.832,27993.227,2652.293,18815.658,2384.177
254,25.3,16086.5,2531.91,16515.574,4772.796,6884.678,2179.444,6727.05,2220.262,7834.364,668.212,9760.725,2486.681,20149.221,2157.9,11676.492,2772.0,6645.0,2361.812,13710.754,1251.262,6063.886,2285.114,7956.978,2410.804,14811.142,2161.796,27937.641,2655.76,18809.938,2385.823
255,25.4,16126.628,2522.192,16545.314,4733.389,6884.855,2178.622,6716.237,2206.462,7766.712,669.818,9760.449,2483.797,20165.76,2169.76,11661.642,2775.537,6637.844,2363.406,13696.394,1254.508,6068.159,2283.545,7978.304,2413.772,14793.655,2160.673,27915.279,2652.707,18819.215,2388.835
256,25.5,16145.09,2526.461,16496.074,4757.574,6880.867,2171.367,6718.013,2219.288,7763.288,671.258,9736.782,2485.13,20162.039,2169.14,11607.448,2769.866,6686.141,2371.984,13685.672,1252.18,6055.545,2282.943,7955.467,2423.641,14738.514,2161.513,27936.906,2655.413,18823.76,2382.747
257,25.6,16129.654,2526.923,16470.277,4752.481,6861.711,2176.378,6681.575,2208.387,7793.939,986.121,9711.536,2494.232,20217.039,2165.68,11612.537,2773.134,6636.031,2376.922,13710.918,1251.262,6044.193,2284.841,7927.109,2416.239,14773.283,2163.584,27867.52,2658.107,18841.113,2386.608
258,25.7,16133.73,2528.269,16463.777,4716.333,6849.1,2178.889,6718.913,2221.038,7771.318,989.333,9733.102,2486.203,20228.66,2169.92,11637.283,2770.821,6669.453,2373.219,13692.181,1251.164,6049.523,2284.659,7956.837,2416.924,14747.549,2163.938,27846.133,2651.227,18806.455,2393.785
259,25.8,16147.872,2526.731,16750.648,4681.944,6836.933,2176.811,6655.25,2216.163,7779.758,1307.5,10005.0,2451.957,20245.199,2162.34,11622.448,2772.731,6669.812,2372.766,13613.229,1255.787,6058.045,2287.511,7938.457,2417.707,14742.902,2165.77,27851.721,2658.413,18820.443,2377.354
260,25.9,16201.333,2520.154,16837.574,4677.426,6857.522,2177.911,6658.1,2218.675,7703.015,1304.682,10034.608,2466.449,20272.84,2159.1,11612.492,2771.582,6659.422,2365.297,13621.131,1244.705,6050.784,2286.773,7830.772,2408.62,14718.505,2154.681,27795.906,2663.68,18870.189,2389.291
261,26.0,16157.859,2524.333,16843.611,4681.241,6858.778,2172.855,6684.337,2215.087,7835.818,1610.182,10047.797,2471.435,20316.82,2170.06,11631.612,2771.09,6631.938,2355.547,13586.476,1253.312,6059.023,2285.58,7900.891,2422.098,14714.142,2156.858,27479.346,2628.707,18778.848,2387.861
262,26.1,16177.103,2529.385,16918.0,4680.352,6862.011,2175.022,6656.388,2216.137,7820.121,1609.606,10020.044,2467.594,20270.301,2163.54,11642.627,2777.508,6596.516,2371.328,13537.246,1258.426,6037.58,2277.932,7923.304,2413.467,14698.0,2163.035,27412.961,2633.373,18784.57,2387.19
263,26.2,16181.462,2527.539,16909.703,4682.167,6857.156,2170.533,6656.0,2211.363,7794.076,1606.924,10044.087,2464.203,20310.699,2158.18,11645.388,2768.104,6597.172,2360.406,13500.59,1244.607,6040.398,2288.466,7899.457,2409.946,14692.54,2167.186,27413.039,2623.107,18819.912,2393.557
264,26.3,16116.948,2526.167,16902.055,4683.741,6864.255,2174.556,6861.0,2205.262,7784.288,1604.227,10017.116,2456.913,20219.221,2169.16,11603.179,2772.985,6627.812,2363.391,13515.541,1255.082,6039.852,2288.182,7923.12,2413.815,14640.089,2160.177,27378.268,2621.44,18803.988,2384.861
265,26.4,16085.654,2524.859,16971.871,4690.926,6837.478,2168.6,6863.837,2200.262,7783.909,1609.849,9960.855,2460.362,20187.539,2163.1,11579.209,2779.866,6616.234,2364.281,13507.426,1252.656,6022.443,2287.807,7922.793,2409.174,14628.911,2161.664,27574.307,2658.387,18795.215,2393.519
266,26.5,16137.833,2521.205,17041.686,4675.259,6852.3,2180.078,6853.7,2204.562,7721.485,1610.485,9943.594,2462.623,20217.301,2161.74,11584.358,2766.194,6601.391,2370.469,13512.426,1249.623,6030.125,2283.739,7924.043,2406.902,14583.823,2156.823,27338.107,2613.173,18741.545,2388.506
267,26.6,16179.192,2523.385,17065.889,4666.944,6846.722,2166.556,6861.025,2202.95,7824.667,1889.651,9899.029,2456.275,20145.221,2160.98,11597.701,2762.672,6601.828,2374.266,13499.049,1253.492,6002.364,2275.693,7904.326,2414.261,14581.318,2158.168,27253.48,2627.773,18771.746,2392.709
268,26.7,16176.757,2521.026,17120.555,4656.796,6849.6,2170.911,6869.1,2205.637,7793.106,1897.03,10151.652,2439.594,20090.461,2170.02,11548.194,2765.403,6586.422,2357.844,13482.492,1247.787,5990.977,2283.352,7916.641,2420.283,14457.61,2168.31,27348.533,2626.32,18702.709,2382.076
269,26.8,16156.141,2523.051,17103.908,4652.5,6849.267,2166.211,6843.475,2199.863,7787.561,1892.939,10141.855,2436.884,20116.801,2166.84,11546.344,2772.164,6602.453,2359.203,13446.345,1252.295,5973.83,2282.761,7885.848,2420.348,14469.682,2164.85,27275.254,2613.053,18627.771,2381.987
270,26.9,16154.205,2515.295,17105.814,4647.222,6840.722,2175.711,6828.35,2203.425,7742.682,1879.849,10097.246,2442.507,20047.68,2159.9,11522.851,2777.851,6601.047,2362.891,13406.819,1253.787,5993.42,2277.466,7876.033,2408.717,14434.778,2169.903,27315.066,2637.373,18737.545,2379.43
271,27.0,16158.257,2514.321,17082.129,4644.129,6857.889,2166.056,6820.938,2201.712,7758.349,2146.409,10061.782,2444.29,20011.221,2177.76,11522.09,2773.537,6601.5,2364.562,13418.967,1254.131,5993.716,2277.432,7881.696,2404.141,14392.708,2167.549,27245.627,2635.0,18708.342,2383.911
272,27.1,16143.205,2519.308,16453.352,4782.963,6856.8,2176.056,6823.112,2202.975,7731.197,2143.091,10025.102,2435.797,20035.801,2167.24,11488.403,2769.134,6583.703,2355.141,13369.606,1257.508,5951.375,2281.568,7871.63,2407.283,14393.177,2162.009,27227.84,2616.24,18669.811,2379.987
273,27.2,16101.525,2516.923,17067.314,4646.519,6841.389,2168.089,6799.812,2213.188,7742.894,2137.485,9989.928,2441.58,20012.461,2156.22,11508.806,2768.299,6613.688,2362.922,13358.967,1247.426,5990.352,2285.92,7879.902,2410.0,14366.92,2166.336,27281.268,2614.453,18641.012,2391.165
274,27.3,16100.782,2519.205,16401.518,4778.667,6849.211,2174.456,6821.525,2202.038,7760.409,2146.121,9969.044,2423.565,20057.42,2174.12,11517.582,2781.492,6626.094,2364.016,13355.787,1255.377,5955.534,2270.057,7859.609,2408.761,14329.885,2162.106,27209.293,2618.533,18610.938,2379.911
275,27.4,16107.18,2515.192,17022.871,4630.204,6858.645,2167.145,6825.663,2207.512,7762.379,2141.136,9928.145,2433.043,19955.6,2163.5,11482.508,2774.582,6629.109,2354.406,13304.606,1252.459,5957.511,2277.045,7848.348,2408.478,14318.628,2161.558,27199.346,2618.187,18552.949,2382.633
276,27.5,16059.885,2521.154,16963.389,4637.537,6837.189,2170.756,6805.6,2204.837,7821.258,2121.303,9602.29,2487.841,19944.461,2166.24,11491.761,2776.791,6611.453,2356.031,13246.278,1261.393,5952.443,2280.75,7862.652,2408.283,14265.08,2164.602,27198.426,2615.067,18494.279,2380.975
277,27.6,16047.833,2514.167,16397.203,4766.833,6817.967,2166.145,6572.163,2223.45,7765.591,2127.182,9577.725,2484.043,19939.26,2169.58,11499.209,2776.657,6596.359,2351.141,13218.295,1259.41,5966.398,2278.955,7846.25,2405.88,14267.902,2161.265,27197.119,2615.733,18453.0,2388.962
278,27.7,16064.705,2511.346,16446.111,4769.629,6846.933,2174.5,6769.55,2198.913,7736.394,2121.242,9574.682,2487.203,19867.84,2156.92,11468.299,2785.478,6591.453,2362.203,13176.065,1253.803,5972.636,2269.045,7856.783,2406.217,14221.726,2171.363,27288.133,2650.813,18392.025,2385.013
279,27.8,16064.385,2518.474,16433.314,4766.741,6849.467,2159.233,6775.663,2197.288,7838.303,2293.97,9574.159,2483.116,19863.74,2170.34,11469.642,2765.373,6591.906,2367.719,13146.017,1252.279,5966.489,2282.864,7840.848,2415.533,14223.673,2166.496,27078.146,2636.68,18343.113,2384.114
280,27.9,16028.423,2513.013,16458.389,4778.333,6835.411,2166.2,6775.625,2203.188,7818.727,2299.167,9569.449,2488.913,19891.4,2159.7,11473.418,2767.313,6587.609,2365.156,13107.36,1258.312,5949.398,2280.33,7856.087,2411.37,14168.69,2165.531,27051.48,2632.853,18283.051,2390.025
281,28.0,16036.0,2516.564,16554.148,4759.426,6829.767,2169.722,6535.675,2217.738,7830.53,2291.303,9604.739,2489.652,19831.939,2168.04,11434.403,2759.687,6601.094,2366.281,13087.328,1250.721,5963.511,2280.818,7818.533,2412.565,14104.646,2155.212,27112.812,2631.787,18237.545,2380.494
282,28.1,15964.23,2510.641,16626.352,4738.963,6816.722,2157.7,6530.138,2215.425,7814.197,2302.197,9565.231,2490.043,19840.141,2171.16,11447.851,2763.94,6592.859,2360.766,13087.558,1257.115,5943.898,2277.5,7818.38,2410.978,14054.23,2143.248,27120.268,2633.44,18195.354,2376.481
283,28.2,15995.859,2514.667,16664.555,4743.148,6822.867,2165.933,6724.112,2205.913,7755.758,2297.485,9552.318,2483.971,19749.84,2170.36,11413.836,2773.104,6574.391,2347.344,13051.885,1253.393,5946.307,2282.693,7804.283,2413.663,14024.708,2144.319,27142.947,2637.067,18137.305,2383.911
284,28.3,15974.628,2507.013,16679.445,4725.463,6843.122,2171.044,6500.175,2214.613,7784.151,2306.045,9567.464,2481.232,19798.199,2169.94,11425.985,2771.09,6561.188,2358.016,12993.246,1256.393,5926.83,2276.341,7800.88,2412.489,14001.434,2156.336,27121.801,2635.2,18061.393,2389.215
285,28.4,15971.948,2518.5,16724.018,4715.5,6785.7,2167.922,6516.2,2211.475,7776.258,2303.53,9592.029,2480.957,19747.439,2162.82,11430.97,2772.746,6578.453,2351.031,12928.196,1252.082,5932.886,2280.409,7814.685,2409.533,13955.699,2153.735,27028.961,2629.627,18176.469,2375.785
286,28.5,15919.82,2502.269,16631.037,4708.574,6811.033,2169.989,6491.65,2214.363,7763.0,2300.773,9568.725,2482.043,19738.34,2159.74,11365.373,2757.343,6627.516,2359.078,12927.246,1253.377,5899.932,2283.807,7797.641,2410.609,13957.053,2161.832,27133.039,2644.16,18064.113,2379.608
287,28.6,15904.359,2517.333,16649.148,4721.074,6805.789,2168.733,6499.013,2215.938,7750.5,2298.636,9544.536,2482.797,19726.221,2166.12,11372.806,2755.03,6562.812,2346.641,12914.705,1248.279,5921.932,2285.568,7791.467,2408.63,13885.823,2161.434,27160.506,2645.72,18037.305,2376.874
288,28.7,15906.628,2512.231,16638.111,4719.315,6792.855,2172.467,6478.862,2221.512,7742.349,2306.182,9583.652,2484.696,19672.0,2160.9,11329.761,2766.388,6456.078,2362.812,12887.885,1252.098,5899.909,2277.989,7759.62,2415.924,13869.248,2161.531,27143.52,2635.107,18016.531,2380.342
289,28.8,15870.923,2505.808,16683.666,4692.148,6771.056,2171.944,6476.038,2215.688,7756.591,2303.076,9559.769,2485.478,19583.9,2162.36,11325.701,2769.343,6501.359,2354.891,12871.492,1251.656,5852.932,2279.25,7775.391,2406.359,13806.301,2157.664,27064.586,2627.587,17969.178,2374.848
290,28.9,15832.038,2515.423,16629.555,4697.667,6796.145,2167.878,6489.538,2213.725,7692.47,2302.258,9526.493,2479.536,19641.721,2165.58,11322.821,2758.955,6504.906,2354.922,12805.394,1260.836,5866.58,2284.455,7763.652,2408.413,13727.31,2156.496,27117.453,2637.2,17890.33,2381.911
291,29.0,15833.68,2510.872,16678.018,4700.667,6821.567,2167.633,6465.775,2214.488,7736.349,2291.106,9547.261,2477.681,19574.641,2167.42,11330.119,2761.612,6522.234,2342.453,12743.574,1247.066,5877.761,2269.057,7764.641,2407.815,13693.009,2162.504,27142.307,2636.8,17749.709,2377.279
292,29.1,15818.641,2505.359,16615.629,4681.722,6796.767,2165.411,6433.763,2216.4,7673.651,2299.409,9540.956,2482.362,19551.66,2160.46,11283.194,2775.925,6540.891,2354.906,12750.885,1259.016,5825.591,2273.216,7750.511,2402.098,13641.734,2153.018,27120.053,2636.053,17379.354,2367.405
293,29.2,15804.872,2509.577,16624.24,4680.593,6800.167,2169.7,6448.362,2218.525,7689.97,2314.318,9523.42,2480.174,19604.119,2155.26,10967.269,2761.164,6551.344,2351.781,12687.082,1253.607,5858.273,2268.091,7732.152,2400.152,13545.717,2167.85,27054.586,2633.293,17235.43,2371.532
294,29.3,15825.436,2506.782,16603.963,4680.167,6783.056,2163.855,6454.987,2219.887,7648.576,2309.333,9528.71,2487.884,19531.221,2164.76,11017.701,2748.045,6530.922,2354.891,12670.59,1250.443,5849.125,2277.614,7730.598,2410.848,13496.194,2165.681,27044.627,2632.813,18179.203,2391.342
295,29.4,15757.192,2502.385,16594.797,4681.074,6785.544,2168.267,6412.95,2215.712,7634.788,2313.015,9493.826,2476.841,19532.26,2170.18,11001.791,2760.701,6468.188,2351.844,12608.574,1256.18,5836.114,2272.545,7729.989,2397.761,13484.85,2158.558,26990.52,2628.093,18206.24,2383.228
