Index,Time (s) Adjusted,grouped_wild type 2M Sbfr_Series001_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series001_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series005_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series005_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series007_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series007_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series008_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series008_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series009_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series009_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean2
52,5.1,8265.564,2602.923,10273.093,3760.87,7996.733,2278.0,5702.25,2334.7,8431.424,1931.515,11935.71,2597.913,14978.88,2266.84,7357.493,2906.866,5502.312,2467.234,8141.394,494.82,5162.557,2345.466,6372.5,2585.793,11215.806,2281.558,33070.348,2872.587,15210.253,2467.24
53,5.2,8256.615,2605.641,10322.963,3760.87,7992.589,2276.033,5715.837,2340.512,8410.97,1938.288,11956.377,2609.522,15053.5,2265.42,7360.12,2903.06,5499.734,2460.953,10804.754,1266.557,5142.727,2351.818,6359.793,2584.913,11191.336,2279.097,32984.602,2879.587,15162.102,2464.595
54,5.3,8280.23,2611.718,10452.0,3812.037,7995.833,2271.5,5753.1,2329.738,8382.849,1932.182,11956.261,2616.058,15052.78,2264.18,7346.925,2897.373,5534.922,2458.953,10703.213,1271.639,5191.773,2373.727,6356.793,2581.641,11156.053,2280.434,33002.508,2881.987,15100.443,2473.126
55,5.4,8287.025,2605.615,10709.87,3841.148,7964.711,2270.256,5730.562,2339.137,8392.728,1934.667,11935.231,2611.667,15051.78,2261.46,7371.0,2900.687,5531.094,2455.469,9355.524,885.656,5191.773,2366.364,6352.402,2580.065,11095.673,2277.009,32959.961,2875.2,15058.102,2465.633
56,5.5,8251.936,2606.782,10642.352,3840.185,7969.167,2274.633,5744.775,2335.413,8377.728,1934.076,11918.231,2608.377,15064.88,2268.42,7336.448,2909.492,5528.25,2455.938,10686.181,1279.459,5165.693,2368.909,6341.533,2581.228,11100.194,2282.566,32888.801,2871.24,14965.342,2472.684
57,5.6,8257.462,2608.59,10665.519,3823.444,7972.489,2280.156,5753.987,2337.5,8387.863,1931.03,11902.812,2600.681,15082.58,2265.28,7319.194,2902.463,5553.406,2461.031,9069.672,885.771,5156.034,2373.625,6355.598,2582.63,11063.354,2283.398,32924.453,2864.613,14903.304,2471.19
58,5.7,8254.91,2606.244,10618.296,3818.667,7963.189,2272.4,5751.962,2330.012,8402.894,1929.788,11915.015,2617.188,15129.16,2253.24,7342.866,2900.955,5562.234,2456.266,10611.459,1274.443,5169.364,2369.682,6326.696,2582.0,11041.858,2279.628,32858.121,2863.48,14831.0,2464.62
59,5.8,8273.846,2599.128,10628.019,3831.852,7982.978,2272.578,5756.962,2335.637,8412.561,1931.849,11826.072,2615.246,15150.56,2267.4,7335.224,2911.134,5580.484,2454.453,8973.345,886.885,5158.841,2368.659,6326.424,2581.435,11040.965,2280.212,32792.945,2856.253,14776.076,2461.152
60,5.9,8246.59,2601.474,10639.556,3806.778,7940.589,2274.178,5766.987,2346.975,8445.379,1929.636,11828.58,2599.29,15099.4,2267.62,7302.672,2894.328,5569.109,2453.359,10471.623,1284.541,5129.784,2374.761,6321.359,2584.413,11003.788,2275.027,32769.32,2864.12,14728.557,2466.19
61,6.0,8265.795,2594.321,10606.481,3828.815,7954.878,2277.833,5766.913,2338.025,8472.03,1940.439,11819.985,2616.884,15110.42,2271.54,7331.537,2899.164,5568.922,2458.578,10411.082,1274.459,5130.864,2370.534,6315.652,2582.391,10945.761,2277.726,32722.227,2868.813,14673.811,2458.456
62,6.1,8289.538,2603.269,10619.759,3821.907,7970.544,2269.322,5757.625,2346.812,8488.272,1930.758,11809.971,2596.232,15083.6,2273.08,7305.433,2914.134,5562.766,2454.703,8957.328,882.016,5116.761,2372.114,6316.533,2574.435,10963.664,2287.31,32636.826,2866.88,14666.823,2461.342
63,6.2,8280.897,2608.936,10581.111,3827.259,7972.989,2273.267,5760.388,2342.188,8462.47,1637.606,11849.754,2600.087,15066.4,2269.3,7322.284,2904.687,5578.688,2465.547,8878.442,886.689,5101.511,2366.25,6328.348,2574.478,10948.726,2274.292,32625.146,2864.747,14637.367,2459.506
64,6.3,8269.346,2599.539,10814.5,3789.074,7968.889,2272.5,5771.513,2339.45,8464.788,1637.758,11860.536,2607.754,15094.84,2255.94,7310.716,2903.299,5580.219,2459.703,8887.082,886.131,5088.614,2375.693,6313.152,2583.554,10939.407,2282.637,32572.426,2858.32,14589.494,2467.24
65,6.4,8273.41,2598.705,10834.111,3782.074,7966.922,2273.478,5760.837,2330.012,8366.076,1640.136,11818.305,2606.855,15065.04,2224.78,7305.104,2906.94,5595.562,2453.797,8892.065,882.967,5089.693,2369.341,6323.022,2580.543,10934.814,2284.991,32556.973,2864.68,14509.076,2462.24
66,6.5,8262.743,2598.205,10488.296,3876.889,7969.822,2274.544,5773.35,2334.425,8353.454,1642.349,11821.565,2612.898,15071.46,2233.5,7327.88,2910.672,5587.891,2460.594,8864.804,884.311,5069.102,2364.602,6303.717,2586.522,10918.885,2287.398,32498.279,2867.6,14502.114,2463.215
67,6.6,8289.077,2605.615,10466.241,3853.963,7927.222,2273.944,5789.825,2331.337,8421.424,1634.151,11839.971,2608.71,15104.32,2230.38,7304.642,2910.388,5596.047,2457.625,10273.213,1279.639,5048.261,2370.648,6311.37,2576.554,10907.434,2285.876,32503.574,2863.88,14437.329,2456.304
68,6.7,8267.538,2593.359,10717.611,3841.389,7934.189,2280.778,5774.5,2339.925,8397.5,1647.727,11780.015,2607.652,15037.88,2221.0,7315.567,2911.418,5582.234,2452.578,10248.787,1273.229,5039.591,2373.92,6300.565,2586.837,10909.177,2285.434,32506.986,2855.52,14440.38,2459.582
69,6.8,8244.513,2592.551,10814.537,3834.13,7949.3,2285.867,5780.275,2343.975,8388.484,1643.167,11806.695,2595.261,15068.78,2214.0,7286.448,2910.358,5600.0,2443.609,8820.722,887.361,5030.932,2365.17,6302.348,2577.304,10900.655,2282.496,32494.867,2859.56,14406.76,2442.633
70,6.9,8250.692,2595.564,10870.186,3830.148,7946.544,2271.411,5761.0,2337.887,8382.621,1645.697,11451.203,2639.348,15125.24,2218.5,7300.791,2909.373,5615.453,2458.797,10162.524,1277.82,5035.193,2365.568,6283.402,2576.38,10874.956,2283.442,32395.586,2846.947,14335.393,2457.506
71,7.0,8168.923,2595.667,10802.723,3820.0,7935.367,2276.344,5746.788,2333.488,8382.712,1642.424,11505.116,2633.014,15110.48,2229.5,7314.134,2900.612,5600.078,2452.969,8774.049,891.689,5038.341,2365.523,6308.359,2577.022,10893.442,2280.283,32386.387,2857.04,14322.785,2447.608
72,7.1,8087.282,2595.756,10686.223,3783.852,7926.289,2278.978,5752.2,2332.925,8407.879,1930.636,11492.695,2627.739,15132.08,2217.74,7307.627,2896.492,5612.609,2455.953,10185.312,1280.934,5040.557,2356.932,6312.728,2573.402,10871.124,2280.664,32365.027,2852.12,14255.785,2462.165
73,7.2,8020.0,2591.333,10597.63,3865.185,7932.089,2273.4,5755.625,2327.413,8430.061,1941.894,11533.131,2621.029,15161.02,2224.72,7293.239,2902.91,5608.281,2456.031,10197.049,1276.639,5029.386,2361.409,6286.033,2580.739,10845.372,2275.929,32208.387,2808.813,14291.481,2449.342
74,7.3,8031.769,2602.192,10626.314,3858.574,7937.822,2276.011,5744.163,2333.375,8388.939,1634.167,11556.246,2627.275,15189.42,2228.6,7317.478,2905.269,5609.391,2455.109,10199.59,1284.623,5023.5,2375.273,6273.511,2579.12,10815.495,2278.204,32154.039,2804.333,14253.266,2457.608
75,7.4,7978.064,2602.872,10530.444,3816.574,7922.667,2273.522,5743.425,2328.462,8372.318,1645.424,11123.565,2650.058,15202.4,2223.26,7296.955,2903.91,5620.359,2458.078,8533.0,880.311,5021.727,2356.625,6293.565,2571.217,10795.956,2278.018,32132.961,2815.987,14209.658,2465.696
76,7.5,7936.09,2607.526,10458.481,3889.574,7917.778,2274.733,5744.75,2327.512,8414.909,1637.97,11178.725,2660.29,15246.52,2212.96,7283.0,2904.119,5624.031,2454.109,8566.64,878.934,4999.602,2367.227,6295.348,2571.304,10791.628,2280.717,32050.293,2807.453,14187.811,2466.582
77,7.6,7894.564,2631.077,10448.093,3871.574,7940.378,2269.911,5734.962,2338.4,8384.454,1640.727,11196.667,2649.739,15227.68,2223.92,7299.075,2916.134,5586.016,2454.5,8565.0,885.754,4996.75,2371.705,6274.663,2572.565,10792.699,2281.646,32203.119,2836.253,14185.089,2455.582
78,7.7,7706.923,2629.449,10419.019,3854.333,7912.755,2285.944,5739.163,2330.075,8347.621,1640.742,11196.305,2662.319,15275.62,2213.92,7274.896,2904.806,5624.719,2451.359,10194.131,1273.951,5003.114,2360.33,6274.217,2576.522,10786.974,2282.85,31894.693,2801.413,14160.329,2453.924
79,7.8,7554.885,2633.359,10790.277,3835.63,7918.122,2279.933,5754.1,2346.488,8423.637,1928.061,11542.594,2598.739,15255.16,2211.82,7274.418,2910.09,5616.141,2450.938,10204.263,1274.312,4994.989,2361.625,6282.826,2577.402,10780.974,2287.159,31921.787,2800.867,14188.86,2451.342
80,7.9,7524.167,2633.744,10802.37,3834.833,7925.389,2271.833,5746.625,2330.962,8405.849,1929.258,11597.507,2588.493,15253.38,2225.84,7300.373,2920.09,5640.219,2450.062,10206.705,1276.754,4992.523,2365.625,6260.804,2577.576,10750.318,2276.655,31860.586,2804.88,14162.405,2460.051
81,8.0,7692.077,2635.167,10781.593,3833.296,7878.122,2273.333,5765.525,2339.637,8400.651,1932.53,11587.0,2590.449,15252.96,2210.56,7304.716,2909.612,5620.219,2457.359,10185.36,1281.18,4984.966,2364.33,6249.272,2574.761,10802.0,2281.204,31812.533,2797.04,14171.177,2450.114
82,8.1,7947.577,2621.577,10598.648,3873.963,7899.767,2282.289,5756.95,2337.438,8389.288,1929.0,11497.608,2581.304,15211.14,2218.12,7276.925,2901.657,5628.047,2450.516,10226.278,1280.213,4991.602,2366.625,6296.022,2577.554,10771.938,2274.301,32174.107,2837.453,14095.772,2449.924
83,8.2,8227.308,2601.91,10719.037,3884.296,7895.022,2273.744,5739.763,2335.512,8373.137,1929.909,11480.044,2587.594,15160.7,2224.76,7285.209,2911.701,5615.922,2448.266,10226.049,1269.852,4985.216,2370.784,6278.196,2576.685,10771.549,2283.965,32143.014,2824.373,14068.886,2461.823
84,8.3,8509.525,2585.397,10630.37,3823.556,7888.233,2275.4,5766.725,2332.712,8372.591,1934.106,11069.261,2648.478,15096.6,2219.9,7277.702,2910.94,5650.141,2447.25,10225.967,1280.393,4990.75,2368.83,6292.989,2571.446,10729.106,2287.283,32125.641,2827.027,14050.722,2455.532
85,8.4,8616.987,2586.115,10568.723,3871.222,7903.833,2279.289,5764.663,2332.387,8382.742,1923.621,11086.449,2648.971,15079.72,2221.8,7257.194,2913.701,5621.281,2455.0,8667.099,888.164,5004.42,2366.602,6271.772,2580.37,10742.85,2282.938,32083.586,2833.64,14001.0,2449.658
86,8.5,8700.167,2585.923,10823.444,3838.407,7885.211,2268.156,5766.263,2337.125,8369.939,1930.985,11073.493,2656.043,15134.4,2223.52,7258.612,2921.269,5647.812,2451.375,8688.312,885.902,4979.648,2360.92,6266.772,2568.652,10779.628,2288.717,32090.48,2828.133,13946.24,2456.468
87,8.6,8808.115,2578.564,10697.389,3865.611,7880.411,2271.5,5787.163,2330.087,8333.076,1934.273,10964.42,2643.304,15115.94,2223.1,7271.418,2924.836,5642.875,2453.891,8682.606,881.869,4984.58,2364.545,6280.511,2571.641,10772.053,2287.257,32075.268,2830.4,13921.569,2455.215
88,8.7,8869.885,2575.667,10602.593,3894.796,7872.478,2271.8,5802.175,2338.538,8379.863,1637.97,10880.058,2650.043,15150.48,2225.42,7255.702,2912.716,5667.047,2453.922,10246.524,1274.721,4982.239,2363.682,6275.283,2572.185,10783.664,2282.0,32050.973,2828.507,13934.253,2453.114
89,8.8,8906.667,2574.936,10565.093,3942.315,7868.189,2269.9,5788.513,2336.788,8357.772,1644.273,11275.435,2611.754,15213.72,2210.7,7250.254,2906.746,5654.953,2444.656,8766.885,886.607,4965.659,2364.523,6277.457,2575.098,10772.15,2284.301,32042.174,2820.72,13955.76,2442.126
90,8.9,8928.436,2568.744,10823.352,3939.944,7891.022,2270.733,5815.487,2334.75,8413.772,1637.061,11194.42,2618.073,15247.88,2214.02,7273.716,2907.373,5670.312,2443.281,10042.508,1280.361,4977.409,2360.193,6254.304,2574.185,10793.858,2283.956,32021.732,2826.733,13936.684,2459.316
91,9.0,8903.025,2570.308,10848.87,3973.389,7882.844,2281.022,5806.163,2330.2,8355.288,1647.106,11200.855,2620.348,15284.74,2217.96,7263.075,2921.896,5670.875,2448.562,10190.804,1280.049,4952.568,2357.443,6269.75,2573.728,10820.841,2279.85,32018.746,2823.16,13903.431,2451.392
92,9.1,8909.27,2564.051,10863.667,3946.0,7845.8,2277.2,5812.175,2332.95,8374.454,1643.061,11152.638,2626.638,15277.88,2205.94,7244.925,2914.224,5672.422,2449.719,8482.655,889.607,4963.091,2357.443,6274.793,2565.217,10813.54,2286.611,31988.6,2832.347,13876.266,2460.215
93,9.2,8905.205,2570.026,10869.833,3953.704,7870.033,2277.989,5819.775,2337.337,8323.061,1322.091,11131.392,2619.638,15321.42,2216.88,7246.12,2906.03,5662.172,2453.672,8622.328,887.213,4940.841,2348.375,6234.13,2565.25,10812.61,2283.938,32031.893,2813.813,13887.393,2453.772
94,9.3,8921.705,2571.936,10728.944,3956.87,7860.611,2278.667,5828.638,2335.988,8335.167,1318.606,11053.913,2624.87,15301.94,2215.54,7230.851,2907.0,5661.469,2455.641,8472.082,890.787,4951.114,2350.17,6252.402,2570.38,10831.876,2289.23,32019.08,2812.493,13928.848,2458.24
95,9.4,8893.103,2559.461,10894.148,3879.407,7854.933,2278.956,5832.062,2327.762,8359.091,1311.576,11055.275,2616.667,15345.7,2219.72,7224.806,2912.687,5670.078,2447.5,9856.606,1278.41,4953.08,2354.864,6256.25,2578.554,10803.372,2284.018,31827.533,2826.013,13854.38,2452.354
96,9.5,8906.897,2563.244,10900.777,3885.407,7833.467,2275.989,5840.85,2341.0,8336.212,1315.576,11044.333,2615.565,15367.08,2220.64,7237.687,2910.478,5676.703,2458.25,9780.41,1277.115,4932.693,2352.295,6240.739,2579.054,10758.266,2284.876,31900.893,2811.893,13879.215,2449.19
97,9.6,8887.423,2551.256,10857.796,3863.259,7844.967,2273.344,5837.525,2329.725,8319.818,1314.5,11029.044,2613.623,15415.36,2202.14,7207.94,2900.821,5664.547,2446.281,8316.524,885.557,4942.432,2357.011,6226.772,2570.0,10784.469,2281.92,31924.227,2814.2,13854.102,2450.709
98,9.7,8677.91,2581.551,10848.648,3878.167,7844.733,2274.1,5822.05,2341.663,8309.818,1314.424,10984.928,2623.638,15381.7,2231.84,7234.642,2909.06,5661.688,2452.031,8187.721,890.771,4936.807,2360.261,6230.674,2571.152,10774.77,2276.0,31868.254,2811.693,13851.025,2458.721
99,9.8,8899.936,2559.205,10830.648,3869.241,7814.355,2272.622,5866.15,2324.738,8134.015,1004.955,10901.812,2614.725,15366.06,2209.94,7213.478,2902.134,5677.984,2450.375,8065.803,888.18,4931.943,2359.045,6218.62,2570.174,10770.54,2282.743,31812.707,2815.493,13917.24,2453.203
100,9.9,8894.372,2550.128,10914.852,3899.37,7809.478,2280.489,5825.688,2335.837,8222.424,1004.758,11273.318,2587.406,15387.94,2223.3,7255.687,2900.224,5672.016,2441.797,7926.049,885.574,4932.42,2354.659,6218.967,2570.565,10757.619,2280.619,31784.547,2808.133,13874.354,2454.886
101,10.0,8893.218,2556.192,11212.186,4018.5,7813.4,2276.311,5842.562,2336.938,8192.091,680.515,11248.044,2586.449,15423.74,2216.4,7236.403,2900.478,5684.219,2455.875,10368.147,1714.951,4940.511,2357.182,6205.891,2566.467,10731.009,2287.77,31774.867,2807.427,13886.924,2456.101
102,10.1,8915.718,2559.526,11175.759,3999.685,7809.255,2276.0,5815.075,2344.225,8251.651,1003.227,11268.362,2587.0,15388.46,2214.84,7231.463,2910.433,5673.203,2438.781,7787.197,891.492,4906.773,2356.034,6184.674,2562.989,10722.372,2283.257,31776.947,2813.973,13906.582,2448.646
103,10.2,8898.013,2554.577,10732.148,3848.63,7802.033,2270.944,5820.025,2328.85,8240.984,1013.0,11229.71,2587.594,15426.92,2213.02,7225.791,2886.239,5687.0,2438.031,7735.672,883.803,4910.443,2350.841,6204.293,2567.533,10710.505,2285.31,31817.199,2815.213,13900.354,2447.468
104,10.3,8895.385,2553.397,10311.037,3976.407,7793.678,2286.167,5835.475,2334.6,8243.272,1007.742,10842.782,2605.377,15383.32,2207.92,7202.627,2905.776,5679.891,2443.438,10280.295,1703.0,4911.966,2357.761,6190.272,2580.109,10713.682,2282.168,31729.199,2800.693,13876.393,2446.329
105,10.4,8902.654,2558.115,10387.37,3974.611,7811.611,2281.933,5834.325,2327.75,8194.561,677.515,10935.231,2629.087,15354.38,2214.9,7161.597,2910.94,5688.188,2448.469,10241.164,1712.066,4889.148,2356.011,6207.717,2571.065,10704.495,2286.248,31739.053,2815.653,13914.519,2447.544
106,10.5,8901.397,2553.397,10374.944,3973.444,7786.933,2279.411,5852.5,2331.0,8196.879,685.833,10962.928,2614.739,15366.68,2211.68,7211.373,2914.119,5701.938,2445.219,10235.836,1708.738,4878.17,2356.83,6212.772,2556.0,10684.089,2289.991,31662.066,2812.053,13901.937,2447.19
107,10.6,8894.103,2558.821,10441.889,3989.5,7782.433,2282.022,5838.237,2335.9,8163.591,681.924,10954.855,2623.652,15283.94,2210.26,7205.313,2901.672,5728.797,2434.812,10231.345,1712.754,4868.932,2353.25,6179.359,2562.098,10721.495,2284.265,31747.227,2813.267,13909.431,2447.506
108,10.7,8922.757,2558.577,10460.074,4010.926,7763.5,2276.822,5833.75,2325.5,8151.0,683.258,10963.362,2611.449,15244.16,2221.66,7204.478,2915.627,5707.297,2435.109,10191.558,1706.738,4881.659,2350.943,6183.359,2566.761,10658.902,2286.372,31664.52,2806.24,13870.189,2448.696
109,10.8,8883.564,2559.526,10898.556,3928.426,7761.611,2278.933,5856.962,2324.637,8233.272,679.045,10962.812,2617.609,15294.7,2230.56,7200.403,2913.478,5718.953,2443.734,10227.754,1703.672,4882.58,2352.193,6176.293,2567.402,10685.044,2282.354,31548.533,2812.027,13883.393,2441.949
110,10.9,8863.846,2555.333,10963.37,3935.519,7750.189,2275.211,5852.462,2332.613,8213.288,680.985,10945.449,2608.565,15234.88,2221.6,7210.896,2906.567,5712.297,2439.828,10235.935,1708.721,4880.864,2351.784,6177.272,2577.826,10669.044,2286.788,31535.053,2806.853,13886.747,2439.886
111,11.0,8881.525,2545.359,10896.296,3960.389,7756.711,2281.622,5880.875,2320.65,8154.833,677.879,10921.275,2608.652,15199.26,2210.8,7220.88,2911.119,5731.094,2445.984,10215.328,1702.771,4886.716,2356.125,6169.87,2566.826,10674.266,2284.602,31485.92,2798.627,13884.684,2445.646
112,11.1,8882.705,2558.679,10868.481,3955.296,7752.533,2277.622,5868.0,2331.913,8190.939,1005.561,10890.159,2609.102,15197.02,2224.86,7215.478,2911.955,5715.5,2440.109,10182.508,1709.197,4889.75,2355.739,6176.065,2566.467,10674.062,2286.088,31459.693,2809.827,13904.62,2449.456
113,11.2,8893.718,2556.295,10837.87,3950.667,7740.667,2283.611,5861.587,2327.413,8242.288,1004.333,10882.898,2601.942,15170.16,2205.8,7195.851,2900.433,5728.234,2446.984,10162.869,1706.541,4882.773,2356.716,6173.728,2559.13,10670.15,2291.398,31483.334,2802.0,13919.962,2441.203
114,11.3,8670.667,2577.564,10864.593,3938.37,7740.056,2275.967,5880.925,2323.913,8241.637,1007.0,10862.769,2616.623,15170.72,2212.68,7212.582,2911.075,5742.203,2449.328,10172.819,1702.344,4874.795,2346.443,6200.815,2566.217,10682.514,2285.115,31454.68,2807.0,13899.152,2440.684
115,11.4,8664.218,2567.718,10808.444,3937.167,7707.989,2276.889,5871.0,2326.962,8225.561,1003.636,10806.159,2608.014,15149.6,2216.14,7220.791,2907.284,5742.797,2443.156,10203.164,1700.738,4892.295,2349.489,6190.902,2564.522,10690.142,2283.673,31383.707,2804.373,13913.772,2439.861
116,11.5,8624.872,2578.667,10773.704,3938.296,7719.878,2279.211,5878.925,2321.4,8208.728,1004.773,10811.841,2603.493,15131.7,2210.9,7198.955,2906.448,5740.031,2444.328,10172.36,1711.787,4868.125,2349.67,6182.837,2561.0,10683.717,2284.221,31362.359,2803.067,13913.278,2440.608
117,11.6,8668.346,2567.321,10815.463,3928.963,7759.245,2271.967,5891.25,2335.1,8172.091,1000.818,10775.29,2608.493,15107.84,2210.44,7201.537,2899.851,5746.516,2434.078,9373.787,1273.951,4867.341,2351.386,6186.543,2568.652,10685.0,2284.009,31346.574,2809.72,13905.76,2445.57
118,11.7,8667.73,2579.308,10765.167,3920.37,7745.133,2273.033,5895.913,2338.8,8136.894,1324.076,10770.087,2598.841,15126.06,2220.36,7191.94,2908.179,5743.781,2436.922,9385.459,1274.377,4892.102,2357.477,6195.359,2571.478,10664.363,2287.363,31293.721,2797.88,13901.253,2447.949
119,11.8,8651.333,2580.961,10766.833,3944.093,7718.4,2280.433,5886.375,2323.087,8126.151,1334.621,10762.971,2601.797,15161.54,2210.26,7179.731,2894.761,5733.406,2440.297,9427.655,1279.361,4880.659,2354.489,6193.543,2560.283,10673.575,2278.292,31236.48,2804.627,13893.24,2451.013
120,11.9,8644.18,2570.308,10749.444,3955.315,7694.578,2279.711,5897.513,2325.45,8111.379,1337.151,10730.898,2587.594,15158.88,2211.08,7177.97,2903.881,5719.859,2436.531,9469.065,1278.0,4880.511,2358.455,6176.978,2569.293,10686.522,2282.142,31256.094,2808.36,13866.696,2427.392
121,12.0,8642.962,2570.321,10712.111,3944.963,7700.322,2277.256,5912.025,2332.675,8091.258,1325.515,10733.392,2608.536,15196.46,2208.64,7156.761,2922.343,5728.625,2442.125,9432.787,1281.393,4877.477,2345.227,6159.924,2564.576,10699.726,2282.894,31229.707,2796.667,13881.531,2442.114
122,12.1,8637.18,2579.821,10732.407,3951.852,7689.444,2271.522,5911.538,2321.738,8064.394,1335.712,10716.044,2609.073,15169.92,2217.74,7188.925,2900.776,5730.625,2443.625,9472.737,1280.082,4872.159,2350.125,6142.435,2567.359,10681.23,2275.858,31232.506,2796.027,13844.772,2442.835
123,12.2,8632.257,2570.397,10687.463,3951.926,7673.311,2277.767,5895.9,2332.65,8196.076,1642.424,10727.551,2608.087,15086.64,2210.04,7145.761,2894.06,5725.203,2438.75,9470.213,1279.344,4856.25,2347.33,6159.533,2573.478,10713.398,2276.761,31216.027,2797.467,13825.607,2441.215
124,12.3,8618.705,2574.436,10653.814,3933.407,7659.611,2281.611,5881.25,2333.762,8214.394,1635.53,10768.015,2610.464,15097.96,2220.36,7145.358,2902.03,5706.688,2434.078,9524.131,1280.59,4853.557,2359.193,6135.478,2563.946,10679.469,2278.584,31174.627,2798.32,13794.494,2441.911
125,12.4,8638.436,2566.961,10620.777,3921.278,7632.433,2279.233,5907.975,2335.325,8166.106,1642.909,10716.072,2609.29,15089.02,2210.2,7177.209,2899.776,5704.281,2431.859,9567.377,1278.984,4857.636,2345.807,6137.62,2563.728,10679.93,2279.699,31108.066,2797.493,13744.646,2434.557
126,12.5,8629.654,2569.09,10569.796,3931.407,7623.4,2270.967,5898.7,2331.5,8126.121,1639.924,10716.29,2600.13,15099.68,2204.78,7145.03,2906.552,5674.469,2438.5,9594.328,1271.574,4861.284,2353.943,6132.902,2565.348,10661.717,2283.894,31106.721,2797.04,13791.798,2443.747
127,12.6,8632.5,2566.923,10582.852,3932.111,7638.378,2286.267,5915.188,2335.925,8160.439,1930.712,10724.145,2599.855,15040.72,2216.0,7166.0,2906.612,5685.969,2443.234,9589.312,1281.016,4854.034,2349.591,6121.38,2566.543,10677.885,2283.035,31077.346,2793.493,13724.025,2436.076
128,12.7,8630.423,2572.487,10587.759,3949.796,7663.511,2277.978,5897.025,2331.875,8167.833,1928.197,10785.29,2601.609,15023.68,2211.9,7147.672,2897.269,5696.203,2437.719,9630.804,1280.951,4862.989,2348.08,6150.457,2562.554,10642.584,2284.035,31098.812,2784.04,13735.519,2441.342
129,12.8,8638.346,2573.282,10599.277,3941.704,7626.989,2284.033,5892.4,2331.387,8101.576,1638.424,10742.971,2599.319,15022.08,2213.98,7154.522,2903.612,5661.688,2438.812,9659.787,1279.754,4834.045,2355.42,6130.054,2557.717,10630.044,2283.628,31111.066,2786.48,13744.734,2432.785
130,12.9,8653.308,2564.039,10597.148,3951.537,7625.444,2276.878,5872.062,2335.913,8174.0,1927.818,10728.754,2596.725,15000.24,2202.78,7169.224,2901.881,5666.391,2437.719,9632.722,1278.869,4835.625,2348.125,6137.587,2558.076,10604.752,2271.159,31026.854,2796.027,13724.38,2434.316
131,13.0,8624.282,2577.859,10567.056,3946.815,7625.922,2280.145,5873.013,2329.512,8146.091,1927.212,10710.449,2595.754,14962.48,2217.02,7166.388,2894.522,5694.172,2427.031,9641.541,1277.705,4835.148,2360.284,6134.522,2557.38,10577.77,2283.062,30949.48,2783.827,13746.405,2440.62
132,13.1,8621.192,2570.897,10578.074,3936.333,7620.7,2281.145,5860.438,2331.25,8149.818,1927.061,10662.479,2609.043,14984.22,2212.16,7165.985,2900.269,5660.672,2438.359,9698.41,1280.902,4842.841,2354.557,6124.348,2563.076,10595.018,2279.912,30948.613,2782.4,13730.24,2431.633
