Index,Time (s) Adjusted,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series004_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series004_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series006_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series006_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop002_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop002_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series020_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series020_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series022_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series022_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series026_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series026_Crop001_GCamP_Results_260123_Mean2
452,45.1,10223.278,2491.262,13301.054,2433.0,15029.972,2759.428,15832.569,2544.323,16889.574,2292.511,12739.083,2527.944,12264.204,2455.841,17806.826,2608.594,9522.694,2373.986,14897.229,2192.042,14256.148,2190.111,13394.754,2187.719,14179.048,2181.81,6527.879,2148.341,16860.459,2172.167,12650.532,2138.66
453,45.2,10151.426,2483.82,13180.973,2445.324,15031.629,2757.114,15788.369,2541.062,16678.064,2279.255,12677.75,2543.0,12197.341,2465.386,17706.537,2616.102,9498.875,2374.333,14813.875,2197.0,14126.944,2196.981,13287.859,2181.176,14106.635,2173.286,6519.78,2146.736,16822.916,2166.646,12553.426,2151.489
454,45.3,10174.278,2494.213,13076.189,2449.784,14950.8,2766.943,15741.861,2537.831,16528.701,2289.872,12683.277,2530.778,12158.796,2468.045,17560.637,2615.406,9464.277,2378.347,14785.938,2185.323,14067.87,2192.611,13221.771,2186.421,14041.413,2168.651,6504.725,2141.967,16785.562,2179.625,12510.617,2153.277
455,45.4,10130.59,2487.59,12656.027,2454.784,14925.343,2775.286,15686.292,2546.323,16372.915,2285.511,12621.361,2538.167,12123.522,2464.75,17467.609,2621.073,9428.361,2367.097,14746.698,2187.208,13923.223,2195.37,13172.333,2185.351,13925.19,2179.428,6478.835,2142.835,16733.584,2175.458,12392.17,2143.447
456,45.5,10087.278,2489.541,12567.676,2437.162,14889.914,2758.286,15569.477,2548.985,16265.659,2290.383,12604.027,2533.056,12107.932,2471.409,17332.957,2595.232,9391.111,2366.875,14684.302,2190.458,13903.593,2187.463,13092.28,2186.526,13829.841,2173.016,6458.583,2145.461,16657.896,2170.167,12376.745,2147.638
457,45.6,10065.737,2489.147,12505.648,2440.432,14928.857,2767.8,15544.831,2536.585,16079.489,2275.277,12546.889,2543.083,12038.478,2458.818,17241.754,2612.797,9341.458,2376.514,14614.812,2191.177,13783.907,2197.167,13047.965,2186.404,13776.365,2174.746,6463.539,2146.033,16579.584,2181.708,12343.639,2147.638
458,45.7,10017.426,2488.754,12435.676,2448.135,14806.028,2765.514,15439.0,2540.723,15970.149,2274.149,12489.723,2532.722,11981.432,2451.568,17139.16,2617.246,9329.194,2366.861,14552.614,2189.688,13741.686,2195.907,12993.263,2185.316,13741.825,2179.81,6452.505,2143.561,16625.334,2182.562,12251.234,2141.34
459,45.8,10005.033,2487.115,12387.243,2444.243,14764.086,2774.457,15393.23,2547.585,15842.745,2276.468,12489.167,2544.167,11965.363,2466.136,16988.463,2603.696,9271.819,2382.736,14543.917,2192.354,13504.686,2197.019,12931.597,2186.684,13657.952,2173.381,6435.846,2138.594,16604.938,2175.354,12198.809,2146.234
460,45.9,10011.819,2486.426,12298.271,2435.649,14754.086,2767.029,15358.954,2545.323,15648.085,2288.404,12456.277,2545.639,11926.182,2474.932,16896.695,2613.797,9220.861,2369.431,14480.875,2187.688,13402.686,2195.037,12869.193,2177.579,13623.937,2176.651,6428.385,2141.846,16583.75,2183.75,12160.276,2154.042
461,46.0,9984.033,2493.672,12221.648,2448.676,14786.629,2775.914,15237.615,2537.077,15494.489,2287.83,12373.361,2530.917,11872.682,2465.977,16737.652,2612.391,9180.542,2376.306,14412.938,2187.76,13371.926,2197.944,12855.176,2186.895,13554.904,2172.365,6418.077,2139.55,16500.666,2178.188,12092.766,2147.979
462,46.1,9979.983,2498.606,12197.459,2451.865,14417.4,2709.6,15185.154,2545.523,15406.702,2297.319,12320.75,2539.306,11796.454,2460.295,16625.537,2600.725,9130.277,2361.069,14351.552,2187.104,13317.833,2192.148,12822.685,2185.281,13456.556,2179.841,6417.517,2151.242,16493.104,2187.375,12048.361,2146.085
463,46.2,9938.345,2485.344,12172.648,2447.513,14440.6,2717.829,15098.431,2537.631,15266.043,2290.298,12301.75,2534.667,11770.113,2460.773,16550.869,2602.986,9097.681,2369.292,14299.854,2188.271,13239.963,2199.426,12763.053,2189.93,13428.667,2166.524,6406.495,2143.956,16453.209,2191.479,11994.617,2151.042
464,46.3,9932.885,2487.131,12111.648,2449.432,14797.743,2786.029,15007.831,2542.046,15142.702,2285.681,12304.333,2546.333,11758.137,2469.091,16437.666,2602.362,9051.139,2368.125,14268.5,2192.344,13204.463,2191.148,12700.123,2175.526,13068.0,2175.032,6411.231,2138.857,16418.354,2178.25,11978.043,2144.085
465,46.4,9912.295,2485.541,12037.108,2457.432,14506.6,2716.486,14882.692,2548.508,15005.681,2274.936,12278.723,2535.389,11737.318,2458.545,16357.479,2606.681,9014.958,2361.569,14193.302,2191.688,13187.37,2203.389,12641.351,2187.298,13052.556,2167.476,6379.857,2146.088,16369.229,2180.229,11933.724,2140.574
466,46.5,9858.705,2493.295,12017.595,2445.892,14545.714,2709.829,14767.308,2544.323,14948.532,2290.064,12257.417,2536.833,11702.387,2464.5,16267.782,2596.826,9001.598,2372.111,14188.771,2185.354,13065.314,2202.611,12633.315,2188.947,12971.127,2169.603,6372.835,2136.802,16333.229,2182.771,11886.255,2142.596
467,46.6,9823.771,2490.541,11921.729,2456.703,14528.114,2717.6,14968.062,2520.769,14810.043,2283.872,12253.194,2534.917,11691.25,2471.932,16115.782,2588.478,8977.833,2369.833,14120.573,2187.51,13057.444,2198.241,12587.035,2187.123,12940.143,2175.175,6361.626,2141.506,16325.375,2176.833,11823.191,2146.426
468,46.7,9817.819,2486.541,11924.676,2457.622,14574.629,2716.428,14941.292,2525.185,14663.639,2281.106,12195.723,2533.944,11661.591,2460.614,16026.449,2599.217,8646.764,2398.111,14073.823,2184.792,13024.686,2196.926,12495.947,2181.438,12879.365,2174.778,6358.912,2144.89,16292.104,2182.854,11778.191,2145.021
469,46.8,9789.754,2492.394,11885.378,2452.297,14581.485,2714.171,14918.831,2531.585,14601.894,2275.851,12172.527,2537.583,11619.228,2463.614,15969.682,2608.942,8894.583,2364.361,14035.531,2183.49,12943.074,2200.981,12465.438,2186.596,12844.286,2167.556,6356.539,2140.967,16278.875,2180.708,11742.979,2161.702
470,46.9,9807.229,2486.541,11831.243,2441.162,14524.4,2706.428,14816.6,2528.954,14516.361,2279.042,12132.444,2535.0,11575.659,2465.432,15875.725,2596.797,8893.223,2359.861,14019.542,2184.625,12949.314,2185.574,12465.158,2188.474,12793.746,2174.857,6339.67,2147.714,16256.5,2181.5,11714.085,2147.426
471,47.0,9839.918,2482.639,11749.946,2448.568,14507.172,2714.286,14832.523,2519.261,14421.404,2288.085,12090.694,2535.694,11530.613,2464.091,15764.884,2606.435,8848.319,2367.944,13991.833,2186.135,12877.13,2203.815,12420.667,2184.79,12777.556,2165.238,6329.055,2140.912,16178.708,2185.0,11655.128,2142.17
472,47.1,9839.049,2496.525,11720.648,2436.351,14546.257,2715.114,14767.846,2517.108,14312.511,2285.042,11654.944,2515.722,11506.932,2475.818,15693.869,2614.116,8844.444,2363.625,13987.448,2189.146,12834.204,2196.741,12367.842,2189.579,12736.952,2164.794,6346.044,2142.681,16183.542,2181.833,11618.149,2135.66
473,47.2,9778.59,2486.312,11696.595,2432.432,14501.314,2703.114,14686.907,2519.831,14212.043,2285.319,11649.723,2517.583,11581.796,2445.705,15638.594,2600.812,8560.958,2399.389,13926.688,2192.188,12815.981,2201.037,12332.947,2187.088,12664.143,2169.206,6346.912,2145.417,16163.021,2181.417,11583.341,2159.042
474,47.3,9756.0,2489.574,11684.865,2437.594,14467.286,2732.914,14654.107,2521.785,13918.851,2305.362,11659.973,2503.722,11595.068,2447.909,15580.145,2603.696,8536.236,2405.778,13880.448,2189.073,12826.833,2198.241,12304.842,2190.438,12658.777,2166.206,6332.143,2134.659,16082.438,2175.688,11551.915,2153.447
475,47.4,9778.524,2479.049,11637.729,2442.649,14435.629,2721.143,14553.4,2520.692,13866.106,2290.213,11607.639,2508.167,11561.796,2431.023,15501.913,2603.942,8498.973,2394.625,13852.979,2186.688,12746.463,2206.463,12253.053,2184.123,12571.825,2182.508,6317.363,2144.78,16107.396,2176.938,11524.021,2135.128
476,47.5,9742.541,2492.606,11572.216,2438.081,14423.543,2718.114,14500.585,2520.323,13774.681,2290.915,11632.473,2506.444,11563.022,2436.25,15454.71,2599.667,8478.111,2395.875,13839.333,2185.552,12706.777,2209.389,12267.509,2182.491,12539.143,2173.778,6321.0,2141.494,16050.771,2179.25,11520.468,2144.128
477,47.6,9745.0,2485.721,11533.378,2438.973,14345.942,2713.771,15163.77,2536.846,13703.021,2306.766,11570.973,2516.028,11511.159,2448.227,15403.608,2602.551,8459.833,2388.583,13824.614,2189.979,12698.13,2203.852,12214.211,2182.193,12537.286,2179.254,6329.044,2140.308,16004.625,2175.5,11438.511,2153.511
478,47.7,9711.147,2492.197,11565.378,2430.919,14306.343,2712.229,15085.093,2538.185,13678.787,2305.042,11579.306,2504.361,11509.75,2447.864,15320.145,2606.073,8493.111,2389.125,13765.396,2186.76,12705.833,2210.963,12217.28,2182.614,12499.35,2172.254,6322.846,2139.176,15948.958,2174.917,11450.787,2134.106
479,47.8,9722.508,2483.262,11592.648,2446.784,14235.371,2715.286,15021.477,2549.938,13572.979,2296.447,11518.833,2500.722,11442.887,2442.0,15131.029,2597.42,8456.042,2397.681,13527.0,2177.615,12611.481,2208.259,12140.667,2179.579,12502.857,2171.286,6308.626,2141.78,15985.812,2174.917,11397.106,2138.021
480,47.9,9771.278,2486.738,11492.757,2442.487,14265.058,2723.829,14930.323,2532.062,13528.979,2297.936,11608.25,2515.056,11495.046,2454.409,15080.739,2599.464,8424.375,2395.778,13539.208,2175.833,12631.556,2200.63,12139.667,2177.684,12453.063,2169.492,6297.473,2143.681,15874.625,2180.042,11377.468,2143.426
481,48.0,9749.524,2491.803,11459.459,2440.622,14217.143,2708.371,14851.677,2534.539,13449.681,2295.617,11555.639,2502.833,11459.704,2452.864,15057.608,2601.812,8412.542,2396.569,13494.646,2177.042,12572.574,2198.333,12101.315,2173.438,12466.127,2170.968,6292.505,2147.659,15917.812,2183.125,11308.809,2149.723
482,48.1,9735.246,2483.394,11446.271,2430.27,14168.2,2703.657,14776.938,2534.692,13689.511,2281.766,11514.527,2509.806,11429.704,2441.977,14989.841,2596.913,8429.806,2392.194,13447.052,2180.073,12497.37,2196.648,12108.526,2193.912,12423.429,2168.349,6305.077,2142.198,15831.604,2180.875,11313.617,2145.958
483,48.2,9683.705,2490.115,11408.757,2434.703,14062.086,2722.686,14946.523,2521.908,13641.553,2275.553,11487.917,2521.028,11394.637,2448.727,14933.884,2588.898,8399.375,2402.889,13463.552,2173.833,12469.963,2193.63,12067.158,2183.79,12401.683,2173.857,6293.483,2138.077,15830.875,2177.646,11167.937,2151.34
484,48.3,9720.181,2485.557,11402.216,2438.757,14078.028,2728.286,14922.954,2523.261,13608.319,2280.34,11489.694,2519.278,11397.409,2435.614,14923.725,2596.797,8388.917,2395.556,13420.427,2174.729,12415.537,2195.259,12056.93,2192.438,12308.333,2173.937,6297.341,2145.099,15873.812,2185.021,11178.319,2145.553
485,48.4,9670.672,2485.967,11429.027,2440.297,14015.114,2722.371,14901.754,2520.739,13560.234,2259.468,11478.777,2520.611,11386.75,2447.0,15057.71,2580.435,8397.694,2398.861,13361.364,2176.292,12346.426,2188.111,12023.93,2192.105,12315.19,2173.206,6295.0,2142.692,15856.479,2178.458,11297.021,2141.766
486,48.5,9683.901,2487.754,11374.243,2423.0,13925.771,2717.057,14848.631,2520.261,13544.574,2277.277,11497.223,2509.611,11400.296,2435.409,15027.275,2580.464,8390.014,2400.583,13382.469,2179.771,12320.593,2201.167,12033.912,2186.018,12275.238,2180.54,6302.11,2144.253,15756.104,2173.646,11275.957,2139.319
487,48.6,9687.181,2485.066,11393.919,2429.513,13867.058,2711.886,14839.077,2525.508,13509.149,2270.617,11481.639,2528.667,11381.0,2445.273,15005.797,2580.913,8380.083,2394.833,13333.938,2174.74,12310.037,2196.019,11989.07,2183.982,12298.587,2179.587,6296.143,2142.0,15813.917,2169.271,11256.021,2144.383
488,48.7,9661.0,2481.0,11333.729,2426.243,13835.886,2718.371,14842.6,2522.831,13439.83,2275.915,11482.056,2519.0,11389.728,2432.523,14946.623,2579.725,8367.0,2391.833,13355.094,2173.396,12230.963,2205.574,11995.211,2182.684,12220.587,2167.365,6297.352,2145.099,15797.667,2163.75,11237.617,2151.042
489,48.8,9643.115,2472.0,11312.189,2440.568,13807.086,2707.543,14788.308,2509.108,13407.702,2278.277,11506.25,2516.639,11407.568,2449.023,14922.667,2575.841,8383.194,2400.569,13340.219,2177.219,12267.741,2202.5,11946.07,2183.368,12192.523,2173.159,6273.978,2138.352,15818.375,2179.229,11163.766,2146.809
490,48.9,9645.033,2491.361,11256.135,2448.27,13724.429,2711.743,14758.446,2523.877,13382.553,2283.511,11550.806,2509.583,11440.387,2446.205,14887.682,2572.522,8362.139,2387.083,13298.708,2182.052,12192.148,2198.759,11910.333,2177.965,12191.111,2176.778,6285.813,2140.396,15718.75,2169.792,10967.341,2133.404
491,49.0,9612.181,2477.688,11238.567,2446.757,13665.286,2726.114,14725.815,2508.123,13320.085,2283.83,11509.306,2515.139,11390.296,2432.705,14831.058,2590.174,8355.083,2394.722,13280.812,2174.656,12186.87,2201.574,11938.842,2192.0,12147.396,2175.143,6292.363,2140.253,15736.396,2169.375,10954.426,2132.255
492,49.1,9640.082,2489.803,11226.433,2443.568,13652.942,2718.0,14701.046,2513.261,13324.702,2273.213,11549.194,2496.611,11427.0,2431.682,14783.231,2588.073,8361.806,2392.708,13259.333,2176.469,12172.259,2199.852,11921.562,2178.684,12112.206,2174.206,6287.286,2138.385,15693.562,2166.646,10909.191,2141.064
493,49.2,9615.901,2491.918,11188.757,2435.865,13573.028,2711.2,14668.692,2523.6,13298.681,2273.723,11550.473,2514.639,11431.637,2446.886,14779.826,2590.826,8387.473,2407.972,13241.646,2174.0,12163.741,2212.037,11872.403,2182.123,12101.444,2173.698,6268.78,2139.011,15655.625,2175.833,10927.213,2139.277
494,49.3,9566.312,2486.197,11141.0,2430.865,13566.543,2715.943,14669.262,2520.246,13250.341,2267.958,11599.917,2514.333,11479.659,2453.409,14749.623,2579.565,8356.194,2392.861,13228.948,2175.406,12154.389,2198.222,11872.053,2186.193,12080.27,2173.476,6263.593,2141.253,15693.062,2169.896,10920.83,2141.404
495,49.4,9598.688,2488.672,11167.676,2440.73,13452.058,2734.257,14573.615,2520.385,13203.489,2276.66,11604.639,2519.889,11468.659,2449.182,14714.769,2583.391,8336.389,2395.389,13204.739,2182.26,12107.777,2202.63,11847.544,2191.737,12025.984,2172.825,6242.539,2145.341,15673.875,2173.104,10913.659,2137.468
496,49.5,9593.131,2495.492,11170.567,2442.757,13391.172,2724.229,14564.016,2515.169,13163.17,2275.17,11588.056,2524.556,11456.954,2446.068,14701.725,2581.377,8326.348,2396.347,13169.021,2175.896,12095.833,2201.815,11850.141,2189.719,12070.159,2172.143,6266.945,2140.154,15665.875,2175.75,10893.234,2137.532
497,49.6,9607.442,2475.394,11083.459,2440.676,13396.028,2709.486,14482.262,2509.523,13180.149,2282.596,11561.333,2515.389,11458.728,2446.182,14643.971,2587.913,8347.458,2404.194,13161.833,2170.385,12088.333,2192.944,11855.403,2180.579,12041.46,2181.794,6248.055,2143.857,15640.729,2185.271,10845.639,2123.298
498,49.7,9581.345,2486.098,11108.297,2451.594,13311.114,2715.029,14414.046,2515.415,13098.511,2277.83,11584.194,2509.25,11486.091,2445.75,14598.435,2585.406,8352.402,2397.681,13152.427,2173.021,12048.333,2197.537,11808.298,2187.614,12013.889,2176.762,6270.659,2140.703,15565.667,2184.708,10860.894,2129.638
499,49.8,9567.131,2491.754,11112.135,2434.378,13013.942,2645.657,14318.569,2515.662,13086.702,2278.638,11549.5,2515.306,11446.296,2447.114,14597.449,2592.739,8298.208,2390.347,13122.989,2173.427,12059.186,2187.611,11812.246,2183.263,12002.444,2177.413,6276.11,2133.297,15569.167,2165.917,10860.255,2141.958
500,49.9,9566.983,2487.672,11062.081,2448.487,12958.314,2648.2,14283.369,2519.431,13051.809,2281.17,11531.306,2517.5,11462.841,2450.841,14565.652,2584.884,8295.069,2395.389,13128.864,2185.271,12057.019,2191.722,11766.667,2191.21,11987.604,2172.111,6248.319,2136.934,15620.708,2168.5,10825.404,2136.894
501,50.0,9549.246,2476.18,11019.784,2431.216,12909.771,2648.114,14229.938,2521.4,12760.809,2290.745,11581.277,2511.083,11511.546,2453.136,14533.942,2587.58,8259.902,2392.056,13118.479,2181.385,12018.223,2201.5,11775.158,2184.544,11953.35,2175.175,6255.385,2139.472,15542.812,2173.917,10777.085,2143.723
502,50.1,9559.918,2481.066,11007.486,2437.676,12881.114,2673.114,14119.723,2507.846,12750.617,2299.362,11550.417,2506.028,11480.613,2436.136,14498.58,2588.232,8315.931,2393.611,13098.136,2170.365,11988.593,2202.815,11742.211,2192.632,11913.857,2174.984,6260.055,2143.824,15520.833,2170.646,10826.787,2139.66
503,50.2,9582.213,2486.705,10992.514,2428.432,12854.886,2653.457,14898.569,2521.246,12759.255,2290.702,11597.361,2507.556,11545.022,2446.727,14490.348,2582.478,8276.625,2394.486,13106.636,2173.146,11993.574,2194.296,11728.07,2183.263,11887.873,2167.238,6256.209,2140.319,15528.792,2180.917,10782.617,2145.021
504,50.3,9565.131,2483.803,10981.595,2434.946,12827.743,2643.2,14880.569,2510.446,12713.149,2288.851,11594.306,2506.722,11554.454,2441.295,14442.682,2582.565,8290.569,2395.042,13091.167,2177.542,11981.686,2197.889,11740.333,2183.281,11882.523,2172.619,6245.835,2137.297,15515.021,2174.396,10801.255,2132.915
505,50.4,9563.196,2488.492,10894.135,2416.189,12804.286,2640.171,14837.554,2510.246,12712.809,2306.34,11697.194,2521.333,11601.659,2447.023,14443.623,2584.145,8288.958,2395.597,13076.271,2175.042,11955.481,2208.037,11703.298,2175.316,11855.683,2169.714,6234.791,2140.0,15526.667,2185.104,10815.809,2137.809
506,50.5,9533.722,2482.902,10919.729,2431.865,12721.515,2652.4,14849.4,2514.4,12696.702,2301.383,11756.306,2496.806,11654.159,2437.455,14372.536,2577.406,8252.902,2393.556,13034.427,2177.969,11923.074,2202.167,11702.737,2190.667,11773.635,2174.778,6245.352,2141.297,15414.208,2178.146,10773.085,2134.042
507,50.6,9558.459,2485.623,10935.162,2429.594,12725.714,2648.343,14791.861,2524.554,12706.937,2289.936,11758.194,2507.278,11669.613,2446.023,14389.275,2591.014,8271.875,2395.319,13014.448,2174.312,11898.944,2207.056,11728.088,2181.035,11683.381,2174.095,6233.571,2145.539,15456.333,2173.521,10785.426,2139.34
508,50.7,9530.688,2488.147,10895.514,2447.568,12732.028,2653.971,14760.185,2515.862,12651.128,2292.426,11730.027,2513.389,11660.228,2446.636,14366.682,2594.058,8260.292,2396.611,13009.083,2178.844,11911.686,2201.093,11703.685,2179.298,11780.111,2183.794,6249.154,2141.077,15404.583,2171.812,10779.255,2142.149
509,50.8,9533.442,2489.639,10875.703,2424.946,12664.0,2669.314,14709.784,2514.123,12644.659,2310.915,11708.889,2521.306,11629.228,2446.977,14322.246,2603.681,8245.111,2398.792,12964.677,2177.427,11936.167,2197.741,11646.842,2174.07,11736.238,2175.857,6249.077,2137.363,15371.854,2166.083,10736.617,2137.681
510,50.9,9522.885,2487.328,10870.729,2434.378,12665.543,2648.943,14681.585,2517.585,12643.766,2301.298,11731.111,2501.278,11618.682,2439.682,14312.479,2596.42,8240.75,2391.389,12979.698,2178.948,11904.926,2200.889,11672.403,2178.281,11698.444,2171.572,6257.055,2134.11,15353.188,2182.375,10719.341,2135.702
511,51.0,9503.524,2488.721,10843.676,2440.324,12562.6,2649.229,14644.2,2512.677,12626.511,2291.894,11735.667,2509.75,11664.228,2450.545,14269.608,2589.898,8277.583,2392.194,12943.864,2176.167,11896.814,2198.111,11659.526,2182.21,11694.111,2176.095,6272.099,2141.385,15328.771,2170.542,10711.149,2144.511
512,51.1,9492.181,2480.492,10832.378,2440.027,12597.457,2664.514,14549.415,2513.277,12571.17,2308.064,11714.25,2517.278,11635.659,2436.75,14242.159,2589.739,8282.611,2391.5,12953.875,2174.333,11867.463,2212.185,11650.368,2182.438,11711.35,2173.889,6285.0,2143.703,15374.292,2176.958,10697.915,2141.617
513,51.2,9493.442,2484.623,10810.433,2433.919,12619.886,2643.572,14491.292,2510.862,12604.596,2297.362,11717.889,2510.417,11622.182,2444.341,14209.348,2601.87,8233.223,2393.569,12999.511,2178.594,11863.093,2205.074,11610.035,2182.737,11694.111,2172.905,6284.055,2135.539,15368.104,2177.792,10686.191,2144.617
514,51.3,9476.508,2478.541,10781.135,2440.135,12721.2,2657.371,14433.631,2528.2,12588.298,2299.979,11794.917,2522.806,11668.0,2444.023,14203.782,2586.507,8245.764,2395.75,12991.614,2174.865,11859.723,2198.63,11580.562,2186.263,11652.238,2169.428,6297.165,2132.165,15308.062,2179.333,10643.341,2141.128
515,51.4,9493.394,2487.344,10814.514,2439.594,12787.771,2621.257,14342.8,2511.185,12532.766,2294.532,11779.277,2513.972,11649.75,2453.0,14209.841,2592.768,8259.0,2395.736,12919.417,2166.719,11830.241,2192.13,11608.982,2186.0,11656.206,2180.73,6289.89,2145.143,15346.583,2171.708,10844.255,2143.0
516,51.5,9477.918,2489.574,10814.622,2433.189,12632.686,2640.229,14287.462,2514.169,12528.063,2295.723,11791.25,2516.417,11651.341,2451.0,14168.087,2590.812,8253.444,2395.556,12899.542,2179.896,11836.759,2199.296,11588.526,2184.702,11658.54,2175.365,6285.714,2141.637,15250.771,2175.042,10641.894,2135.617
517,51.6,9443.574,2490.82,10815.973,2434.892,12374.629,2646.486,14210.0,2511.031,12547.681,2297.766,11773.333,2522.25,11649.341,2440.932,14148.841,2590.029,8236.098,2402.292,12912.948,2180.417,11813.463,2190.296,11573.07,2174.018,11607.794,2176.143,6311.33,2146.967,15257.75,2174.188,10642.937,2139.638
518,51.7,9421.722,2473.262,10783.162,2430.054,12455.086,2653.6,14283.954,2483.8,12575.234,2301.532,11755.361,2520.611,11640.204,2443.932,14135.131,2587.971,8238.986,2398.292,12897.625,2177.281,11787.223,2196.556,11580.28,2178.86,11612.413,2174.016,6284.495,2140.572,15248.083,2173.375,10640.809,2134.638
519,51.8,9409.41,2484.869,10788.567,2428.324,12424.657,2650.2,14264.923,2488.415,12512.937,2301.915,11781.973,2506.611,11646.0,2444.432,14139.275,2586.464,8249.5,2393.111,12897.261,2179.406,11789.148,2191.963,11588.544,2184.298,11591.65,2168.937,6301.758,2144.637,15266.083,2172.854,10631.532,2142.149
520,51.9,9421.017,2483.623,10789.081,2430.622,12496.743,2646.686,14206.877,2499.815,12491.063,2306.106,11820.444,2516.0,11670.978,2443.841,14137.333,2595.986,8234.542,2397.375,12889.823,2172.594,11801.777,2196.889,11550.28,2186.088,11559.079,2177.556,6296.769,2141.846,15213.021,2179.396,10610.872,2147.809
521,52.0,9399.524,2482.525,10775.352,2444.324,12447.543,2657.629,14181.016,2498.585,12468.426,2304.532,11824.944,2501.556,11650.704,2433.932,14116.072,2592.942,8226.306,2404.25,12866.656,2178.635,11785.87,2192.63,11566.368,2180.176,11548.825,2170.635,6278.483,2141.648,15233.688,2183.083,10602.298,2139.234
522,52.1,9418.049,2484.443,10724.216,2448.378,12410.172,2656.057,14133.754,2502.015,12470.979,2295.362,11830.861,2503.972,11671.637,2442.386,14044.42,2594.014,8263.723,2399.569,12867.021,2176.24,11773.0,2195.056,11587.28,2175.526,11568.381,2172.54,6282.527,2144.539,15237.417,2172.083,10593.021,2132.149
523,52.2,9433.541,2479.426,10716.081,2436.108,12341.229,2640.6,14122.477,2489.769,12412.937,2294.723,11863.444,2521.417,11698.363,2437.614,14053.493,2596.391,8235.292,2392.458,12876.667,2176.781,11756.056,2199.222,11611.877,2177.912,11556.46,2179.206,6278.824,2146.945,15192.875,2175.542,10633.234,2134.915
524,52.3,9420.131,2491.344,10699.676,2423.216,12368.6,2656.714,14056.016,2501.154,12385.724,2305.468,11861.139,2516.278,11706.591,2446.795,14020.898,2591.073,8215.402,2398.431,12850.438,2178.375,11813.759,2193.481,11594.982,2182.596,11535.46,2179.032,6281.989,2142.341,15165.208,2176.25,10614.659,2145.106
525,52.4,9398.623,2478.82,10710.784,2443.216,12285.429,2637.857,14024.185,2501.385,12390.319,2307.915,11841.306,2504.472,11674.046,2441.182,14011.841,2601.841,8217.152,2392.361,12859.844,2179.302,11743.204,2200.574,11575.579,2183.719,11534.857,2166.73,6304.923,2150.824,15177.25,2168.979,10608.596,2139.915
