Index,Time (s) Adjusted,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series004_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series004_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series006_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series006_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop002_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop002_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series020_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series020_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series022_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series022_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series026_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series026_Crop001_GCamP_Results_260123_Mean2
141,14.0,12077.853,2536.197,13659.946,2508.135,14784.485,2521.8,16620.662,2670.277,15355.702,2322.0,17536.639,2564.306,16634.5,2482.386,16672.508,2686.58,9754.069,2472.236,15691.989,2204.281,15001.111,2215.907,17212.912,2199.807,16903.223,2167.857,8346.857,2150.758,22635.896,2190.708,14117.17,2161.255
142,14.1,12062.869,2547.492,13654.027,2520.081,14753.515,2516.686,16610.555,2673.338,15333.596,2333.383,17513.973,2575.639,16597.158,2487.886,16710.072,2674.0,9733.027,2479.0,15671.792,2195.823,14963.093,2224.574,17127.754,2195.123,16837.143,2174.175,8353.341,2151.165,22599.625,2179.729,14129.341,2164.511
143,14.2,12050.541,2545.918,13693.054,2516.351,14682.942,2532.543,16606.568,2678.923,15307.468,2329.979,17427.75,2563.889,16520.955,2482.977,16617.898,2681.725,9735.431,2466.389,15729.802,2203.073,14965.556,2215.333,17098.666,2198.263,16832.619,2169.81,8312.033,2152.439,22521.666,2171.792,14085.915,2170.766
144,14.3,12055.033,2547.869,13702.108,2511.297,14668.286,2514.514,16586.893,2680.231,15266.851,2321.383,17381.195,2574.944,16489.0,2483.909,16651.449,2676.797,9712.319,2471.208,15636.458,2196.656,14988.241,2217.796,17097.578,2205.772,16811.682,2172.175,8301.132,2141.956,22412.396,2192.417,14086.021,2163.0
145,14.4,12023.115,2555.213,13686.784,2515.757,14471.686,2519.743,16553.062,2669.569,15290.255,2320.723,17353.916,2572.167,16461.613,2487.75,16588.912,2677.826,9734.042,2472.458,15618.375,2195.125,14908.741,2215.056,17095.93,2198.596,16763.143,2174.19,8283.868,2155.45,22411.271,2188.729,14019.851,2160.638
146,14.5,12026.787,2544.672,13640.729,2509.892,14567.743,2528.514,16510.555,2667.461,15338.489,2328.191,17355.445,2582.222,16477.955,2486.136,16597.652,2672.159,9715.708,2475.639,15613.854,2194.354,14904.556,2219.722,17099.018,2197.474,16694.428,2174.873,8257.011,2147.088,22342.0,2197.229,14026.128,2179.085
147,14.6,11990.688,2543.246,13641.514,2506.811,14568.914,2517.457,16489.707,2654.877,15297.234,2326.936,17366.584,2571.806,16474.387,2479.477,16626.725,2669.478,9761.402,2468.389,15604.864,2198.521,14912.759,2221.204,17090.771,2198.93,16685.35,2181.349,8281.077,2151.044,22331.041,2191.542,14050.532,2167.277
148,14.7,11987.345,2549.525,13608.027,2505.406,14567.714,2535.343,16464.031,2678.723,15297.213,2316.489,17347.695,2571.528,16468.092,2480.773,16597.262,2673.42,9755.819,2472.403,15574.677,2198.719,14859.223,2219.759,17089.613,2199.368,16689.508,2179.873,8284.78,2145.692,22282.5,2181.312,13987.532,2163.915
149,14.8,11972.196,2554.147,13614.784,2510.135,14448.6,2529.657,16717.092,2644.138,15284.596,2323.447,17444.389,2580.806,16552.477,2482.25,16565.16,2663.71,9729.083,2462.333,15543.281,2195.396,14831.056,2216.278,17031.596,2178.368,16618.73,2178.841,8260.747,2150.615,22202.771,2185.688,13947.766,2171.213
150,14.9,12007.263,2533.426,13554.729,2507.594,14439.114,2527.486,16719.707,2652.215,15297.979,2325.66,17393.75,2578.639,16495.25,2484.386,16519.16,2675.696,9733.0,2471.625,15563.854,2195.604,14841.333,2207.778,17032.053,2193.421,16603.047,2172.302,8263.626,2141.681,22232.334,2192.646,14000.894,2163.0
151,15.0,11993.655,2534.295,13491.784,2517.054,14328.4,2533.743,16710.047,2657.015,15273.361,2321.17,17405.223,2565.5,16515.908,2480.273,16486.508,2662.145,9742.111,2474.542,15551.375,2202.26,14827.407,2211.759,17015.105,2213.491,16554.889,2171.476,8290.099,2150.714,22158.396,2181.312,13998.532,2173.383
152,15.1,11980.246,2541.787,13494.838,2515.189,14346.972,2511.714,16712.076,2648.261,15297.149,2320.596,17346.584,2576.639,16454.637,2488.705,16493.941,2669.522,9712.583,2476.847,15561.011,2196.833,14802.667,2215.815,16992.912,2192.649,16478.842,2185.952,8286.45,2145.945,22144.729,2185.333,13957.681,2167.234
153,15.2,11995.131,2538.508,13513.108,2506.406,14378.0,2520.086,16733.861,2650.215,15305.639,2320.149,17428.805,2568.611,16512.545,2479.227,16451.088,2673.652,9707.083,2463.75,15490.823,2199.625,14823.389,2221.963,16975.736,2191.947,16439.191,2177.19,8276.89,2146.835,22113.729,2173.75,13971.724,2166.447
154,15.3,11995.099,2544.934,13475.081,2505.027,14296.485,2536.8,16704.6,2649.338,15285.894,2310.958,17453.416,2571.75,16536.477,2479.591,16460.449,2670.478,9699.348,2465.889,15513.677,2203.542,14737.259,2215.667,16936.877,2197.982,16415.904,2175.968,8272.813,2144.022,22115.834,2184.188,13927.957,2162.915
155,15.4,11954.722,2541.721,13466.189,2507.487,14276.543,2535.714,16701.262,2650.415,15257.681,2330.106,17501.277,2570.222,16575.887,2490.5,16450.941,2670.348,9667.681,2477.111,15443.427,2193.771,14765.352,2222.315,16935.264,2201.684,16338.81,2175.444,8269.055,2149.846,22120.834,2182.333,13921.724,2159.0
156,15.5,11966.819,2542.59,13419.567,2494.622,14343.629,2514.371,16710.17,2648.062,15279.809,2317.638,17456.166,2566.333,16518.205,2486.727,16432.754,2665.174,9683.014,2466.389,15454.979,2197.74,14737.352,2215.0,16907.229,2193.263,16300.904,2188.333,8275.132,2145.747,22037.416,2198.042,13927.937,2174.83
157,15.6,11983.771,2527.049,13410.378,2490.838,14368.429,2530.686,16648.738,2646.0,15293.191,2329.191,16312.694,2572.167,16302.613,2487.136,16433.492,2665.71,9657.639,2472.167,15447.302,2188.677,14740.537,2219.278,16880.088,2195.702,16274.079,2178.698,8280.406,2157.11,21994.25,2195.542,13888.255,2156.064
158,15.7,12007.065,2542.59,13402.946,2501.297,14329.515,2512.486,16684.369,2658.585,15269.766,2327.894,16294.361,2572.278,16290.909,2492.705,16428.188,2673.261,9655.902,2470.292,15443.781,2192.271,14696.407,2212.87,16801.229,2193.965,16246.111,2173.921,8277.824,2150.055,22000.791,2178.417,13900.511,2168.936
159,15.8,11980.901,2540.295,13353.405,2490.324,14357.457,2509.314,16625.477,2637.646,15289.596,2321.085,16310.833,2569.5,16297.182,2481.727,16392.275,2658.797,9669.348,2461.806,15444.511,2193.875,14693.074,2209.981,16791.334,2191.158,16224.111,2176.349,8300.352,2149.934,21884.459,2185.708,13890.255,2163.085
160,15.9,11917.213,2552.246,13327.054,2503.811,14361.543,2518.572,16678.354,2654.492,15270.915,2329.255,16315.723,2577.694,16301.682,2486.159,16395.682,2671.739,9640.806,2470.542,15429.354,2190.812,14662.389,2207.963,16795.578,2193.07,16175.111,2183.651,8295.011,2148.494,21854.709,2184.625,13857.766,2170.511
161,16.0,11955.328,2532.066,13369.919,2485.189,14400.886,2514.486,16651.123,2639.169,15314.681,2316.319,16320.806,2590.611,16298.659,2485.977,16314.377,2667.029,9628.542,2456.5,15405.604,2202.927,14670.686,2215.296,16727.736,2196.596,16192.096,2172.222,8256.099,2145.231,21820.521,2181.354,13868.979,2173.723
162,16.1,11914.754,2536.0,13389.973,2491.811,14459.515,2515.857,16624.17,2640.723,15280.724,2325.83,16341.917,2552.0,16308.932,2472.477,16358.942,2662.884,9669.152,2467.903,15429.886,2197.604,14635.223,2212.148,16757.387,2193.526,16119.396,2179.714,8276.352,2150.824,21736.375,2185.688,13848.553,2158.894
163,16.2,11877.524,2537.361,13405.811,2504.189,14316.371,2524.428,16615.814,2647.2,15323.894,2327.085,16295.444,2566.833,16264.25,2484.932,16315.044,2674.464,9605.875,2457.778,15380.864,2196.01,14615.111,2210.037,16693.701,2189.982,16107.698,2176.317,8256.758,2149.187,21700.416,2186.104,13855.191,2167.979
164,16.3,11930.64,2542.443,13376.838,2499.676,14334.515,2513.714,16541.016,2642.969,15287.724,2314.915,16231.167,2566.389,16210.0,2482.0,16311.0,2665.623,9633.819,2462.347,15387.073,2199.083,14579.444,2210.685,16690.158,2193.105,16094.54,2174.572,8226.802,2147.637,21656.521,2188.062,13842.234,2171.255
165,16.4,11884.147,2543.606,13371.541,2492.487,14346.743,2525.514,16614.754,2648.631,15311.276,2322.362,16247.861,2558.667,16260.546,2477.182,16339.102,2660.522,9610.667,2466.208,15404.511,2199.208,14506.759,2217.463,16686.947,2193.965,16081.921,2182.825,8218.274,2143.572,21634.791,2186.417,13846.361,2167.851
166,16.5,11875.328,2535.738,13357.108,2522.919,14344.343,2504.914,16600.908,2639.631,15314.596,2325.617,16130.0,2566.722,16106.591,2480.864,16285.812,2655.275,9614.875,2470.236,15405.146,2198.125,14502.111,2217.556,16654.404,2199.562,16063.032,2176.524,8228.857,2150.659,21548.375,2178.792,13862.489,2164.149
167,16.6,11832.017,2547.803,13358.108,2494.568,14316.0,2537.2,16623.508,2644.8,15269.404,2321.191,16138.777,2568.917,16147.75,2492.545,16293.479,2659.043,9610.736,2463.861,15390.042,2203.135,14549.5,2216.685,16659.736,2205.684,16020.096,2183.651,8222.286,2146.989,21487.834,2191.375,13803.447,2163.596
168,16.7,11875.41,2531.902,13359.729,2501.081,14299.8,2512.486,16613.83,2651.631,15308.979,2317.979,16132.25,2574.5,16117.25,2484.568,16245.072,2662.812,9601.958,2474.264,15381.292,2197.74,14497.593,2212.167,16608.877,2190.035,15961.223,2180.063,8213.824,2145.714,21422.584,2181.271,13867.255,2169.298
169,16.8,11848.115,2544.246,13357.784,2500.378,14263.857,2524.743,16659.23,2640.215,15218.0,2318.702,16061.473,2566.111,16085.704,2482.318,16213.188,2661.681,9662.333,2454.625,15374.802,2198.51,14520.463,2220.259,16597.352,2202.737,15946.0,2178.572,8237.659,2143.659,21412.688,2190.271,13821.83,2166.383
170,16.9,11815.853,2534.066,13273.946,2493.865,14115.086,2515.371,16644.631,2646.031,15226.702,2317.298,16079.473,2566.194,16082.932,2488.273,16180.695,2660.87,9621.611,2464.403,15427.823,2201.396,14484.407,2217.315,16559.701,2196.404,15954.857,2171.556,8255.341,2143.385,21362.125,2189.729,13859.17,2161.042
171,17.0,11800.459,2533.115,13276.729,2490.73,14181.371,2512.286,16651.199,2641.585,15258.553,2320.255,16008.194,2572.722,16011.954,2480.886,16179.855,2661.058,9619.125,2465.917,15405.739,2199.531,14481.704,2222.796,16557.088,2190.21,15984.333,2182.19,8224.011,2142.978,21299.812,2180.021,13831.149,2162.383
172,17.1,11816.147,2536.033,13284.567,2508.541,14264.0,2517.771,16652.445,2641.292,15241.915,2314.34,16035.111,2570.917,16015.068,2485.295,16200.392,2666.536,9606.152,2459.208,15383.739,2197.99,14459.574,2208.315,16563.719,2201.842,15968.984,2177.143,8217.901,2143.769,21293.479,2174.042,13855.341,2164.702
173,17.2,11803.885,2541.082,13214.054,2519.297,14280.828,2518.8,16636.6,2644.739,15193.213,2331.021,15964.777,2556.167,15963.113,2474.341,16190.797,2652.507,9567.652,2464.347,15357.406,2191.771,14461.667,2208.148,16487.842,2193.491,15955.65,2177.825,8238.077,2145.483,21231.584,2183.917,13820.085,2158.468
174,17.3,11768.459,2522.41,13193.189,2504.811,14301.972,2504.086,16616.691,2644.169,15126.404,2323.702,15933.223,2570.333,15930.591,2478.386,16188.102,2655.898,9612.694,2463.444,15377.062,2197.406,14471.296,2218.222,16498.176,2198.702,15904.0,2176.667,8259.538,2137.286,21175.604,2184.292,13821.063,2161.128
175,17.4,11753.787,2529.541,13154.405,2495.135,14304.6,2501.629,16649.277,2647.123,15183.021,2321.936,15906.167,2565.972,15912.296,2489.841,16161.218,2660.246,9619.917,2455.792,15367.531,2192.646,14501.259,2207.722,16501.684,2193.474,15841.952,2178.984,8259.242,2144.264,21249.854,2181.625,13803.276,2152.489
176,17.5,11723.033,2534.475,13128.865,2508.649,14275.457,2497.371,16622.924,2645.369,15194.149,2317.234,15921.639,2562.75,15908.046,2471.75,16151.231,2657.826,9594.348,2459.528,15349.177,2193.5,14501.537,2200.704,16485.299,2187.684,15847.683,2185.46,8269.318,2141.286,21230.834,2173.729,13786.361,2166.702
177,17.6,11734.36,2532.131,13060.784,2492.487,14288.343,2515.229,16684.6,2641.169,15222.979,2316.553,15872.944,2565.056,15858.068,2481.773,16172.044,2650.188,9588.652,2456.431,15320.844,2190.271,14473.814,2210.519,16456.211,2203.123,15798.0,2167.508,8287.406,2148.583,21079.709,2183.188,13790.979,2163.851
178,17.7,11660.655,2525.344,13063.784,2501.378,14213.629,2498.257,16602.77,2639.185,15156.298,2318.0,15800.833,2551.972,15806.818,2476.636,16149.58,2665.319,9592.223,2462.736,15349.448,2192.594,14459.852,2209.5,16423.492,2196.614,15822.762,2180.81,8265.582,2152.45,21067.312,2184.854,13785.085,2157.298
179,17.8,11687.558,2521.016,13038.081,2489.0,14194.543,2512.686,16594.924,2654.815,15166.83,2325.191,15794.111,2566.083,15819.796,2483.75,16104.985,2641.319,9588.694,2465.625,15329.333,2197.781,14458.648,2206.037,16501.736,2192.79,15814.571,2175.73,8275.0,2147.198,21058.729,2191.896,13772.787,2157.255
180,17.9,11707.836,2523.688,13025.595,2513.081,14259.058,2514.857,16611.23,2639.169,15147.063,2307.809,15727.694,2567.139,15743.159,2494.091,16111.145,2659.638,9599.139,2463.653,15339.239,2199.427,14424.852,2215.704,16480.07,2191.877,15785.333,2178.841,8297.506,2149.813,21054.791,2179.875,13829.553,2166.191
181,18.0,11678.131,2527.475,13096.324,2493.513,14139.714,2515.543,16629.309,2651.938,15207.809,2320.83,15734.917,2566.389,15706.75,2477.614,16092.928,2653.986,9604.875,2458.847,15353.688,2191.417,14439.852,2211.241,16451.947,2196.0,15748.396,2172.127,8292.802,2152.319,20990.209,2177.646,13806.957,2158.787
182,18.1,11692.935,2527.525,13082.162,2493.243,14163.2,2512.143,16622.893,2643.708,15181.724,2318.191,15733.5,2562.75,15716.75,2479.591,16092.246,2671.855,9617.208,2466.514,15336.854,2200.969,14467.074,2215.611,16454.439,2196.912,15741.571,2173.921,8293.439,2144.626,21000.584,2180.292,13781.639,2161.277
183,18.2,11665.918,2521.033,13091.352,2501.946,14087.8,2498.029,16607.277,2639.123,15170.724,2319.787,15661.583,2562.028,15636.25,2478.273,16050.594,2654.073,9596.723,2459.931,15334.864,2193.115,14536.407,2208.963,16459.281,2189.21,15715.794,2171.19,8302.044,2149.011,20988.791,2176.292,13783.085,2172.149
184,18.3,11691.41,2516.803,13027.162,2498.406,14016.371,2497.257,16578.984,2638.062,15149.702,2320.894,15609.444,2565.111,15613.546,2474.523,16029.58,2652.217,9636.25,2454.514,15312.781,2197.75,14518.074,2214.019,16419.684,2202.263,15753.857,2174.968,8301.78,2147.561,20949.0,2174.208,13830.191,2157.723
185,18.4,11672.049,2517.066,13069.352,2498.676,14096.629,2504.029,16590.662,2634.369,15137.298,2321.979,15595.25,2575.25,15590.113,2489.25,16045.521,2657.594,9596.473,2459.778,15305.406,2190.635,14469.407,2211.296,16401.807,2184.719,15694.333,2173.397,8313.726,2145.253,20889.979,2182.104,13809.937,2161.021
186,18.5,11665.295,2512.098,13064.838,2505.865,14070.886,2506.971,16550.77,2642.723,15108.298,2317.787,15624.75,2567.028,15617.409,2475.159,16043.594,2662.275,9595.0,2449.681,15303.531,2196.823,14483.648,2220.852,16372.737,2195.316,15688.968,2182.603,8337.088,2143.528,20898.396,2179.604,13822.021,2159.277
187,18.6,11648.115,2518.082,12998.216,2501.135,14110.515,2513.543,16548.445,2641.215,15124.851,2307.489,15581.333,2575.972,15567.228,2488.773,16025.754,2652.261,9618.402,2452.958,15281.614,2194.135,14461.777,2215.352,16339.211,2185.368,15647.571,2175.143,8358.483,2142.956,20844.771,2185.479,13810.149,2158.383
188,18.7,11625.623,2504.918,12997.433,2491.838,14089.743,2498.514,16574.646,2642.6,15122.724,2324.617,15547.889,2559.111,15537.682,2470.25,16007.594,2656.362,9616.417,2461.667,15273.688,2192.104,14409.574,2213.852,16357.018,2201.193,15631.429,2177.572,8323.594,2142.121,20799.084,2190.0,13785.574,2173.958
189,18.8,11640.64,2524.82,13024.271,2493.784,14017.8,2513.572,16506.846,2649.539,15143.766,2326.277,15479.806,2549.694,15478.772,2473.25,16014.479,2642.493,9621.319,2458.083,15245.698,2200.792,14434.852,2214.963,16293.456,2196.509,15629.365,2186.444,8330.791,2147.868,20801.75,2184.562,13725.128,2166.723
190,18.9,11602.164,2516.18,12949.162,2499.108,13982.942,2510.543,16510.646,2631.338,15125.447,2315.191,15450.25,2546.083,15429.182,2474.818,15989.725,2663.217,9611.958,2460.819,15223.521,2191.844,14413.611,2210.667,16273.229,2191.368,15611.477,2174.762,8310.176,2141.67,20732.229,2185.938,13743.106,2161.106
191,19.0,11560.312,2518.361,13003.459,2483.324,13930.143,2501.6,16519.539,2629.092,15120.574,2308.042,15370.0,2554.056,15331.5,2467.318,15978.769,2649.058,9608.181,2457.417,15242.688,2191.604,14443.019,2213.259,16266.07,2190.474,15620.65,2167.048,8304.747,2141.879,20694.5,2185.417,13714.639,2165.064
192,19.1,11606.377,2519.984,12963.784,2495.865,13875.942,2502.0,16550.938,2639.277,15116.787,2309.958,15352.806,2577.0,15323.046,2472.045,15999.188,2655.725,9615.569,2446.736,15219.969,2200.823,14423.796,2214.111,16262.193,2194.562,15630.825,2175.428,8278.67,2143.077,20656.459,2169.167,13685.128,2157.723
193,19.2,11617.655,2528.984,12955.946,2504.703,13888.4,2489.686,16566.309,2638.292,15131.489,2316.34,15280.0,2569.556,15276.978,2477.909,15933.029,2652.884,9618.402,2456.514,15208.5,2192.0,14449.167,2220.259,16229.562,2199.737,15579.0,2180.0,8266.132,2148.956,20634.104,2178.771,13659.255,2161.553
194,19.3,11602.541,2524.147,13008.405,2503.0,13847.314,2495.0,16507.908,2639.846,15116.106,2308.702,15297.389,2569.889,15280.046,2482.432,15916.913,2652.188,9615.083,2459.556,15186.375,2192.427,14426.481,2220.222,16221.386,2192.263,15679.477,2166.286,8271.099,2143.319,20584.062,2185.396,13636.213,2156.34
195,19.4,11598.229,2523.344,12907.054,2490.189,13850.515,2483.543,16508.215,2644.123,15129.574,2314.574,15235.973,2555.5,15217.068,2472.545,15967.174,2647.449,9610.264,2454.125,15199.792,2187.802,14433.389,2213.63,16213.807,2199.614,15653.477,2173.841,8254.648,2146.417,20548.271,2185.229,13664.106,2163.702
196,19.5,11572.574,2529.853,12884.567,2487.081,13848.629,2484.714,16529.047,2639.508,15072.489,2316.426,15211.5,2555.639,15197.568,2472.068,15926.913,2651.942,9598.361,2451.486,15200.219,2194.292,14413.074,2213.37,16237.562,2195.824,15651.302,2181.444,8254.362,2148.835,20611.125,2181.667,13613.596,2167.574
197,19.6,11577.935,2524.377,12904.271,2478.27,13861.857,2482.971,16502.062,2636.492,15140.149,2312.383,15236.0,2570.722,15199.204,2480.341,15880.493,2655.464,9625.431,2452.486,15242.396,2187.833,14374.407,2207.963,16196.842,2196.632,15615.65,2175.413,8253.868,2147.11,20508.188,2175.979,13574.149,2169.553
198,19.7,11521.853,2518.312,12869.243,2491.297,13808.058,2491.686,16503.293,2635.723,15127.979,2314.064,15080.806,2571.75,15080.022,2472.568,15891.898,2648.898,9602.917,2452.014,15189.208,2193.833,14375.63,2213.907,16244.771,2191.456,15602.889,2174.841,8251.352,2142.066,20501.459,2191.312,13630.447,2162.979
199,19.8,11521.819,2521.443,12892.297,2498.135,13729.343,2494.2,16469.691,2631.769,15081.787,2324.489,15104.0,2552.694,15098.909,2478.045,15878.145,2644.275,9607.639,2465.208,15195.083,2196.365,14352.944,2222.481,16246.562,2201.368,15581.429,2175.175,8213.747,2145.242,20514.729,2180.021,13577.383,2163.234
200,19.9,11477.722,2529.41,12948.0,2499.27,13748.8,2516.943,16479.801,2634.969,15062.639,2312.766,15136.861,2570.361,15064.887,2491.932,15983.71,2647.478,9611.514,2454.389,15161.781,2195.844,14334.611,2218.704,16178.088,2199.754,15538.396,2184.841,8203.78,2146.802,20472.104,2186.667,13584.872,2159.936
201,20.0,11480.492,2507.0,13052.757,2510.513,13963.286,2476.714,16466.846,2654.461,15015.617,2287.958,14994.973,2515.417,14964.091,2435.75,15782.464,2632.725,9581.236,2432.444,15211.406,2200.25,14311.667,2211.852,16241.211,2201.719,15464.904,2168.73,8181.505,2157.78,20388.666,2155.354,13594.532,2153.532
202,20.1,11432.853,2491.672,12935.648,2480.568,13754.457,2464.428,16373.6,2565.385,15064.276,2283.574,14955.111,2497.389,14971.272,2406.568,15789.464,2612.551,9547.333,2417.528,15119.552,2177.719,14241.019,2181.722,16163.176,2173.579,15478.777,2120.413,8140.967,2144.22,20265.021,2127.292,13528.937,2152.298
203,20.2,11450.115,2485.934,12881.108,2448.487,13847.314,2461.486,16320.692,2533.354,15027.468,2275.936,15945.306,2461.444,15125.228,2385.955,15822.812,2611.116,9538.958,2417.028,15047.312,2169.271,14189.944,2183.13,16116.315,2154.667,15412.19,2106.143,8112.67,2121.187,20202.979,2104.938,13530.276,2132.0
204,20.3,11464.524,2487.082,12800.811,2461.27,13883.229,2451.4,16271.923,2502.415,14952.213,2275.851,15850.167,2444.444,15077.591,2356.023,15809.725,2604.594,9498.667,2413.611,15010.875,2147.771,14192.204,2169.87,16114.93,2157.667,15386.238,2074.825,8082.517,2107.868,20169.916,2088.375,13534.17,2115.128
205,20.4,11436.164,2487.312,12767.622,2457.703,13843.0,2438.857,16270.815,2479.662,14922.979,2268.979,15889.5,2448.444,15112.159,2360.591,15819.638,2602.203,9428.264,2406.042,14994.781,2129.729,14187.5,2155.574,16110.947,2132.719,15310.0,2082.587,8084.143,2102.176,20171.896,2093.708,13458.319,2100.745
206,20.5,11430.705,2477.049,12734.324,2446.838,13701.942,2454.457,16264.554,2473.754,15156.957,2271.723,15821.5,2441.444,15070.091,2354.545,15807.695,2607.377,9476.014,2403.236,14953.812,2129.625,14134.019,2162.296,16102.965,2123.123,15319.698,2068.921,8094.11,2095.879,20171.25,2087.354,13431.085,2086.34
207,20.6,11427.049,2477.328,12736.271,2449.73,13864.257,2447.971,16250.615,2469.723,15376.489,2279.426,15793.611,2440.556,15065.159,2350.773,15860.479,2601.0,9431.667,2404.694,14964.781,2127.333,14140.277,2162.074,16095.421,2135.368,15283.54,2076.127,8090.912,2080.615,20195.729,2086.479,13446.383,2099.085
208,20.7,11444.147,2479.492,12796.946,2436.162,13906.942,2457.8,16212.185,2473.692,15638.532,2276.34,15779.889,2446.5,15075.909,2359.227,15949.913,2588.725,9459.764,2399.056,14951.062,2123.302,14159.537,2156.37,16107.474,2129.754,15191.984,2063.81,8110.033,2090.572,21200.625,2087.75,13443.639,2090.851
209,20.8,11399.312,2468.426,12900.243,2434.378,13892.771,2444.057,16229.646,2458.046,16003.724,2262.042,15867.444,2460.417,15179.022,2363.432,16030.928,2603.333,9480.819,2391.125,15010.761,2120.448,14125.167,2159.315,16121.018,2136.544,15240.175,2072.603,8100.483,2093.824,21233.979,2082.25,13399.021,2088.383
210,20.9,11394.737,2482.885,13207.838,2429.135,13913.086,2440.171,16334.938,2465.769,16659.66,2276.234,15988.306,2464.167,15316.546,2362.273,16203.507,2594.507,9544.694,2412.306,14984.823,2121.469,14146.389,2158.278,16164.368,2131.333,15188.143,2074.222,8119.813,2094.242,21329.166,2073.375,13440.043,2090.319
211,21.0,11388.672,2482.492,14128.973,2430.594,14465.257,2425.2,16429.877,2468.723,17144.043,2278.617,16089.527,2438.667,15450.159,2347.545,16628.072,2598.768,9612.486,2406.181,15017.094,2117.979,14126.723,2150.0,16123.141,2129.351,15206.159,2067.111,8173.758,2086.714,21288.312,2079.333,13436.255,2095.234
212,21.1,11408.082,2481.82,14861.892,2428.919,14877.743,2443.086,16557.461,2473.215,17672.979,2270.17,16383.444,2446.806,15729.25,2361.386,17158.043,2596.217,9746.598,2409.736,15062.0,2109.604,14117.796,2146.704,16105.544,2124.842,15629.968,2081.476,8164.637,2088.297,21263.271,2083.375,13544.787,2097.383
213,21.2,11464.737,2483.836,15765.973,2452.838,15431.629,2439.886,16732.938,2465.846,18978.447,2249.298,16827.389,2455.111,16167.704,2362.818,17714.262,2604.406,9921.806,2407.181,15062.958,2117.99,14159.277,2156.019,16167.246,2122.877,15737.254,2081.238,8175.396,2077.461,21350.0,2079.562,13579.724,2088.872
214,21.3,11529.819,2479.098,16575.568,2423.541,16668.029,2430.257,16998.631,2465.369,19752.787,2243.255,17242.75,2447.0,16593.863,2359.159,18188.58,2601.275,10129.973,2399.75,15119.0,2118.656,14146.074,2153.204,16214.246,2127.474,15761.365,2069.222,8176.385,2076.528,21424.166,2082.292,13706.361,2081.702
