Index,Time (s) Adjusted,grouped_osm8dr206 2M S bfr_Series002_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series002_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series004_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series004_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series005_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series005_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series007_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series007_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series008_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series008_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series009_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series009_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series011_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series011_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series013_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series013_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series014_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series014_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series015_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series015_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series016_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series016_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series017_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series017_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series018_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series018_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series019_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series019_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series020_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series020_Crop001_GCamP_Results_260123_Mean2
457,45.6,7976.231,2416.292,8925.741,2360.753,10766.804,2492.804,11196.472,2537.17,11131.637,2426.073,12302.902,3050.389,10434.667,2170.75,7779.056,2255.194,7385.309,2126.573,18733.438,2431.531,20524.684,3227.15,16013.931,2212.034,12712.898,2123.021,11273.643,2218.19,10325.782,2184.455
458,45.7,7896.584,2418.692,8890.432,2380.506,10647.765,2501.235,11135.472,2531.679,11045.709,2431.764,12189.5,3070.819,10375.771,2171.625,7785.333,2256.25,7343.441,2123.059,18662.562,2429.438,20292.35,3231.083,15909.121,2196.396,12681.266,2123.0,11163.119,2222.333,10247.454,2167.8
459,45.8,7837.308,2399.569,8838.877,2374.012,10578.568,2490.823,11055.51,2523.51,11026.709,2427.236,12131.458,3067.986,10595.812,2179.312,7696.542,2248.625,7295.544,2125.603,18624.281,2428.094,20074.783,3235.083,15766.466,2194.483,12619.082,2132.898,11089.643,2221.548,10205.164,2181.891
460,45.9,7775.569,2412.646,8778.691,2376.111,10527.138,2491.196,10942.245,2530.302,10948.509,2429.364,12104.652,3092.806,10583.083,2171.229,7664.778,2269.597,7280.029,2126.544,18533.531,2418.594,19925.467,3236.783,15677.931,2203.724,12532.898,2127.347,10964.596,2222.476,10110.928,2179.636
461,46.0,7759.185,2408.323,8731.84,2369.198,10508.843,2494.706,10902.0,2541.755,10913.945,2430.636,12026.431,3085.375,10585.812,2164.479,7645.889,2261.069,7239.926,2124.427,18479.031,2431.75,19782.232,3251.617,15548.982,2213.724,12502.143,2124.592,10896.5,2218.167,10084.4,2178.054
462,46.1,7693.938,2407.877,8700.864,2361.42,10412.432,2484.078,10686.358,2541.094,10855.072,2433.345,11963.75,3094.75,10430.583,2177.5,7594.681,2259.681,7186.441,2124.162,18676.25,2424.719,19531.367,3230.283,15416.741,2207.086,12495.694,2129.49,10795.523,2230.381,9984.782,2170.946
463,46.2,7630.815,2407.631,8658.556,2371.716,10320.313,2496.471,10668.849,2529.566,10803.382,2428.709,11915.583,3110.653,10443.583,2174.479,7513.389,2252.083,7151.912,2128.927,18703.0,2413.719,19412.482,3239.817,15310.207,2204.19,12435.734,2138.204,10737.381,2230.952,9897.2,2179.436
464,46.3,7593.584,2402.354,8576.296,2376.136,10281.804,2492.608,10679.396,2533.038,10701.818,2426.509,11872.75,3110.278,10618.812,2174.0,7488.611,2244.556,7126.029,2124.485,18773.781,2402.469,19298.25,3232.55,15269.673,2203.414,12412.49,2118.531,10650.977,2224.595,9858.473,2180.364
465,46.4,7525.277,2402.769,8230.777,2373.247,10252.02,2487.627,10646.925,2529.925,10683.019,2439.091,11783.542,3117.944,10599.312,2163.104,7508.375,2236.208,7097.632,2123.882,18779.969,2422.5,19098.584,3232.233,15178.259,2209.414,12338.816,2124.184,10583.096,2222.19,9810.654,2188.782
466,46.5,7556.954,2390.169,8203.444,2370.358,10155.471,2491.843,10542.717,2526.057,10667.728,2437.673,11742.25,3132.625,10498.396,2174.396,7406.375,2238.153,7049.853,2129.206,18715.938,2419.812,18971.6,3227.267,15036.293,2200.724,12323.53,2124.857,10525.738,2224.952,9733.127,2175.218
467,46.6,7530.477,2394.877,8176.111,2378.259,10064.922,2500.471,10464.132,2525.132,10612.909,2420.782,11668.861,3123.569,10334.083,2165.604,7412.625,2245.389,7017.015,2119.882,18761.094,2420.312,18773.551,3232.0,14977.534,2207.655,12236.0,2117.347,10422.096,2218.643,9670.654,2172.673
468,46.7,7505.815,2393.908,8112.321,2374.642,10053.784,2487.49,10389.038,2532.019,10595.036,2425.309,11649.931,3120.431,10285.583,2168.75,7377.153,2244.806,6987.279,2123.809,18705.312,2411.625,18612.084,3216.9,14930.948,2201.948,12204.551,2123.531,10417.571,2222.881,9602.637,2169.255
469,46.8,7472.523,2401.569,8053.79,2374.333,10004.333,2499.0,10376.151,2518.604,10517.818,2425.327,11590.069,3127.056,10369.917,2170.271,7340.431,2235.958,6959.015,2133.721,18600.188,2413.594,18525.316,3227.617,14821.311,2204.604,12167.102,2122.572,10359.262,2223.286,9569.072,2172.818
470,46.9,7463.523,2379.123,8043.111,2377.099,10082.02,2482.882,10198.698,2524.283,10498.654,2425.891,11528.652,3129.972,10401.083,2171.479,7353.278,2236.306,6910.574,2129.397,18522.219,2412.438,18427.768,3219.1,14736.948,2207.0,12105.551,2124.286,10276.857,2221.167,9459.236,2186.455
471,47.0,7395.984,2398.323,7984.025,2377.333,10069.372,2490.353,10233.358,2522.321,10491.6,2422.764,11501.667,3141.125,10416.083,2171.938,7323.222,2235.625,6883.044,2128.662,18517.812,2425.969,18300.084,3221.533,14700.811,2205.879,12042.286,2127.877,10226.429,2213.81,9405.236,2174.0
472,47.1,7381.262,2396.492,7940.543,2380.506,10068.902,2491.863,10207.547,2528.208,10437.582,2419.891,11432.917,3147.347,10386.188,2169.917,7327.792,2240.833,6828.603,2129.441,18410.469,2434.688,18175.732,3211.983,14608.707,2202.259,12034.918,2119.735,10173.929,2216.905,9354.473,2176.109
473,47.2,7352.969,2384.092,7880.876,2376.519,10040.177,2495.98,10198.585,2517.34,10406.055,2430.091,11392.944,3145.264,10362.667,2165.104,7301.875,2233.806,6775.868,2122.471,18339.781,2413.031,18090.283,3207.15,14512.086,2211.759,12030.837,2123.572,10089.119,2233.024,9329.437,2173.6
474,47.3,7315.492,2390.908,7882.629,2370.901,9998.353,2480.745,10164.905,2519.868,10392.091,2428.2,11357.958,3137.569,10236.542,2175.771,7273.986,2240.736,6748.706,2128.868,18325.094,2414.219,17982.35,3204.583,14453.121,2198.414,11957.367,2122.326,10042.429,2215.667,9252.437,2176.091
475,47.4,7138.523,2411.892,7834.79,2375.284,9964.157,2477.627,10162.302,2519.283,10347.255,2430.964,11346.098,3138.292,10253.042,2181.896,7298.292,2247.375,6696.397,2127.397,18272.375,2423.219,17819.232,3211.617,14402.311,2199.362,11906.326,2114.082,10021.096,2235.19,9223.418,2174.218
476,47.5,7144.969,2415.754,7806.679,2369.84,9945.177,2489.373,10141.377,2507.113,10307.637,2427.8,11311.931,3139.694,10239.875,2178.875,7281.722,2255.042,6671.941,2124.073,18188.594,2409.875,17732.834,3199.517,14294.811,2204.224,11920.775,2121.469,9953.262,2220.0,9145.036,2167.073
477,47.6,7107.092,2408.231,7786.654,2379.062,9914.0,2482.294,10069.151,2501.849,9931.582,2423.946,11259.848,3157.111,10274.75,2176.792,7280.569,2247.833,6667.735,2125.0,18103.781,2425.281,17626.316,3203.833,14196.879,2201.948,11863.571,2124.041,9908.19,2216.572,9100.981,2176.491
478,47.7,7086.461,2412.385,7736.074,2377.975,9870.902,2479.353,9950.887,2514.943,9902.4,2437.709,11223.417,3148.111,10276.771,2168.5,7216.042,2252.611,6614.471,2133.338,17982.062,2425.156,17461.301,3206.367,14210.275,2203.069,11814.184,2121.225,9857.977,2225.357,9047.382,2163.109
479,47.8,7078.2,2410.185,7715.395,2375.753,9803.628,2483.314,9976.792,2513.868,9913.4,2423.946,11178.348,3147.861,10227.854,2186.188,7238.875,2253.653,6604.853,2120.0,17899.844,2422.031,17414.033,3196.95,14087.293,2198.396,11804.755,2121.0,9839.596,2217.238,9039.964,2164.836
480,47.9,7046.692,2412.569,7656.815,2371.556,9834.235,2490.843,9950.51,2515.075,9878.127,2433.655,11179.681,3143.667,10308.75,2186.5,7217.194,2263.014,6573.265,2127.471,17763.469,2410.75,17335.633,3213.133,14070.827,2209.845,11754.041,2112.877,9775.643,2212.238,9036.964,2180.218
481,48.0,7030.385,2413.892,7643.346,2367.556,9763.941,2478.392,9930.095,2533.49,9856.745,2412.164,11095.542,3146.556,10295.583,2170.208,7226.639,2254.278,6532.765,2117.162,17688.125,2414.469,17246.816,3210.0,14042.948,2199.172,11745.551,2127.367,9690.523,2218.572,8976.346,2171.036
482,48.1,7053.4,2416.8,7592.58,2376.469,9759.138,2483.569,9912.095,2500.113,9798.654,2432.927,11065.848,3149.542,10344.083,2179.938,7187.042,2267.347,6525.838,2123.956,17525.688,2413.0,17114.4,3198.6,13997.414,2196.914,11692.286,2111.918,9671.667,2226.881,8929.146,2174.782
483,48.2,7028.169,2408.415,7589.111,2374.691,9677.941,2482.333,9912.792,2506.811,9826.782,2426.036,11037.333,3139.139,10317.938,2174.5,7182.861,2242.208,6518.176,2121.338,17476.094,2407.625,17001.0,3192.333,13954.362,2199.931,11627.306,2121.245,9599.31,2224.405,8927.072,2167.6
484,48.3,6952.554,2414.692,7540.025,2368.247,9640.862,2488.843,9896.623,2501.264,9778.563,2427.545,11035.264,3153.167,10103.833,2163.208,7148.903,2251.486,6488.456,2129.677,17383.094,2418.688,16951.084,3194.617,13899.431,2204.31,11616.734,2111.0,9591.904,2229.976,8875.491,2172.582
485,48.4,6978.246,2418.846,7499.309,2378.012,9636.393,2494.314,9882.51,2503.736,9815.873,2427.418,10998.889,3159.583,10243.0,2180.062,7136.625,2255.069,6444.912,2130.823,17183.219,2437.125,16755.699,3386.717,13834.275,2206.396,11219.979,2118.572,9537.548,2242.262,8855.509,2181.473
486,48.5,6957.108,2425.231,7498.037,2382.802,9605.313,2489.333,9849.49,2507.189,9802.69,2426.0,10934.167,3158.042,10289.104,2176.875,7139.431,2257.931,6420.632,2132.382,17228.25,2418.438,16422.166,3285.533,13762.121,2200.69,11199.571,2106.225,9499.881,2231.881,8807.891,2177.636
487,48.6,6943.108,2409.431,7495.531,2377.778,9580.235,2488.216,9798.755,2526.226,9789.818,2428.946,10928.514,3151.708,10123.708,2170.938,7101.139,2247.833,6434.765,2123.838,17205.562,2421.469,16349.434,3278.417,13725.845,2203.966,11214.898,2123.551,9482.69,2220.476,8786.2,2166.491
488,48.7,6937.431,2411.923,7425.543,2372.79,9536.02,2486.02,9824.66,2501.415,9765.928,2437.927,10879.444,3148.806,10186.667,2170.688,7082.208,2249.333,6387.471,2128.956,17170.0,2423.844,16314.733,3276.667,13715.482,2194.879,11226.878,2114.082,9426.762,2215.572,8763.854,2173.545
489,48.8,6903.554,2411.461,7417.802,2369.531,9474.862,2488.353,9787.019,2519.019,9753.473,2416.509,10885.223,3155.722,10104.312,2162.729,7076.639,2257.417,6365.515,2121.882,17147.688,2422.781,16206.066,3277.95,13702.138,2205.379,11248.51,2121.408,9427.119,2232.857,8766.673,2181.473
490,48.9,6910.139,2415.615,7390.667,2375.988,9459.902,2474.804,9796.905,2502.717,9751.709,2428.909,10833.514,3148.764,10068.75,2161.125,7064.931,2246.083,6360.603,2126.059,17047.719,2420.719,16204.55,3272.017,13647.379,2203.931,11237.755,2122.816,9354.262,2228.643,8710.127,2180.764
491,49.0,6894.6,2406.077,7375.481,2380.568,9430.667,2481.059,9825.83,2522.358,9733.909,2418.0,10824.986,3156.569,10079.896,2172.333,7070.486,2250.861,6350.338,2122.073,16959.844,2411.406,16419.883,3355.75,13587.362,2199.879,11283.918,2119.979,9370.81,2222.024,8712.964,2172.146
492,49.1,6862.031,2402.185,7349.284,2374.457,9410.059,2473.353,9871.887,2495.057,9712.945,2415.273,10752.527,3154.542,10166.375,2166.438,7043.375,2246.306,6335.279,2122.838,16897.531,2411.438,16330.833,3366.167,13570.621,2203.345,11309.755,2125.245,9333.5,2233.214,8653.873,2174.091
493,49.2,6852.154,2405.739,7337.284,2368.321,9384.647,2488.627,9805.227,2509.472,9671.836,2427.509,10755.486,3150.653,10202.958,2161.042,7053.917,2242.417,6309.588,2122.823,16824.75,2415.5,16024.233,3276.85,13522.948,2210.5,11299.062,2126.49,9310.023,2230.167,8671.527,2173.127
494,49.3,6837.492,2404.108,7316.086,2381.506,9334.726,2483.569,9763.717,2507.321,9693.255,2423.673,10758.25,3151.319,10181.396,2174.042,7044.528,2243.694,6299.176,2119.897,16717.719,2425.156,15994.6,3276.733,13503.104,2195.483,11269.612,2129.51,9289.714,2222.0,8621.437,2175.545
495,49.4,6820.662,2404.385,7284.531,2372.185,9304.313,2480.98,9769.188,2507.51,9690.4,2419.018,10703.848,3158.875,10072.729,2159.021,7015.25,2242.236,6278.956,2134.5,16667.125,2425.719,15939.0,3270.117,13470.759,2199.741,10266.122,2117.592,9248.262,2233.572,8593.109,2186.018
496,49.5,6806.861,2404.446,7266.766,2369.531,9246.568,2483.902,9737.925,2501.057,9683.618,2431.309,10673.611,3161.264,10057.5,2151.938,7026.75,2247.917,6276.544,2124.412,16582.031,2431.719,15867.417,3264.783,13414.896,2204.293,10312.775,2116.877,9242.452,2221.976,8563.2,2181.291
497,49.6,6808.431,2409.631,7283.753,2381.914,9253.432,2474.196,9763.905,2510.83,9654.255,2425.509,10656.098,3156.653,10081.083,2160.042,6988.736,2241.097,6247.985,2121.912,16496.406,2424.719,15828.9,3270.183,13374.466,2200.81,10303.225,2119.653,9201.833,2222.572,8558.146,2172.0
498,49.7,6773.569,2408.369,7244.876,2379.975,9194.255,2473.804,9669.358,2530.849,9630.981,2420.036,10663.083,3169.181,10045.146,2157.0,6994.083,2254.806,6240.059,2127.779,16433.125,2418.781,15785.0,3273.567,13374.896,2211.293,10333.184,2118.674,9234.714,2226.928,8532.891,2170.964
499,49.8,6766.2,2411.231,7237.173,2383.481,9177.471,2474.431,9662.849,2528.358,9590.473,2420.982,10626.027,3163.431,9873.708,2164.146,6978.611,2250.056,6225.735,2124.279,16351.719,2417.469,15687.517,3261.217,13327.275,2205.034,10404.47,2122.633,9152.238,2230.81,8525.091,2167.182
500,49.9,6762.092,2399.723,7225.963,2363.605,9152.98,2472.294,9655.208,2549.415,9614.4,2423.364,10617.708,3174.958,9852.479,2169.5,6943.333,2247.792,6191.574,2121.618,16259.094,2419.5,15660.533,3246.183,13271.552,2201.207,10426.306,2117.633,9219.214,2214.524,8528.981,2176.982
501,50.0,6755.323,2409.985,7216.234,2371.407,9132.667,2492.588,9624.887,2513.17,9601.255,2425.382,10633.027,3165.653,9804.792,2155.354,6941.181,2242.681,6202.456,2124.485,16164.875,2424.156,15599.3,3235.8,13286.741,2209.569,10405.184,2121.326,9166.357,2233.69,8483.437,2167.673
502,50.1,6745.908,2397.754,7197.938,2370.975,9135.862,2480.549,9614.642,2532.83,9599.454,2421.273,10608.292,3180.222,9823.479,2168.0,6941.389,2248.958,6172.147,2129.823,16036.844,2415.875,15618.616,3250.933,13270.621,2200.172,10466.347,2121.592,9143.0,2219.476,8465.363,2180.873
503,50.2,6714.123,2397.046,7177.766,2379.469,9100.02,2487.686,9613.528,2500.679,9582.218,2414.073,10579.473,3178.028,9936.667,2161.854,6871.514,2257.194,6152.603,2125.897,15933.781,2410.312,15531.9,3253.017,12753.793,2211.776,10447.938,2121.082,9147.31,2225.976,8463.764,2170.036
504,50.3,6707.969,2401.739,7146.222,2377.037,9108.0,2481.294,9564.547,2533.434,9572.291,2428.673,10572.139,3168.167,9934.646,2158.333,6910.931,2252.847,6160.118,2122.5,15913.531,2429.156,15496.85,3241.533,13146.207,2210.621,10458.021,2127.572,9128.81,2222.952,8450.182,2183.854
505,50.4,6694.923,2392.354,7133.876,2363.691,9070.902,2479.157,9543.472,2509.755,9551.891,2430.309,10523.069,3170.431,9932.958,2166.979,6899.764,2248.028,6148.191,2124.956,15785.188,2423.344,15452.0,3255.4,12684.345,2200.862,10471.633,2125.775,9115.833,2219.524,8448.418,2171.854
506,50.5,6659.308,2401.338,7122.938,2370.086,9062.549,2485.373,9607.453,2527.132,9527.745,2420.2,10521.277,3162.583,9919.604,2162.458,6898.292,2249.861,6125.912,2123.147,15643.969,2428.312,15428.417,3231.95,12683.982,2201.0,10469.367,2121.775,8972.286,2228.786,8421.527,2174.582
507,50.6,6659.4,2398.754,7127.062,2370.605,9047.039,2470.314,9579.698,2544.226,9515.0,2416.218,10503.0,3154.125,9904.833,2169.292,6891.458,2251.736,6333.265,2121.912,15542.594,2405.375,15386.384,3247.9,12658.104,2209.138,10473.796,2138.572,8948.048,2226.19,8420.109,2173.854
508,50.7,6693.077,2402.954,7124.124,2370.321,9067.549,2495.608,9518.585,2380.51,9504.928,2417.764,10502.889,3169.694,9861.208,2163.458,6874.875,2237.361,6102.779,2126.221,15541.125,2421.719,15372.333,3243.883,12676.931,2204.483,10483.102,2121.653,8947.119,2218.524,8404.4,2174.327
509,50.8,6622.692,2382.4,7084.494,2369.556,9033.138,2492.922,9511.68,2379.151,9441.981,2419.509,10493.361,3169.347,9722.708,2169.708,6847.333,2238.431,6083.456,2121.206,15420.312,2428.156,15308.55,3216.083,12673.327,2202.81,10468.959,2126.939,8946.81,2208.095,8366.709,2169.236
510,50.9,6648.877,2406.292,7076.766,2368.704,9058.333,2487.451,9465.472,2375.623,9466.945,2427.618,10514.819,3167.5,9842.729,2174.438,6846.278,2246.208,6300.353,2114.353,15387.156,2416.562,15300.517,3239.633,12642.104,2207.172,10471.266,2127.694,8970.904,2231.952,8360.654,2170.109
511,51.0,6623.308,2417.4,7089.642,2372.086,9024.274,2483.274,9428.208,2527.962,9429.473,2424.127,10469.652,3156.722,9934.062,2166.292,6829.069,2244.958,6268.779,2124.353,15264.75,2423.906,15267.25,3223.833,12610.379,2203.172,10474.266,2123.633,8972.977,2226.762,8333.2,2174.236
512,51.1,6638.292,2397.769,7068.124,2373.815,9043.588,2482.843,9490.66,2533.038,9391.346,2420.873,10487.277,3160.556,9980.458,2158.438,6825.278,2248.792,6275.5,2117.162,15218.312,2421.969,15228.684,3221.117,12578.655,2212.328,10464.653,2123.979,8950.714,2225.167,8321.109,2166.964
513,51.2,6574.277,2414.077,7077.79,2376.259,9015.412,2484.588,9468.623,2519.906,9395.654,2425.854,10465.861,3155.875,10040.917,2170.979,6810.889,2241.819,6261.147,2122.647,15363.0,2419.594,15226.083,3237.883,12571.104,2206.466,10481.122,2120.347,8965.477,2214.881,8366.745,2170.146
514,51.3,6617.969,2398.662,7039.531,2378.062,9036.883,2481.823,9461.887,2523.642,9375.31,2417.255,10455.973,3154.472,9792.521,2163.938,6762.361,2249.042,6040.25,2128.427,15335.844,2414.469,15203.667,3235.233,12564.293,2208.466,10477.51,2120.674,8957.69,2216.643,8353.6,2171.164
515,51.4,6585.708,2397.123,7045.864,2373.605,9002.922,2486.235,9435.943,2530.075,9350.346,2423.164,10466.986,3171.167,9798.833,2166.062,6772.5,2252.514,6036.353,2123.544,15239.969,2396.219,15164.184,3227.033,12566.293,2209.104,10469.796,2121.286,8948.404,2215.119,8340.2,2186.636
516,51.5,6570.677,2392.938,7033.975,2369.827,9001.588,2492.726,9409.83,2523.189,9344.036,2419.764,10426.723,3160.569,9886.354,2165.75,6784.736,2249.708,6008.382,2121.5,15150.938,2419.312,15154.316,3226.017,12560.034,2209.034,10455.714,2124.979,8925.619,2231.31,8281.2,2171.782
517,51.6,6548.508,2402.862,7027.975,2382.84,9027.862,2477.51,9363.528,2520.528,9342.873,2424.491,10407.056,3168.375,9968.958,2165.625,6755.847,2244.722,6009.382,2122.279,15067.656,2404.375,15165.833,3224.917,12564.259,2201.5,10442.388,2120.796,8902.381,2224.476,8270.454,2176.909
518,51.7,6555.215,2404.739,7016.926,2369.901,8963.216,2483.882,9427.245,2526.057,9307.109,2415.273,10400.736,3169.153,9987.104,2165.229,6745.028,2252.764,5999.721,2129.073,15011.531,2397.469,15133.7,3229.017,12539.293,2204.31,10458.429,2127.0,8911.452,2226.857,8259.945,2169.782
519,51.8,6585.631,2413.938,6991.642,2379.432,8986.138,2476.922,9425.377,2525.321,9285.072,2403.836,10377.348,3153.153,10023.979,2162.0,6698.583,2229.389,6031.221,2122.485,15006.625,2389.312,15136.1,3204.8,12508.621,2207.724,10488.898,2115.347,8942.833,2215.405,8231.4,2170.164
520,51.9,6540.6,2390.631,7013.766,2370.951,8997.529,2475.333,9322.981,2520.226,9283.346,2410.164,10386.723,3159.889,9906.521,2159.833,6713.528,2236.833,6024.603,2128.912,14847.562,2399.781,15089.816,3211.183,12481.086,2206.483,10483.408,2123.735,8903.214,2224.976,8281.327,2169.036
521,52.0,6563.846,2391.077,6981.729,2366.852,9008.451,2488.765,9435.925,2521.321,9268.654,2421.382,10353.542,3166.778,10045.708,2170.208,6718.514,2231.722,6036.853,2128.662,14883.156,2400.219,15056.483,3203.267,12470.655,2205.621,10492.102,2122.816,8899.333,2217.524,8249.4,2166.509
522,52.1,6534.431,2398.646,6960.617,2374.284,8950.333,2482.98,9400.227,2523.396,9298.0,2423.818,10339.486,3176.319,10020.604,2169.146,6710.722,2233.875,6039.221,2124.368,14836.219,2408.0,15048.533,3201.933,12467.069,2209.483,10494.408,2125.857,8886.5,2223.69,8210.891,2171.054
523,52.2,6544.354,2402.539,6975.839,2378.593,8995.98,2489.706,9398.208,2517.868,9265.2,2416.0,10332.444,3158.778,9809.479,2168.479,6686.889,2232.306,6018.985,2123.441,14847.094,2420.875,14986.783,3199.2,12467.225,2206.707,10500.163,2129.061,8891.167,2224.31,8205.0,2164.091
524,52.3,6509.692,2400.0,6976.519,2366.037,8966.196,2473.196,9393.396,2519.717,9265.31,2423.0,10330.208,3155.417,9851.021,2167.229,6660.819,2240.014,6006.765,2129.5,14825.156,2396.812,15024.333,3204.633,12440.982,2204.31,10478.184,2121.694,8863.167,2236.548,8222.945,2176.2
525,52.4,6504.446,2400.385,6946.753,2369.815,8901.765,2477.098,9367.245,2517.057,9250.0,2419.836,10317.973,3169.181,9931.312,2171.896,6667.292,2243.889,6005.176,2122.279,14780.5,2402.062,14964.717,3213.433,12401.104,2206.621,10487.082,2120.837,8835.404,2230.714,8208.255,2178.618
526,52.5,6510.0,2404.215,6939.062,2371.481,8939.412,2480.255,9374.736,2517.849,9255.909,2404.6,10330.402,3154.111,9914.625,2167.542,6662.472,2235.444,5981.397,2118.559,14702.594,2402.656,14896.733,3200.9,12407.689,2207.759,10454.347,2124.0,8852.143,2227.072,8193.618,2170.909
527,52.6,6506.554,2401.938,6932.839,2372.84,8927.235,2482.471,9356.868,2523.038,9237.909,2419.618,10310.931,3160.569,10033.583,2174.167,6657.472,2247.5,5975.515,2120.073,14617.312,2409.156,14940.4,3208.7,12390.673,2205.966,10459.143,2128.877,8851.19,2211.572,8182.6,2173.2
528,52.7,6511.523,2409.631,6932.494,2367.951,8937.333,2487.569,9299.887,2508.698,9223.491,2420.109,10315.444,3152.014,10062.521,2177.333,6636.944,2242.542,5933.132,2128.529,14519.969,2407.312,14884.15,3207.367,12375.896,2208.879,10485.102,2121.796,8844.096,2222.81,8179.545,2167.273
529,52.8,6504.692,2400.246,6893.407,2370.667,8892.274,2478.294,9311.925,2513.66,9201.182,2416.182,10334.931,3141.333,9998.333,2168.208,6646.542,2242.431,5949.515,2127.809,14504.562,2410.656,14929.483,3197.417,12379.275,2200.328,10433.551,2117.857,8853.477,2222.643,8155.709,2165.745
530,52.9,6479.0,2387.231,6882.284,2375.531,8894.922,2480.569,9288.698,2519.736,9198.582,2418.564,10311.723,3157.819,10040.271,2174.5,6565.25,2248.667,5953.103,2125.544,14376.594,2403.312,14901.717,3188.183,12358.931,2206.466,10439.0,2123.979,8842.833,2227.881,8128.491,2170.382
531,53.0,6479.785,2394.461,6875.333,2371.444,8895.862,2479.0,9245.095,2517.774,9204.563,2418.836,10284.848,3159.042,10069.208,2158.729,6570.375,2250.583,5918.118,2120.985,14334.625,2403.438,14861.65,3183.633,12349.725,2205.604,10416.674,2120.469,8814.667,2219.428,8127.527,2165.618
532,53.1,6477.969,2392.246,6864.753,2371.753,8890.138,2476.686,9246.377,2520.208,9183.31,2402.709,10284.236,3147.056,10034.083,2166.458,6554.708,2246.167,5919.353,2123.485,14219.5,2405.562,14844.25,3191.25,12387.569,2208.276,10431.347,2118.816,8833.929,2233.572,8118.164,2176.327
533,53.2,6474.2,2401.492,6866.309,2373.136,8859.157,2468.51,9188.358,2509.717,9187.928,2403.473,10289.458,3152.639,10027.208,2167.771,6540.167,2240.792,5922.441,2124.838,14181.156,2403.344,14850.483,3189.283,12347.914,2207.276,10426.674,2122.184,8814.69,2230.428,8077.873,2171.982
534,53.3,6483.046,2402.677,6839.568,2372.407,8897.961,2482.882,9135.755,2520.075,9211.69,2426.218,10250.042,3142.583,10026.375,2164.667,6543.333,2239.153,5918.809,2130.985,14078.875,2400.562,14832.3,3189.067,12330.018,2213.293,10389.959,2122.286,8833.0,2219.595,8069.254,2164.927
535,53.4,6454.646,2397.185,6833.185,2369.494,8855.412,2479.902,9091.812,2516.925,9221.0,2415.2,10249.125,3155.597,9999.354,2170.521,6521.222,2244.694,5908.279,2124.279,14091.375,2423.344,14834.866,3164.567,12340.138,2210.931,10376.49,2132.225,8825.977,2213.952,8075.018,2176.727
536,53.5,6452.431,2401.185,6844.951,2375.333,8862.117,2475.569,9114.245,2522.0,9212.091,2417.436,10242.819,3156.403,9968.667,2173.062,6526.556,2247.319,5886.647,2122.235,13952.875,2404.906,14811.05,3176.233,12318.655,2205.345,10421.837,2120.755,8815.214,2213.333,8065.582,2162.873
537,53.6,6460.8,2409.154,6829.901,2379.136,8856.568,2482.412,9178.717,2522.792,9200.873,2403.273,10236.083,3132.833,9989.667,2160.875,6497.556,2253.236,5900.103,2127.662,13890.75,2412.438,14807.467,3166.3,12283.189,2207.086,10411.266,2128.143,8789.81,2219.0,8061.909,2176.964
