Index,Time (s) Adjusted,grouped_osm8dr206 2M S bfr_Series002_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series002_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series004_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series004_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series005_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series005_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series007_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series007_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series008_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series008_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series009_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series009_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series011_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series011_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series013_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series013_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series014_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series014_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series015_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series015_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series016_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series016_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series017_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series017_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series018_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series018_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series019_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series019_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series020_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series020_Crop001_GCamP_Results_260123_Mean2
295,29.4,12134.738,2362.292,11160.679,2358.988,17261.393,2440.216,17452.697,2534.472,18778.346,2421.909,19718.652,2885.764,14593.479,1723.146,9335.542,2215.5,9218.471,2090.147,21282.625,2375.031,30030.217,3397.8,21986.104,2124.948,17715.348,2082.877,15716.857,2077.69,13259.8,2100.255
296,29.5,12098.969,2367.985,11141.21,2353.481,17182.744,2434.588,17312.377,2527.17,18735.963,2399.436,19739.098,2893.5,14542.979,1724.917,9322.292,2224.639,9209.323,2093.177,21217.188,2378.438,29975.666,3390.833,21965.742,2123.879,17635.408,2084.388,15712.381,2087.786,13236.091,2095.109
297,29.6,12084.8,2359.723,11140.531,2360.432,17200.705,2447.471,17426.113,2495.925,18785.363,2413.782,19768.584,2874.069,14806.688,1954.292,9349.806,2220.375,9236.162,2079.823,21159.25,2370.125,30016.232,3382.567,21919.725,2119.862,17627.123,2084.449,15717.333,2094.738,13232.928,2087.946
298,29.7,12029.569,2362.031,11137.062,2356.617,17203.744,2446.059,17456.34,2513.623,18803.801,2411.836,19717.445,2882.958,14884.979,1948.542,9313.542,2212.514,9205.309,2092.677,21175.031,2372.594,30061.467,3390.917,21904.328,2120.224,17581.469,2087.898,15704.69,2081.524,13241.109,2089.0
299,29.8,11929.861,2358.569,11138.383,2346.321,17201.646,2440.196,17463.51,2518.038,18784.619,2407.636,19682.25,2883.319,14471.938,1728.812,9309.027,2225.139,9197.221,2088.603,21195.812,2361.906,29969.184,3371.583,21924.361,2120.069,17595.918,2078.082,15695.5,2074.667,13199.091,2099.0
300,29.9,11902.262,2356.662,11118.642,2351.271,17184.275,2445.627,17357.057,2524.151,18809.328,2403.146,19686.18,2879.417,14410.604,1726.771,9323.431,2216.889,9224.088,2090.0,21067.875,2365.469,29952.816,3375.4,21847.207,2121.19,17562.307,2084.408,15653.571,2082.667,13197.909,2088.455
301,30.0,11878.8,2355.508,11108.0,2351.16,17161.02,2430.529,17376.943,2515.698,18771.619,2407.091,19680.361,2885.875,14659.396,1955.042,9329.223,2221.097,9207.691,2083.971,21086.219,2375.906,29884.051,3388.55,21828.896,2118.707,17567.389,2077.388,15660.929,2085.048,13229.327,2101.982
302,30.1,11828.107,2365.2,11118.481,2345.963,17116.529,2432.392,17306.057,2528.698,18767.781,2414.964,19691.0,2881.389,14761.354,1947.688,9329.306,2223.583,9204.956,2085.191,21137.156,2365.656,29897.65,3367.633,21821.207,2116.19,17519.123,2087.265,15625.262,2082.667,13179.363,2086.127
303,30.2,11824.216,2365.892,11086.296,2360.938,17109.49,2438.274,17346.963,2534.49,18728.545,2395.345,19638.084,2877.958,14698.292,1940.396,9307.027,2204.694,9182.206,2087.632,21130.062,2380.031,29840.25,3369.6,21756.311,2124.155,17490.244,2087.796,15520.477,2086.738,13163.491,2101.436
304,30.3,11807.723,2359.277,11095.444,2348.593,17057.0,2431.863,17262.207,2517.943,18705.182,2400.582,19606.584,2866.556,14736.312,1940.75,9310.014,2214.361,9189.471,2085.029,21147.781,2365.094,29780.018,3364.483,21839.104,2126.828,17492.918,2086.428,15489.119,2074.262,13154.019,2101.109
305,30.4,11820.139,2350.046,11085.741,2343.876,17018.568,2435.647,17103.057,2527.642,18731.928,2406.745,19542.291,2881.181,14549.708,1952.271,9274.014,2212.153,9200.456,2089.838,21112.781,2368.719,29764.217,3355.617,21819.482,2116.776,17440.898,2089.245,15283.167,2087.381,13138.2,2097.527
306,30.5,11802.323,2367.4,11073.827,2357.864,16992.275,2432.471,17234.98,2521.358,18641.945,2411.582,19578.055,2873.958,14640.896,1938.729,9292.944,2209.25,9172.427,2085.647,21072.906,2368.781,29827.301,3375.933,21757.328,2123.741,17407.203,2091.123,15434.262,2083.595,13152.618,2096.473
307,30.6,12025.369,2334.046,11080.259,2343.691,16986.117,2436.255,17278.359,2518.472,18676.0,2413.655,19580.598,2889.778,14631.75,1946.646,9286.098,2215.611,9177.353,2090.809,21174.188,2358.844,29768.316,3356.517,21786.775,2113.569,17385.389,2088.204,15291.548,2083.5,13120.473,2099.382
308,30.7,11984.923,2333.461,11074.963,2350.951,16972.49,2431.49,17327.434,2521.434,18615.836,2396.364,19482.805,2881.153,14631.812,1950.521,9274.902,2217.694,9188.383,2087.059,21078.875,2357.469,29797.416,3377.183,21768.861,2119.396,17445.266,2086.102,15428.952,2085.928,13083.363,2088.655
309,30.8,11886.646,2354.985,11059.481,2347.0,16568.098,2438.529,17148.246,2509.49,18591.527,2403.709,19505.666,2866.319,14514.229,1941.583,9275.111,2214.611,9204.029,2085.662,20987.219,2346.875,29786.184,3375.15,21664.689,2123.759,17374.367,2085.184,15402.977,2078.405,13109.928,2103.691
310,30.9,11884.139,2354.185,11050.741,2353.309,16631.412,2438.882,17119.736,2516.057,18587.963,2395.291,19530.264,2872.958,14510.417,1940.354,9238.598,2208.222,9186.941,2087.809,21133.344,2375.281,29668.051,3365.65,21670.586,2115.655,17378.061,2091.021,15458.333,2079.405,13100.69,2093.691
311,31.0,11860.0,2355.677,11037.814,2351.407,16627.922,2429.902,17252.906,2517.83,18583.199,2396.982,19542.139,2868.097,14381.479,1939.458,9262.152,2212.153,9190.529,2089.088,21050.719,2364.781,29696.834,3366.7,21607.861,2122.81,17373.693,2079.021,15470.071,2082.857,13077.182,2091.273
312,31.1,11838.646,2348.585,11030.827,2339.049,16625.354,2436.549,17205.584,2510.981,18652.381,2406.946,19484.541,2869.833,14319.562,1953.688,9229.917,2208.458,9182.633,2082.809,21002.5,2372.344,29723.816,3351.467,21642.225,2123.155,17404.123,2076.163,15492.952,2076.524,13033.382,2097.836
313,31.2,12019.462,2341.246,11036.729,2350.951,16670.863,2432.745,17075.396,2529.736,18593.473,2403.818,19505.723,2873.083,14487.562,1946.667,9276.389,2213.542,9161.867,2084.5,20971.469,2374.438,29681.482,3365.8,21672.604,2118.776,17367.592,2071.775,15429.762,2092.024,13076.2,2093.164
314,31.3,11920.538,2349.323,10999.271,2350.037,16694.275,2429.157,17133.32,2535.49,18539.963,2392.836,19470.93,2872.417,14315.562,1946.771,9269.986,2201.056,9166.5,2086.397,20944.25,2348.969,29659.783,3372.267,21558.535,2128.396,17241.367,2093.021,15466.857,2088.0,13014.782,2097.836
315,31.4,11993.923,2337.215,11011.099,2347.593,16674.941,2444.667,16808.359,2524.981,18575.309,2398.327,19421.973,2862.889,14275.646,1935.312,9285.0,2205.417,9168.721,2085.897,20891.531,2352.031,29571.467,3376.6,21598.293,2115.017,17207.0,2075.184,15394.096,2078.262,12952.4,2097.636
316,31.5,11935.523,2347.338,10995.877,2349.642,16622.354,2423.529,17164.32,2529.0,18563.0,2402.218,19412.084,2876.5,14277.042,1955.667,9303.431,2215.986,9117.867,2085.412,20885.406,2366.094,29470.066,3363.2,21541.707,2130.224,17158.816,2079.735,15489.214,2079.524,12992.818,2102.054
317,31.6,11850.093,2346.354,11019.024,2349.185,16655.039,2441.353,17151.49,2530.264,18538.691,2388.327,19413.152,2863.889,14193.417,1945.75,9281.264,2206.611,9142.956,2080.25,20936.844,2374.625,29461.801,3359.7,21556.604,2126.828,17115.02,2077.265,15429.381,2085.405,12977.055,2102.0
318,31.7,11769.262,2358.615,10997.556,2341.148,16687.059,2434.02,17159.057,2524.151,18388.109,2411.364,19358.291,2869.153,14157.042,1941.833,9258.223,2205.833,9106.044,2087.309,20849.5,2361.25,29543.367,3350.867,21532.361,2110.431,17074.775,2079.061,15423.096,2081.238,12958.072,2095.836
319,31.8,11944.292,2332.323,10963.259,2345.481,16641.941,2438.726,17029.793,2516.849,17762.018,2370.727,19378.334,2864.056,14080.833,1936.688,9265.931,2210.306,9125.177,2091.515,20817.625,2362.188,29417.416,3348.283,21525.465,2118.069,17068.775,2079.245,15417.5,2087.643,12894.418,2104.036
320,31.9,11892.77,2342.185,10977.691,2344.358,16671.078,2423.373,16930.924,2509.698,17741.836,2366.218,19354.125,2857.486,13975.25,1949.0,9265.819,2204.528,9094.647,2082.809,20818.656,2365.0,29498.416,3356.533,21493.379,2128.138,16946.756,2081.694,15424.048,2067.143,12984.091,2097.036
321,32.0,11892.246,2341.415,10989.519,2349.593,16641.588,2431.137,16878.793,2516.774,17729.291,2359.618,19388.139,2858.236,13721.521,1944.417,9225.792,2209.278,9060.206,2084.677,20832.125,2362.969,29440.684,3352.2,21489.346,2111.0,16955.551,2089.898,15357.214,2085.048,12938.709,2093.982
322,32.1,11745.415,2357.415,11005.333,2338.012,16666.215,2445.51,16955.51,2514.906,17675.182,2365.236,19303.82,2860.431,14212.729,2123.979,9253.5,2209.528,9073.485,2083.971,20791.188,2359.156,29403.051,3341.033,21471.518,2116.914,16871.857,2083.979,15374.596,2072.595,12934.109,2096.709
323,32.2,11848.216,2341.461,10938.84,2347.395,16684.51,2432.235,17075.68,2530.396,17672.818,2360.891,19306.959,2861.611,13724.833,1945.667,9244.486,2216.056,9067.735,2084.838,20757.125,2366.281,29469.85,3356.767,21427.604,2119.379,16748.449,2081.959,15406.023,2079.19,12902.928,2089.982
324,32.3,11681.2,2350.415,10933.568,2350.432,16649.234,2429.726,17040.51,2526.792,17610.945,2367.909,19280.541,2864.056,14112.188,2124.688,9184.277,2212.069,9057.088,2087.691,20655.562,2355.469,29399.732,3329.533,21412.242,2117.362,16752.836,2077.714,15364.619,2080.19,12879.928,2095.964
325,32.4,11668.046,2360.277,10945.63,2337.21,16688.98,2441.823,17033.736,2537.264,17561.273,2364.491,19318.236,2861.042,14246.062,2121.458,9196.708,2210.778,9054.073,2086.618,20707.094,2370.125,29407.584,3345.05,21449.275,2115.259,16707.203,2070.49,15352.404,2087.5,12893.437,2097.382
326,32.5,11840.4,2330.615,10932.716,2347.235,16683.137,2429.784,17008.02,2530.51,17532.328,2363.727,19272.611,2862.208,14248.458,2130.688,9147.458,2216.389,9069.897,2087.956,20646.094,2356.938,29411.967,3338.117,21454.914,2119.086,16633.143,2085.204,15336.143,2096.072,12872.236,2092.073
327,32.6,11854.615,2332.338,10899.346,2344.383,16662.275,2428.569,17012.736,2534.774,17533.873,2363.054,19209.611,2864.583,14155.354,2124.146,9168.902,2214.917,9042.441,2091.103,20696.375,2352.062,29332.883,3342.283,21430.139,2119.707,16606.225,2077.102,15358.404,2083.19,12910.164,2089.564
328,32.7,11863.893,2336.046,10909.186,2357.111,16642.0,2427.235,16811.473,2541.226,17492.691,2362.091,19180.889,2861.458,14017.292,2130.167,9178.348,2218.056,9032.515,2085.838,20641.219,2366.812,29268.533,3330.8,21416.742,2125.466,16525.102,2084.102,15397.952,2070.476,12890.745,2099.436
329,32.8,11897.123,2337.015,10912.704,2340.049,16663.98,2432.353,16793.604,2527.226,17517.455,2366.164,19202.75,2870.875,14023.396,2116.479,9176.542,2218.597,9046.177,2083.809,20614.0,2361.031,29317.75,3324.983,21385.621,2123.81,16448.531,2071.837,15332.667,2081.167,12844.928,2094.273
330,32.9,11823.523,2342.369,10897.852,2348.395,16635.275,2437.392,16905.189,2529.34,17478.781,2363.291,19182.625,2850.111,13950.646,2120.0,9191.806,2214.347,9031.544,2089.471,20607.344,2356.469,29226.9,3336.733,21380.449,2118.19,16354.979,2071.408,15265.596,2081.572,12851.236,2102.491
331,33.0,11776.031,2346.708,10894.099,2345.704,16638.961,2427.588,16915.736,2515.283,17507.4,2371.018,19149.125,2845.611,13802.208,2122.417,9145.764,2212.889,9007.367,2082.088,20547.594,2361.75,29200.033,3345.95,21358.396,2115.5,16410.51,2072.816,15109.904,2067.143,12841.109,2094.327
332,33.1,11764.861,2342.815,10886.79,2348.049,16553.549,2442.726,16963.641,2532.283,17433.273,2369.018,19166.555,2850.208,13629.625,2122.083,9155.694,2217.681,9046.0,2088.118,20527.562,2360.688,29184.133,3324.317,21303.086,2115.293,16304.571,2091.449,15117.833,2086.69,12821.8,2084.527
333,33.2,11703.692,2350.938,10889.901,2342.062,16556.863,2421.902,16929.51,2528.038,17438.0,2360.655,19155.959,2852.194,13544.875,2121.604,9150.486,2223.417,9010.662,2088.603,20484.0,2368.5,29145.268,3353.167,21263.104,2122.621,16264.143,2085.021,15005.571,2085.667,12789.454,2104.509
334,33.3,11653.323,2350.308,10874.05,2341.975,16627.705,2429.02,16881.0,2524.189,17478.727,2361.0,19114.277,2861.25,13496.125,2122.646,9174.152,2202.556,8997.471,2081.912,20809.375,2351.094,29068.533,3333.433,21305.982,2122.914,16113.082,2074.49,15065.571,2090.476,12752.091,2092.345
335,33.4,11738.923,2339.138,10847.444,2345.173,16610.215,2427.549,16669.811,2519.208,17441.746,2370.345,19092.18,2849.722,13797.375,2121.896,9173.25,2206.5,8963.529,2089.691,20884.906,2353.25,29087.768,3334.717,21281.068,2122.552,16098.775,2080.714,15166.5,2082.428,12790.473,2084.782
336,33.5,11765.784,2339.815,10851.197,2345.84,16575.961,2424.922,16986.867,2509.396,17420.545,2357.382,19071.875,2846.708,13615.583,2121.396,9116.667,2197.417,8972.044,2082.059,20877.125,2346.906,29092.0,3330.033,21271.139,2121.345,16094.816,2083.796,15148.19,2083.286,12779.437,2098.164
337,33.6,11741.877,2339.985,10814.519,2350.012,16581.922,2429.902,16929.641,2518.453,17449.072,2365.2,19092.598,2841.333,13609.188,2124.833,9138.556,2216.528,8912.809,2086.412,20846.531,2354.5,29139.199,3333.333,21258.879,2122.5,16105.938,2070.694,15124.167,2082.357,12753.69,2100.491
338,33.7,11715.569,2339.154,10827.63,2350.593,16532.059,2430.98,16838.227,2514.774,17405.963,2362.036,19029.43,2850.583,13465.979,2123.75,9098.0,2215.903,8909.0,2089.823,20879.781,2341.25,29087.949,3337.95,21198.982,2115.172,16070.021,2083.837,15096.023,2080.476,12763.928,2089.473
339,33.8,11699.123,2335.554,10842.914,2354.704,16548.686,2436.588,16596.793,2529.302,17465.254,2365.836,18992.791,2856.583,13370.292,2113.542,9100.902,2224.819,8931.927,2081.382,20911.719,2351.031,29025.75,3319.767,21209.172,2121.224,16014.449,2080.939,15139.952,2074.286,12716.146,2095.455
340,33.9,11669.554,2341.0,10842.58,2347.531,16576.137,2430.902,16770.057,2539.396,17462.455,2368.236,19006.25,2849.486,13115.854,2127.646,9093.542,2211.903,8895.529,2087.823,20908.219,2350.5,28998.732,3320.917,21203.793,2121.31,16017.143,2079.735,15103.881,2085.548,12713.909,2099.582
341,34.0,11682.385,2340.8,10819.926,2344.124,16485.98,2432.078,16742.473,2528.698,17405.473,2368.564,18955.75,2848.681,13122.812,2117.5,9069.973,2209.764,8864.779,2088.559,20851.312,2343.031,29023.551,3317.983,21172.949,2119.259,15994.449,2071.816,15071.404,2078.0,12680.182,2091.255
342,34.1,11661.754,2341.554,10840.877,2348.753,16486.922,2437.314,16583.98,2517.585,17437.49,2357.273,18917.527,2845.403,13111.083,2119.104,9047.625,2214.806,8826.883,2093.677,20936.625,2367.062,29002.367,3326.283,21102.035,2110.362,15976.49,2085.49,15044.096,2085.048,12654.091,2093.8
343,34.2,11655.846,2343.062,10830.79,2345.519,16479.705,2428.863,16634.359,2519.49,17491.418,2360.964,18954.625,2841.472,13149.875,2123.208,9091.125,2210.653,8841.177,2085.632,20957.5,2340.719,28989.066,3328.3,21096.775,2121.172,15997.306,2078.877,15020.0,2080.905,12668.382,2094.782
344,34.3,11638.846,2357.508,10828.099,2350.37,16435.568,2430.451,16782.377,2529.0,17452.727,2380.164,18921.264,2851.486,13324.958,2122.104,9062.958,2209.125,8767.015,2095.397,20896.062,2353.125,28897.967,3323.767,21096.189,2119.259,16031.714,2080.286,15081.357,2076.762,12653.127,2097.854
345,34.4,11641.339,2343.108,10804.062,2341.185,16427.393,2422.765,16672.377,2530.774,17479.928,2363.146,18902.93,2857.875,12999.229,2116.896,9044.777,2216.361,8948.338,2096.838,20912.531,2341.969,28927.184,3307.55,21105.172,2124.948,16038.021,2093.041,15044.119,2079.643,12653.418,2086.436
346,34.5,11631.262,2347.708,10780.099,2329.654,16426.686,2435.373,16688.906,2515.642,17372.436,2362.764,18881.723,2844.972,13255.708,2122.292,9018.458,2219.597,8927.529,2090.882,20798.406,2356.25,28950.633,3317.483,21059.725,2133.379,16028.143,2084.061,15053.5,2076.738,12630.31,2085.4
347,34.6,11641.415,2347.708,10771.58,2337.506,16400.922,2425.941,16638.113,2520.283,17433.891,2366.255,18831.889,2845.861,12971.521,2119.688,9041.902,2211.097,8926.133,2094.529,20865.75,2343.812,28886.768,3320.083,21026.207,2121.172,17791.611,2073.939,14998.119,2086.405,12595.854,2099.018
348,34.7,11593.431,2344.123,10780.296,2339.321,16406.588,2429.431,16619.17,2513.981,17368.727,2368.727,18871.334,2845.583,12936.479,2123.5,9027.708,2203.653,8919.779,2092.279,20905.312,2345.812,28869.732,3329.0,20951.346,2118.345,17662.225,2077.939,14918.143,2081.476,12611.654,2093.491
349,34.8,11587.277,2346.215,10762.777,2345.642,16319.607,2442.784,16812.623,2522.811,17375.473,2353.327,18863.43,2846.986,13225.375,2122.021,9025.444,2209.194,8917.323,2093.809,20888.875,2355.531,28853.4,3329.883,21049.965,2110.276,17615.652,2085.204,14949.357,2088.072,12597.818,2095.655
350,34.9,11564.154,2341.108,10784.05,2349.062,16333.98,2438.235,16805.963,2510.34,17351.691,2364.018,18847.945,2852.208,13207.896,2120.75,9022.833,2220.25,8892.559,2088.206,20850.094,2338.812,28835.283,3317.05,20996.0,2119.914,17500.02,2087.082,14888.333,2072.881,12564.764,2097.291
351,35.0,11558.708,2340.739,10760.827,2341.815,16323.804,2415.274,16754.811,2510.49,17875.527,2406.727,18844.791,2846.403,12930.833,2113.417,9008.139,2205.028,8919.529,2100.471,20868.344,2340.094,28838.982,3309.317,20970.482,2123.759,17439.0,2082.816,14853.096,2088.024,12548.509,2096.636
352,35.1,11541.385,2334.138,10735.741,2343.901,16282.138,2432.49,16703.434,2518.434,17883.072,2402.818,18823.695,2836.556,13021.583,2128.938,9009.833,2208.375,8873.647,2086.294,20862.531,2359.469,28768.283,3317.733,21031.811,2119.448,17352.611,2079.021,14829.119,2090.405,12537.109,2089.946
353,35.2,11526.954,2338.477,10748.617,2339.876,16332.922,2432.647,16781.113,2507.226,17871.654,2393.273,18861.93,2848.986,12929.625,2125.021,8996.486,2211.125,8854.588,2091.309,20850.719,2346.625,28788.316,3295.983,20990.189,2122.5,17155.469,2086.755,14811.619,2083.857,12569.236,2091.582
354,35.3,11488.508,2333.769,10723.568,2334.284,16312.922,2432.373,16599.793,2497.887,17919.582,2398.327,18762.416,2846.625,12885.729,2126.479,8998.042,2206.486,8871.721,2101.927,20873.375,2358.625,28799.316,3311.95,21014.465,2123.241,16903.693,2086.633,14818.071,2075.762,12564.127,2097.146
355,35.4,11404.738,2337.815,10723.531,2340.876,16214.765,2427.51,16620.359,2506.774,17880.236,2395.0,18737.986,2838.778,12932.104,2112.583,9012.264,2198.236,8865.633,2094.059,20899.969,2349.781,28698.85,3325.133,20964.018,2118.845,17302.285,2073.123,14867.048,2089.167,12512.164,2095.818
356,35.5,11459.677,2332.231,10707.568,2342.16,16222.157,2424.98,16621.887,2507.132,17898.582,2393.127,18685.18,2832.722,12834.042,2126.771,8986.736,2210.333,8842.971,2090.191,20866.781,2358.219,28655.0,3306.317,20906.275,2119.707,16922.449,2077.49,14863.167,2083.69,12509.8,2083.909
357,35.6,11462.954,2325.215,10733.136,2340.259,16212.216,2427.745,16639.15,2512.057,17865.691,2389.691,18714.139,2836.653,12926.25,2132.375,8988.486,2216.431,8839.677,2089.382,20906.594,2344.219,28681.184,3298.9,20873.258,2114.414,16287.062,2082.755,14849.357,2090.595,12496.164,2098.418
358,35.7,11471.723,2330.862,10709.309,2347.025,16244.255,2432.392,16616.189,2500.774,17838.545,2397.309,18677.305,2832.264,12791.0,2124.667,8987.708,2215.306,8831.279,2089.132,20748.938,2336.156,28633.25,3309.7,20885.0,2124.672,17497.877,2082.531,14856.429,2088.548,12447.654,2095.255
359,35.8,11467.923,2325.585,10686.852,2345.062,16219.706,2438.392,16589.736,2506.604,17856.418,2399.818,18653.416,2829.764,12565.333,2108.792,8989.75,2210.806,8802.603,2084.588,20818.625,2334.188,28644.699,3313.517,20913.689,2115.138,17490.715,2076.408,14851.5,2100.595,12494.637,2100.873
360,35.9,11399.323,2326.708,10670.481,2350.235,16205.51,2431.157,16436.434,2518.17,17875.473,2387.054,18643.82,2831.569,12620.812,2118.438,8974.361,2210.139,8798.471,2093.721,20794.531,2338.531,28576.5,3311.483,20831.725,2128.396,17110.572,2081.061,14804.548,2075.976,12418.418,2091.691
361,36.0,11397.893,2341.708,10686.383,2343.914,16160.059,2425.569,16374.849,2532.774,17865.963,2394.818,18633.361,2831.167,12735.438,2119.688,8980.444,2218.764,8806.103,2095.706,20719.062,2351.281,28543.35,3304.283,20877.154,2118.362,16588.225,2076.979,14770.31,2083.143,12452.109,2094.909
362,36.1,11242.523,2339.154,10678.519,2346.049,16195.961,2433.471,16375.962,2511.321,17833.254,2385.964,18662.43,2823.458,12760.625,2117.104,8983.277,2207.125,8791.221,2090.382,20780.188,2341.938,28568.133,3306.133,20862.328,2113.086,16117.979,2073.225,14741.619,2087.69,12450.509,2093.564
363,36.2,11308.969,2341.2,10665.074,2332.802,16147.353,2422.471,16477.303,2512.49,17840.836,2385.655,18644.195,2831.736,12758.604,2116.521,8951.167,2213.042,8796.147,2089.618,20763.062,2337.719,28616.25,3297.583,20821.432,2117.741,16002.571,2084.326,14700.81,2088.833,12467.854,2089.545
364,36.3,11257.23,2338.308,10645.013,2347.938,16123.313,2413.647,16477.416,2513.34,17810.672,2395.255,18634.43,2821.653,12716.125,2131.146,8950.458,2215.069,8796.441,2085.25,20752.531,2339.969,28581.018,3301.283,20770.672,2121.241,16609.184,2084.592,14662.023,2078.714,12422.255,2086.018
365,36.4,11352.431,2338.277,10664.099,2340.259,16079.843,2431.49,16465.906,2505.981,17799.037,2401.545,18595.084,2825.333,12611.0,2120.062,8943.806,2216.056,8767.515,2080.75,20740.0,2351.438,28533.232,3295.75,20696.465,2125.0,16549.061,2078.653,14444.071,2096.857,12428.146,2090.109
366,36.5,11255.415,2341.169,10657.396,2349.259,16102.393,2429.451,16452.057,2505.849,17807.801,2390.527,18504.945,2842.194,12439.583,2123.396,8902.777,2204.681,8770.985,2095.603,20681.719,2348.75,28503.133,3291.383,20738.361,2121.276,16522.551,2074.694,14442.404,2081.072,12391.509,2096.036
367,36.6,11341.508,2335.831,10652.432,2337.074,16115.784,2426.882,16508.51,2520.717,17813.018,2389.618,18479.875,2830.014,12394.75,2119.521,8943.236,2201.542,8759.603,2092.471,20679.812,2344.625,28473.666,3304.5,20756.035,2117.81,16437.959,2081.979,14458.81,2071.548,12416.945,2091.6
368,36.7,11177.984,2345.938,10622.556,2331.691,16040.372,2426.627,16493.303,2502.943,17763.381,2402.946,18542.666,2821.569,12452.271,2127.646,8963.736,2212.389,8757.073,2089.838,20604.531,2344.812,28497.117,3297.833,20695.586,2123.345,16434.51,2089.49,14423.0,2084.333,12374.327,2101.255
369,36.8,11123.462,2336.231,10645.432,2337.741,16027.177,2423.431,16534.98,2510.057,17761.254,2390.364,18485.986,2825.139,12520.625,2115.833,8924.694,2213.042,8740.25,2094.838,20546.719,2327.594,28486.434,3291.067,20673.396,2120.896,16401.652,2081.408,14497.667,2077.714,12378.854,2090.127
370,36.9,11236.016,2331.0,10602.741,2336.568,16021.667,2430.314,16482.773,2505.113,17725.908,2394.655,18485.305,2826.333,12481.917,2120.104,8961.556,2206.931,8753.544,2094.706,20158.219,2351.5,28447.801,3298.333,20625.465,2113.207,16363.653,2076.428,14550.714,2080.0,12378.854,2088.545
371,37.0,11115.262,2331.662,10603.543,2346.37,16002.667,2421.961,16490.283,2496.547,17697.891,2386.873,18497.041,2826.931,12458.646,2119.146,8894.431,2208.708,8719.985,2089.353,20192.125,2360.531,28402.934,3283.1,20625.482,2123.431,16266.837,2076.204,14571.143,2094.643,12397.964,2098.509
372,37.1,11254.723,2332.539,10624.396,2342.099,15903.804,2408.98,16530.604,2515.547,17697.291,2389.018,18465.098,2832.056,12297.729,2116.771,8895.486,2205.722,8707.971,2091.632,20219.156,2375.5,28376.666,3309.117,20599.328,2110.517,15974.021,2080.918,14549.738,2079.167,12340.981,2091.709
373,37.2,11223.431,2318.923,10564.37,2335.729,15906.51,2408.392,16463.66,2505.887,17653.855,2400.291,18495.084,2839.236,12391.667,2121.333,8905.764,2209.5,8682.544,2089.779,20202.844,2343.562,28316.416,3288.117,20584.742,2117.604,16909.836,2078.102,14573.881,2074.762,12337.764,2093.727
374,37.3,11007.262,2329.662,10573.383,2340.716,15881.49,2413.49,16473.473,2511.962,17631.527,2392.854,18480.82,2827.944,12348.083,2117.5,8896.333,2201.833,8657.309,2089.471,20183.344,2358.062,28355.25,3283.333,20582.225,2118.828,17393.225,2091.449,14533.048,2088.572,12334.327,2097.745
375,37.4,11185.569,2323.585,10572.803,2347.086,15903.667,2403.765,16283.075,2509.075,17603.055,2388.255,18492.32,2829.208,12294.062,2120.833,8930.694,2212.167,8706.015,2085.132,20198.188,2357.0,28243.283,3297.167,20554.551,2120.81,17317.756,2083.347,14543.881,2078.048,12344.363,2092.6
