 ,Area1,Mean1,StdDev1,Min1,Max1,Area2,Mean2,StdDev2,Min2,Max2
1,27.040,6036.422,1184.899,3904,8637,27.040,2549.250,68.269,2426,2759
2,27.040,5932.000,1191.942,3781,8565,27.040,2503.281,60.239,2362,2614
3,27.040,5840.266,1220.644,3520,8588,27.040,2486.328,57.587,2338,2684
4,27.040,5821.234,1186.226,3388,8290,27.040,2475.062,54.705,2319,2573
5,27.040,5788.016,1153.067,3198,8370,27.040,2475.141,57.497,2363,2659
6,27.040,5784.203,1125.684,3482,8266,27.040,2478.172,72.855,2290,2633
7,27.040,5728.625,1101.701,3316,8238,27.040,2475.234,62.372,2311,2619
8,27.040,5711.594,1085.220,3455,8179,27.040,2470.250,58.516,2347,2615
9,27.040,5691.344,1094.862,3469,8330,27.040,2455.828,58.832,2313,2590
10,27.040,5661.375,1075.870,3566,8217,27.040,2456.453,62.363,2254,2567
11,27.040,5633.844,1075.610,3514,8180,27.040,2462.375,62.251,2357,2606
12,27.040,5622.172,1039.738,3700,8124,27.040,2456.531,60.371,2312,2601
13,27.040,5545.406,1084.649,3244,7729,27.040,2456.484,63.340,2323,2637
14,27.040,5509.047,1074.327,3392,7892,27.040,2460.531,73.057,2265,2643
15,27.040,5528.047,1056.961,3725,7965,27.040,2448.547,56.027,2355,2619
16,27.040,5501.594,1042.332,3680,7923,27.040,2464.000,63.926,2312,2663
17,27.040,5500.031,1041.374,3693,7767,27.040,2461.844,57.544,2333,2624
18,27.040,5451.547,1049.412,3517,7835,27.040,2461.922,59.658,2341,2597
19,27.040,5435.062,1046.298,3446,7719,27.040,2466.875,69.497,2322,2605
20,27.040,5419.906,1043.287,3532,7632,27.040,2464.922,58.649,2354,2597
21,27.040,5414.344,1064.696,3384,7594,27.040,2460.031,63.264,2319,2593
22,27.040,5436.562,1026.880,3311,7602,27.040,2453.719,66.012,2314,2641
23,27.040,5445.328,1023.932,3270,7893,27.040,2452.953,63.799,2308,2649
24,27.040,5421.094,1006.747,3399,7591,27.040,2453.312,66.895,2302,2581
25,27.040,5441.344,995.132,3418,7764,27.040,2459.531,71.985,2302,2623
26,27.040,5454.375,1007.380,3534,7692,27.040,2453.797,66.870,2343,2638
27,27.040,5452.344,995.865,3601,7612,27.040,2454.844,68.473,2256,2587
28,27.040,5439.641,982.888,3534,7807,27.040,2455.109,60.177,2337,2603
29,27.040,5445.766,983.754,3511,7706,27.040,2458.641,73.726,2329,2704
30,27.040,5456.094,1008.639,3398,7909,27.040,2464.328,65.642,2344,2665
31,27.040,5368.156,1039.906,3585,7717,27.040,2466.141,66.230,2322,2642
32,27.040,5406.328,1026.983,3692,7628,27.040,2474.062,58.592,2254,2621
33,27.040,5396.859,1032.942,3600,7799,27.040,2472.203,60.506,2289,2662
34,27.040,5405.000,1015.614,3709,7813,27.040,2469.234,65.205,2306,2617
35,27.040,5396.859,1045.937,3714,7872,27.040,2468.141,60.439,2331,2589
36,27.040,5383.469,1017.967,3644,7719,27.040,2461.344,61.070,2304,2587
37,27.040,5390.375,1045.401,3608,7775,27.040,2468.766,70.418,2307,2626
38,27.040,5373.047,1037.367,3621,7739,27.040,2469.531,71.324,2312,2614
39,27.040,5389.516,1045.008,3718,7772,27.040,2468.766,65.903,2328,2603
40,27.040,5375.484,1058.668,3566,8029,27.040,2465.922,64.232,2283,2649
41,27.040,5378.891,1019.191,3739,7817,27.040,2470.516,64.916,2328,2625
42,27.040,5379.359,1029.849,3739,7716,27.040,2462.719,74.848,2281,2637
43,27.040,5373.781,1036.199,3602,7708,27.040,2467.688,66.882,2314,2642
44,27.040,5394.547,1035.034,3654,7622,27.040,2465.344,55.251,2346,2605
45,27.040,5379.094,1045.757,3573,7639,27.040,2474.516,61.343,2317,2629
46,27.040,5428.203,1069.072,3538,7978,27.040,2451.859,75.073,2227,2599
47,27.040,5433.969,1013.702,3568,7798,27.040,2456.031,67.815,2293,2593
48,27.040,5462.828,1008.118,3617,7829,27.040,2450.469,66.376,2307,2583
49,27.040,5452.562,1010.014,3626,7667,27.040,2456.109,62.464,2300,2567
50,27.040,5497.359,1000.051,3649,7733,27.040,2462.938,61.604,2320,2567
51,27.040,5485.797,1031.478,3561,7880,27.040,2459.016,59.730,2287,2574
52,27.040,5502.312,1018.198,3770,7667,27.040,2467.234,70.644,2308,2637
53,27.040,5499.734,1037.825,3619,7789,27.040,2460.953,62.425,2351,2599
54,27.040,5534.922,1046.176,3615,7875,27.040,2458.953,70.433,2316,2638
55,27.040,5531.094,1040.213,3550,7833,27.040,2455.469,66.423,2303,2624
56,27.040,5528.250,1027.029,3604,7699,27.040,2455.938,57.791,2323,2593
57,27.040,5553.406,1030.540,3681,7799,27.040,2461.031,54.748,2323,2558
58,27.040,5562.234,1054.696,3776,8069,27.040,2456.266,62.376,2301,2592
59,27.040,5580.484,1042.417,3803,8017,27.040,2454.453,64.663,2304,2609
60,27.040,5569.109,1047.063,3593,7999,27.040,2453.359,70.774,2314,2580
61,27.040,5568.922,1056.639,3639,8068,27.040,2458.578,70.931,2298,2622
62,27.040,5562.766,1035.374,3617,7850,27.040,2454.703,74.732,2234,2631
63,27.040,5578.688,1035.396,3773,7806,27.040,2465.547,67.684,2327,2653
64,27.040,5580.219,1036.869,3686,7791,27.040,2459.703,75.528,2216,2621
65,27.040,5595.562,1064.159,3672,8228,27.040,2453.797,72.925,2267,2630
66,27.040,5587.891,1035.803,3725,8101,27.040,2460.594,70.048,2319,2640
67,27.040,5596.047,1035.181,3836,8004,27.040,2457.625,67.721,2334,2605
68,27.040,5582.234,1017.510,3746,7756,27.040,2452.578,58.331,2317,2593
69,27.040,5600.000,1047.899,3703,7923,27.040,2443.609,70.561,2289,2579
70,27.040,5615.453,1034.646,3791,8223,27.040,2458.797,61.657,2312,2591
71,27.040,5600.078,1038.061,3676,7983,27.040,2452.969,71.593,2301,2597
72,27.040,5612.609,1042.855,3731,7889,27.040,2455.953,59.956,2335,2591
73,27.040,5608.281,1052.996,3606,8133,27.040,2456.031,60.438,2309,2620
74,27.040,5609.391,1064.056,3552,8424,27.040,2455.109,69.209,2272,2612
75,27.040,5620.359,1046.447,3563,7981,27.040,2458.078,83.280,2286,2628
76,27.040,5624.031,1026.826,3608,8042,27.040,2454.109,63.302,2332,2612
77,27.040,5586.016,1039.422,3627,7976,27.040,2454.500,59.719,2345,2562
78,27.040,5624.719,1052.968,3716,8117,27.040,2451.359,69.470,2228,2605
79,27.040,5616.141,1058.686,3582,8179,27.040,2450.938,64.971,2302,2607
80,27.040,5640.219,1072.970,3529,8218,27.040,2450.062,64.485,2286,2612
81,27.040,5620.219,1067.186,3527,8110,27.040,2457.359,65.942,2283,2623
82,27.040,5628.047,1052.781,3567,8089,27.040,2450.516,70.504,2304,2609
83,27.040,5615.922,1059.904,3483,8051,27.040,2448.266,60.904,2276,2580
84,27.040,5650.141,1053.798,3542,8081,27.040,2447.250,69.676,2324,2632
85,27.040,5621.281,1059.738,3495,8239,27.040,2455.000,70.413,2297,2593
86,27.040,5647.812,1054.746,3646,8143,27.040,2451.375,62.865,2277,2574
87,27.040,5642.875,1062.207,3586,8278,27.040,2453.891,68.482,2295,2592
88,27.040,5667.047,1072.765,3521,8300,27.040,2453.922,67.477,2273,2598
89,27.040,5654.953,1082.600,3366,8271,27.040,2444.656,56.696,2278,2594
90,27.040,5670.312,1085.845,3511,8350,27.040,2443.281,63.319,2310,2595
91,27.040,5670.875,1070.828,3564,8179,27.040,2448.562,76.506,2282,2656
92,27.040,5672.422,1070.102,3500,8246,27.040,2449.719,69.825,2315,2645
93,27.040,5662.172,1076.127,3440,8182,27.040,2453.672,68.137,2328,2596
94,27.040,5661.469,1050.066,3548,8188,27.040,2455.641,69.868,2314,2611
95,27.040,5670.078,1083.833,3567,8268,27.040,2447.500,69.596,2290,2634
96,27.040,5676.703,1092.093,3526,8210,27.040,2458.250,66.242,2332,2599
97,27.040,5664.547,1072.715,3436,8046,27.040,2446.281,64.963,2302,2602
98,27.040,5661.688,1076.513,3418,8508,27.040,2452.031,66.692,2267,2622
99,27.040,5677.984,1076.020,3383,8145,27.040,2450.375,69.353,2281,2556
100,27.040,5672.016,1097.057,3400,8224,27.040,2441.797,66.539,2265,2577
101,27.040,5684.219,1114.657,3352,8327,27.040,2455.875,75.112,2290,2647
102,27.040,5673.203,1108.215,3334,8357,27.040,2438.781,63.782,2280,2614
103,27.040,5687.000,1132.996,3349,8412,27.040,2438.031,62.041,2307,2563
104,27.040,5679.891,1128.779,3382,8329,27.040,2443.438,58.924,2298,2593
105,27.040,5688.188,1112.507,3336,8458,27.040,2448.469,67.120,2299,2634
106,27.040,5701.938,1127.832,3401,8206,27.040,2445.219,68.188,2301,2617
107,27.040,5728.797,1114.186,3424,8176,27.040,2434.812,53.002,2333,2601
108,27.040,5707.297,1115.739,3325,8334,27.040,2435.109,60.527,2317,2547
109,27.040,5718.953,1128.635,3447,8297,27.040,2443.734,69.495,2283,2620
110,27.040,5712.297,1123.549,3410,8433,27.040,2439.828,62.854,2276,2642
111,27.040,5731.094,1117.472,3347,8294,27.040,2445.984,64.859,2298,2605
112,27.040,5715.500,1101.303,3370,8164,27.040,2440.109,63.299,2319,2626
113,27.040,5728.234,1153.574,3353,8512,27.040,2446.984,64.637,2307,2598
114,27.040,5742.203,1138.980,3336,8299,27.040,2449.328,63.992,2322,2591
115,27.040,5742.797,1150.475,3470,8480,27.040,2443.156,72.608,2300,2606
116,27.040,5740.031,1143.643,3396,8196,27.040,2444.328,65.490,2305,2593
117,27.040,5746.516,1144.702,3394,8400,27.040,2434.078,63.731,2286,2573
118,27.040,5743.781,1159.745,3368,8310,27.040,2436.922,60.347,2310,2576
119,27.040,5733.406,1132.066,3318,8188,27.040,2440.297,67.640,2289,2610
120,27.040,5719.859,1150.684,3258,8346,27.040,2436.531,71.044,2298,2568
121,27.040,5728.625,1150.474,3404,8491,27.040,2442.125,60.851,2302,2596
122,27.040,5730.625,1121.984,3422,8287,27.040,2443.625,60.125,2319,2576
123,27.040,5725.203,1140.994,3406,8251,27.040,2438.750,52.401,2289,2566
124,27.040,5706.688,1137.269,3419,8217,27.040,2434.078,75.629,2292,2620
125,27.040,5704.281,1119.993,3381,8259,27.040,2431.859,66.788,2268,2583
126,27.040,5674.469,1159.259,3430,8600,27.040,2438.500,69.315,2274,2580
127,27.040,5685.969,1135.051,3362,8161,27.040,2443.234,70.131,2264,2614
128,27.040,5696.203,1155.443,3409,8454,27.040,2437.719,52.754,2288,2541
