 ,Area1,Mean1,StdDev1,Min1,Max1,Area2,Mean2,StdDev2,Min2,Max2
1,37.180,6339.318,2151.885,3036,10152,37.180,2405.409,62.652,2272,2580
2,37.180,6277.659,2067.270,3143,10133,37.180,2374.875,57.550,2238,2532
3,37.180,6244.432,2143.013,2918,9997,37.180,2351.943,63.731,2225,2493
4,37.180,6313.955,2122.609,2970,10232,37.180,2371.739,66.007,2240,2559
5,37.180,6263.034,2188.109,2849,9928,37.180,2365.739,60.207,2259,2485
6,37.180,6321.989,2146.075,2844,10081,37.180,2357.955,61.035,2245,2510
7,37.180,6325.455,2124.054,3021,10039,37.180,2355.068,63.760,2202,2508
8,37.180,6295.205,2214.808,2825,10127,37.180,2350.182,58.985,2232,2474
9,37.180,6337.659,2163.913,2883,9898,37.180,2362.648,66.177,2224,2534
10,37.180,6318.170,2201.757,2978,10017,37.180,2353.716,64.598,2239,2533
11,37.180,6242.727,2264.888,2816,10074,37.180,2349.807,65.056,2222,2507
12,37.180,6221.977,1978.585,3027,9676,37.180,2353.943,53.754,2243,2494
13,37.180,6367.011,2179.677,3044,10457,37.180,2365.045,64.689,2242,2535
14,37.180,6362.318,2218.468,2925,10520,37.180,2374.136,69.451,2229,2588
15,37.180,6319.807,2254.731,2876,10516,37.180,2364.159,54.718,2227,2498
16,37.180,6299.239,2228.920,2724,10384,37.180,2368.568,61.945,2260,2561
17,37.180,6260.591,2288.043,2686,10509,37.180,2352.773,63.142,2224,2501
18,37.180,6313.761,2137.209,2952,10249,37.180,2381.830,63.757,2236,2543
19,37.180,6271.114,2173.608,3052,10078,37.180,2370.034,54.406,2265,2514
20,37.180,6275.977,2152.520,2901,10189,37.180,2370.932,64.163,2206,2568
21,37.180,6178.455,2190.319,2826,10169,37.180,2369.557,61.025,2266,2558
22,37.180,6177.011,2142.914,2825,9939,37.180,2369.716,62.684,2249,2504
23,37.180,6156.148,2136.360,2851,9988,37.180,2372.284,62.964,2239,2531
24,37.180,6106.489,2128.725,2702,9929,37.180,2364.932,63.692,2198,2510
25,37.180,6021.091,2137.690,2799,10175,37.180,2366.239,57.001,2259,2534
26,37.180,6086.170,2030.085,3002,9990,37.180,2384.159,65.031,2252,2539
27,37.180,6029.432,1979.270,2877,9789,37.180,2388.205,61.029,2267,2587
28,37.180,5991.841,1954.761,2871,9597,37.180,2378.557,65.379,2254,2558
29,37.180,5929.966,1977.202,2972,9306,37.180,2367.330,64.021,2230,2506
30,37.180,5902.455,1941.145,2907,9346,37.180,2371.966,60.116,2252,2534
31,37.180,5876.136,1919.901,2925,9350,37.180,2367.875,59.032,2263,2568
32,37.180,5848.182,1889.289,2791,9299,37.180,2373.602,55.296,2263,2515
33,37.180,5806.477,1858.901,2791,9068,37.180,2372.057,61.918,2244,2549
34,37.180,5735.364,1827.369,2737,8819,37.180,2373.148,54.848,2232,2534
35,37.180,5672.341,1873.099,2790,8980,37.180,2360.670,57.776,2170,2476
36,37.180,5661.011,1819.003,2868,8793,37.180,2359.102,65.403,2199,2545
37,37.180,5613.898,1792.426,2794,8695,37.180,2365.841,57.690,2235,2501
38,37.180,5578.364,1769.220,2794,8612,37.180,2374.148,68.964,2206,2526
39,37.180,5545.614,1751.201,2674,8697,37.180,2364.875,65.119,2208,2548
40,37.180,5497.955,1723.260,2739,8448,37.180,2367.523,56.618,2232,2524
