 ,Area1,Mean1,StdDev1,Min1,Max1,Area2,Mean2,StdDev2,Min2,Max2
1,19.858,17051.277,3953.338,9410,25224,19.858,2389.638,100.940,2191,2617
2,19.858,16698.277,3817.236,9522,24654,19.858,2377.085,99.851,2206,2555
3,19.858,16559.361,3811.865,9313,24755,19.858,2387.617,103.138,2188,2582
4,19.858,16676.127,3788.783,8972,24774,19.858,2384.234,104.560,2203,2592
5,19.858,16620.361,3774.789,8970,24681,19.858,2377.766,102.438,2193,2571
6,19.858,16364.681,3730.536,8962,24184,19.858,2383.042,100.396,2172,2596
7,19.858,16386.469,3733.263,8711,24250,19.858,2384.468,102.021,2219,2576
8,19.858,16440.490,3763.960,8743,24531,19.858,2388.681,102.882,2217,2557
9,19.858,16242.298,3718.653,8679,24508,19.858,2374.936,103.333,2179,2573
10,19.858,16214.574,3700.755,8727,24429,19.858,2382.128,103.534,2130,2621
11,19.858,16251.937,3724.603,8534,24408,19.858,2371.213,98.869,2225,2584
12,19.858,16190.915,3729.783,8491,24059,19.858,2377.042,103.692,2209,2574
13,19.858,16032.276,3696.877,8826,23962,19.858,2370.064,107.917,2177,2578
14,19.858,16022.383,3833.760,8802,24218,19.858,2343.404,101.296,2183,2530
15,19.858,16040.915,3866.569,8825,24183,19.858,2353.319,93.366,2174,2551
16,19.858,15964.063,3799.908,8558,23902,19.858,2348.511,86.171,2213,2581
17,19.858,15950.276,3828.072,8489,24263,19.858,2340.958,101.930,2173,2567
18,19.858,15986.191,3888.215,8475,24291,19.858,2358.787,94.789,2190,2537
19,19.858,16010.724,3934.680,8085,24619,19.858,2365.489,103.207,2185,2531
20,19.858,15941.915,3913.344,8157,24364,19.858,2375.191,92.863,2198,2574
21,19.858,15957.979,3923.578,8352,24136,19.858,2376.213,102.348,2208,2567
22,19.858,15933.000,3920.795,8144,24319,19.858,2376.149,96.866,2216,2572
23,19.858,15874.489,3943.836,8031,24162,19.858,2378.787,97.293,2201,2548
24,19.858,15794.361,3941.784,7688,23951,19.858,2368.319,102.479,2169,2562
25,19.858,15848.596,4005.990,7868,24480,19.858,2372.426,93.313,2246,2589
26,19.858,15795.276,4077.116,7557,24526,19.858,2368.723,95.131,2164,2574
27,19.858,15713.787,3986.939,7723,24130,19.858,2378.468,92.369,2193,2574
28,19.858,15777.957,4080.303,7536,24376,19.858,2375.468,93.744,2216,2559
29,19.858,15761.872,4052.294,7329,23834,19.858,2382.660,106.645,2213,2614
30,19.858,15723.468,4120.089,7457,24113,19.858,2381.511,100.016,2196,2595
31,19.858,15723.766,4120.509,7490,24141,19.858,2365.872,103.761,2188,2614
32,19.858,15685.915,4108.403,7244,24187,19.858,2371.851,102.302,2172,2574
33,19.858,15676.766,4144.964,7510,23974,19.858,2385.766,104.221,2207,2660
34,19.858,16077.298,3683.472,9026,23913,19.858,2345.362,96.837,2192,2525
35,19.858,15757.298,4149.121,6523,24235,19.858,2385.021,93.792,2242,2550
36,19.858,15741.000,4144.071,6487,23851,19.858,2384.042,97.723,2201,2590
37,19.858,15802.979,4127.045,6586,24221,19.858,2394.319,90.516,2263,2574
38,19.858,15739.937,4101.462,6588,23717,19.858,2390.830,99.165,2233,2592
39,19.858,15749.447,4116.891,6560,23829,19.858,2381.745,101.757,2219,2590
40,19.858,15760.915,4101.362,6640,23774,19.858,2379.915,93.001,2182,2608
41,19.858,15708.639,4117.556,6520,23669,19.858,2388.106,90.851,2218,2607
