 ,Area1,Mean1,StdDev1,Min1,Max1,Area2,Mean2,StdDev2,Min2,Max2
1,24.083,19073.035,4985.380,9871,27629,24.083,2235.228,48.138,2137,2338
2,24.083,18929.211,4935.743,9959,27428,24.083,2233.088,44.312,2124,2342
3,24.083,18800.158,4838.756,10044,27446,24.083,2236.351,47.840,2131,2366
4,24.083,18759.316,4831.890,9935,26980,24.083,2239.263,46.902,2153,2386
5,24.083,18726.457,4781.680,9948,27219,24.083,2234.281,53.503,2127,2391
6,24.083,18695.070,4772.271,9802,27493,24.083,2238.526,50.658,2151,2413
7,24.083,18643.000,4762.852,9461,27065,24.083,2235.702,53.199,2136,2392
8,24.083,18621.229,4741.200,9170,27048,24.083,2220.807,43.307,2115,2319
9,24.083,18586.877,4760.499,9091,27315,24.083,2223.351,43.344,2154,2324
10,24.083,18539.824,4754.757,8942,27109,24.083,2209.386,43.435,2107,2306
11,24.083,18586.193,4751.673,9045,27011,24.083,2204.754,52.333,2095,2363
12,24.083,18568.211,4759.789,8860,26807,24.083,2196.965,44.174,2098,2343
13,24.083,18186.807,5097.050,9861,26866,24.083,2184.895,40.181,2051,2273
14,24.083,18640.158,4656.936,9510,26709,24.083,2200.018,52.604,2103,2391
15,24.083,18655.719,4630.398,9798,26974,24.083,2196.544,35.625,2138,2318
16,24.083,18706.701,4680.806,9768,27171,24.083,2194.877,41.763,2106,2286
17,24.083,18760.824,4728.304,9642,26806,24.083,2201.860,51.334,2097,2306
18,24.083,18849.053,4729.389,9806,27463,24.083,2207.053,51.225,2117,2357
19,24.083,18810.264,4682.602,9630,27025,24.083,2204.491,37.360,2102,2295
20,24.083,18834.666,4645.521,9648,27183,24.083,2201.562,49.623,2102,2320
21,24.083,18914.736,4693.030,9702,27097,24.083,2210.562,42.381,2151,2341
22,24.083,18860.000,4702.565,9618,27189,24.083,2204.632,54.078,2090,2333
23,24.083,18895.719,4724.232,9953,27266,24.083,2192.790,44.766,2093,2299
24,24.083,18906.895,4708.393,9958,27307,24.083,2197.333,46.597,2112,2287
25,24.083,18930.281,4711.870,9842,27281,24.083,2197.070,49.923,2082,2318
26,24.083,18892.543,4677.367,9978,27209,24.083,2214.632,49.263,2069,2314
27,24.083,18942.578,4724.433,9762,27391,24.083,2199.105,45.389,2108,2297
28,24.083,18927.736,4720.205,9702,27281,24.083,2198.404,47.915,2107,2339
29,24.083,18948.947,4768.494,9790,27563,24.083,2194.772,44.872,2080,2298
30,24.083,18905.404,4649.660,9760,27216,24.083,2209.421,41.328,2109,2328
31,24.083,18921.596,4707.219,9577,27344,24.083,2204.456,50.931,2111,2357
32,24.083,18940.088,4765.429,9735,27602,24.083,2200.930,48.535,2104,2313
33,24.083,18930.176,4770.935,9477,27344,24.083,2206.176,42.244,2128,2315
34,24.083,18982.299,4766.897,9459,27544,24.083,2202.368,43.353,2123,2328
35,24.083,18945.492,4736.582,9955,27781,24.083,2205.088,52.019,2107,2328
36,24.083,18890.824,4720.082,9513,27091,24.083,2206.105,44.160,2121,2317
37,24.083,18961.807,4795.172,9590,27601,24.083,2204.088,43.352,2102,2308
38,24.083,18907.525,4820.916,9623,27473,24.083,2210.105,54.624,2094,2339
39,24.083,18932.299,4802.089,9404,27731,24.083,2208.053,42.073,2108,2304
40,24.083,18847.613,4804.132,9512,27467,24.083,2208.895,47.780,2083,2321
41,24.083,18899.719,4744.684,9585,27398,24.083,2197.404,45.284,2092,2346
42,24.083,18806.053,4761.605,9404,27407,24.083,2197.702,41.994,2109,2291
43,24.083,18829.965,4729.893,9676,27591,24.083,2197.228,47.327,2090,2322
44,24.083,18770.422,4777.703,9745,27691,24.083,2219.562,43.444,2131,2327
