 ,Area1,Mean1,StdDev1,Min1,Max1,Area2,Mean2,StdDev2,Min2,Max2
1,26.618,19957.936,5479.886,8542,30146,26.618,2235.762,39.009,2143,2327
2,26.618,19658.619,5308.098,8812,29353,26.618,2218.270,40.120,2113,2300
3,26.618,19529.127,5253.940,9014,29256,26.618,2215.683,36.860,2123,2296
4,26.618,19460.016,5211.241,8981,29252,26.618,2217.349,44.123,2122,2312
5,26.618,19475.143,5211.167,9079,28924,26.618,2214.508,42.289,2121,2285
6,26.618,19420.936,5166.898,9317,29058,26.618,2217.302,39.229,2119,2319
7,26.618,19472.270,5157.560,8995,29228,26.618,2210.905,44.220,2126,2345
8,26.618,19425.016,5107.804,9092,29401,26.618,2212.921,42.757,2106,2296
9,26.618,19450.127,5132.883,9093,29358,26.618,2203.508,36.580,2094,2297
10,26.618,19437.889,5142.937,9369,28892,26.618,2188.587,39.730,2078,2284
11,26.618,19445.381,5119.371,9038,28975,26.618,2178.460,30.836,2123,2246
12,26.618,19438.984,5157.708,9089,29140,26.618,2171.476,37.456,2083,2267
13,26.618,19462.412,5274.845,8708,29524,26.618,2168.746,36.888,2069,2231
14,26.618,19461.730,5537.572,7593,29926,26.618,2173.778,43.734,2082,2292
15,26.618,19451.619,5632.773,7076,29803,26.618,2178.317,40.551,2074,2270
16,26.618,19502.334,5596.420,7365,29949,26.618,2176.127,47.158,2084,2270
17,26.618,19537.270,5617.557,7530,29868,26.618,2177.190,41.185,2079,2292
18,26.618,19524.793,5564.555,7561,29833,26.618,2173.413,42.118,2075,2289
19,26.618,19505.254,5580.890,7388,29692,26.618,2175.492,37.679,2091,2300
20,26.618,19477.445,5515.696,7427,29477,26.618,2177.349,37.043,2083,2256
21,26.618,19467.270,5586.358,7344,29606,26.618,2179.365,48.730,2085,2312
22,26.618,19438.445,5541.040,7342,29397,26.618,2175.984,39.490,2086,2257
23,26.618,19466.191,5529.068,7347,29897,26.618,2167.984,41.309,2058,2241
24,26.618,19574.635,5503.987,7627,29842,26.618,2176.889,38.844,2087,2259
25,26.618,19486.588,5528.064,7331,29813,26.618,2181.651,40.192,2101,2256
26,26.618,19511.730,5527.894,7383,29601,26.618,2181.381,38.975,2078,2263
27,26.618,19522.174,5501.826,7627,29518,26.618,2174.413,36.971,2099,2270
28,26.618,19256.809,5436.894,7385,29061,26.618,2173.349,32.076,2112,2236
29,26.618,19205.111,5392.551,7754,29424,26.618,2173.476,40.367,2051,2284
