 ,Area1,Mean1,StdDev1,Min1,Max1,Area2,Mean2,StdDev2,Min2,Max2
1,27.463,18683.584,5533.818,7520,29249,27.463,2727.138,106.106,2556,2999
2,27.463,18695.631,5302.310,7999,28774,27.463,2805.954,106.786,2590,3056
3,27.463,18639.678,5234.098,8084,28793,27.463,2803.615,94.663,2561,3036
4,27.463,18504.707,5084.859,8311,28012,27.463,2809.908,95.375,2643,3042
5,27.463,18506.477,5207.933,8095,28901,27.463,2811.461,98.640,2621,3056
6,27.463,18433.477,5074.081,8179,27921,27.463,2813.508,90.583,2660,3021
7,27.463,18372.691,5053.494,7996,27909,27.463,2804.677,114.249,2604,3076
8,27.463,18377.584,5019.636,8164,28118,27.463,2808.323,90.875,2598,3020
9,27.463,18371.092,5066.682,8162,27889,27.463,2812.308,97.454,2628,3014
10,27.463,18301.000,4983.793,8187,27430,27.463,2818.231,99.355,2638,3057
11,27.463,18281.139,4984.224,8225,28028,27.463,2812.554,95.066,2644,3051
12,27.463,18233.432,4983.770,8131,27476,27.463,2791.138,93.261,2606,3021
13,27.463,18149.707,4913.087,8135,27147,27.463,2784.446,86.638,2550,3046
14,27.463,17805.877,5186.528,7299,27551,27.463,2692.492,88.075,2522,2906
15,27.463,17534.584,5529.710,6690,27649,27.463,2668.461,85.893,2516,2908
16,27.463,17430.584,5679.008,6666,28315,27.463,2675.446,96.210,2450,2928
17,27.463,17319.369,5723.060,6340,28576,27.463,2687.385,91.125,2510,2934
18,27.463,17220.215,5837.360,6382,28113,27.463,2693.415,97.049,2535,2943
19,27.463,18107.277,4812.971,8580,28378,27.463,2689.554,85.522,2518,2901
20,27.463,18075.938,4993.283,7842,27418,27.463,2694.415,88.022,2522,2901
21,27.463,17989.908,5102.774,7523,28496,27.463,2687.031,92.321,2544,2984
22,27.463,17929.062,5194.138,7312,28602,27.463,2687.754,88.190,2497,2916
23,27.463,17879.016,5279.030,7258,29297,27.463,2693.308,87.865,2541,2920
24,27.463,17813.785,5332.132,6868,28891,27.463,2684.600,93.779,2469,2903
25,27.463,17753.662,5449.661,6895,29228,27.463,2701.123,97.975,2510,2902
26,27.463,17720.000,5489.979,6883,29386,27.463,2691.461,89.716,2491,2893
27,27.463,17678.584,5546.547,6648,29427,27.463,2695.923,94.362,2479,2977
28,27.463,17608.354,5588.994,6514,29601,27.463,2703.077,89.963,2480,2906
29,27.463,17581.016,5642.474,6506,28931,27.463,2699.400,90.903,2528,2914
